,creation,namespace,grade,id,?column?
16,2021-08-24,colegiobetelbrasileirosp,em 2a serie,181720,0 days 14:27:12.326328
17,2021-08-24,colegiobetelbrasileirosp,em 3a serie,181725,1 days 05:12:00.648327
18,2021-08-24,provaspoliedro,outro,181484,1 days 04:10:44.622697
0,2021-08-25,colegioglobal,ef 3o ano,182338,-1 days +23:36:12.371414
1,2021-08-25,colegioeducallis,ef 3o ano,182396,0 days 00:12:38.651923
2,2021-08-25,colegioeducallis,ef 4o ano,182195,0 days 04:45:59.952028
3,2021-08-25,eccos,ef 6o ano,182272,0 days 05:25:48.754262
4,2021-08-25,provaspoliedro,ef 6o ano,182350,0 days 01:32:29.156743
5,2021-08-25,provaspoliedro,ef 6o ano,182357,0 days 02:23:56.629042
6,2021-08-25,colegiobatistaindependente,ef 7o ano,182016,0 days 00:00:01.250939
7,2021-08-25,colegiointegral,ef 7o ano,182221,0 days 07:06:22.256312
8,2021-08-25,colegioglobal,ef 7o ano,182279,0 days 02:15:11.999145
9,2021-08-25,provaspoliedro,ef 7o ano,182290,1 days 06:05:47.701445
10,2021-08-25,provaspoliedro,ef 7o ano,182360,0 days 00:22:14.248989
11,2021-08-25,provaspoliedro,ef 7o ano,182361,0 days 02:46:46.226316
12,2021-08-25,colegiofuturageracao,ef 7o ano,182452,0 days 01:35:03.215245
13,2021-08-25,colegiobatistaindependente,ef 8o ano,182135,0 days 04:31:09.230522
14,2021-08-25,colegiofuturageracao,ef 8o ano,182443,-1 days +23:58:24.008978
15,2021-08-25,colegioglobal,ef 9o ano,181869,0 days 00:34:13.496121
16,2021-08-25,eccos,ef 9o ano,182047,0 days 00:47:36.213027
17,2021-08-25,provaspoliedro,ef 9o ano,182102,0 days 01:09:31.651630
18,2021-08-25,eccos,ef 9o ano,182121,0 days 00:20:12.219178
19,2021-08-25,eccos,ef 9o ano,182136,-1 days +23:36:41.293190
20,2021-08-25,colegiobatistaindependente,ef 9o ano,182196,0 days 00:03:03.121996
21,2021-08-25,provaspoliedro,ef 9o ano,182274,1 days 00:54:42.580199
22,2021-08-25,colegioalphaunis,ef 9o ano,182414,0 days 00:02:49.506340
23,2021-08-25,colegioeducallis,em 2a serie,182081,0 days 02:22:54.699148
24,2021-08-25,colegioeducallis,em 2a serie,182083,0 days 01:14:02.077454
25,2021-08-25,ceespacolivre,em 2a serie,182156,0 days 06:20:46.384873
26,2021-08-25,ceespacolivre,em 2a serie,182301,0 days 11:11:20.754486
0,2021-08-26,eccos,ef 3o ano,183027,0 days 07:52:34.057263
1,2021-08-26,acessohauer,ef 5o ano,182585,0 days 00:36:33.003824
2,2021-08-26,acessohauer,ef 5o ano,182608,0 days 00:33:49.091877
3,2021-08-26,acessocampolargokids,ef 5o ano,182609,0 days 00:01:35.502204
4,2021-08-26,acessoalmirantetamandare,ef 6o ano,182590,0 days 00:58:25.080462
5,2021-08-26,crescercampinas,ef 6o ano,182769,0 days 09:49:03.662955
6,2021-08-26,eccos,ef 7o ano,182518,0 days 00:33:25.062659
7,2021-08-26,provaspoliedro,ef 7o ano,182562,0 days 01:55:02.786041
8,2021-08-26,acessocampolargo,ef 7o ano,182597,0 days 00:18:33.316964
9,2021-08-26,acessohauer,ef 7o ano,182598,0 days 00:20:41.514411
10,2021-08-26,acessohauer,ef 7o ano,182615,0 days 00:46:31.555324
11,2021-08-26,eccos,ef 7o ano,182952,0 days 01:09:32.122258
12,2021-08-26,provaspoliedro,ef 8o ano,182904,0 days 01:17:31.634823
13,2021-08-26,colegioglobal,ef 9o ano,182503,0 days 01:06:19.917715
14,2021-08-26,eccos,ef 9o ano,182811,-1 days +23:52:37.813352
0,2021-08-27,colegioglobal,ef 6o ano,183063,0 days 03:04:32.571852
1,2021-08-27,provaspoliedro,ef 8o ano,183207,0 days 00:13:00.820301
2,2021-08-27,provaspoliedro,ef 8o ano,183246,0 days 15:20:20.275867
3,2021-08-27,provaspoliedro,ef 8o ano,183252,0 days 00:56:27.928017
4,2021-08-27,provaspoliedro,ef 8o ano,183266,0 days 05:03:21.566135
5,2021-08-27,colegioeducallis,ef 9o ano,183164,0 days 23:29:18.097237
6,2021-08-27,provaspoliedro,ef 9o ano,183225,0 days 00:36:43.662914
7,2021-08-27,provaspoliedro,ef 9o ano,183281,0 days 03:06:20.663038
8,2021-08-27,provaspoliedro,ef 9o ano,183354,0 days 02:12:21.136153
9,2021-08-27,provaspoliedro,ef 9o ano,183357,0 days 15:20:37.933220
10,2021-08-27,provaspoliedro,ef 9o ano,183361,0 days 15:05:43.773235
11,2021-08-27,provaspoliedro,ef 9o ano,183363,0 days 04:55:30.443751
12,2021-08-27,provaspoliedro,ef 9o ano,183369,0 days 07:15:20.932074
13,2021-08-27,colegioeducallis,em 2a serie,183199,1 days 00:38:34.253754
0,2021-08-28,colegiocb,ef 8o ano,183600,-1 days +23:59:19.435364
1,2021-08-28,colegiocb,ef 9o ano,183488,0 days 00:00:15.576417
0,2021-08-29,colegioeducallis,ef 3o ano,183819,0 days 00:58:53.863908
1,2021-08-29,colegiocb,ef 6o ano,183716,0 days 00:01:43.162882
2,2021-08-29,colegiocb,ef 8o ano,183742,-1 days +23:55:22.598495
3,2021-08-29,colegiocb,ef 9o ano,183843,0 days 01:40:27.987840
0,2021-08-30,provaspoliedro,ef 7o ano,184077,0 days 00:19:32.054838
1,2021-08-30,provaspoliedro,ef 7o ano,184109,0 days 00:19:58.087123
2,2021-08-30,colegiobatistaindependente,ef 7o ano,184369,-1 days +23:59:48.225951
3,2021-08-30,colegiocb,em 2a serie,183890,0 days 00:15:59.707206
4,2021-08-30,colegiocb,em 2a serie,183893,0 days 01:31:17.596530
5,2021-08-30,ceespacolivre,em 2a serie,184299,0 days 05:30:06.084224
0,2021-08-31,colegiojoaopaulo,ef 4o ano,184380,0 days 00:17:09.882848
1,2021-08-31,progressaoig,ef 7o ano,184407,0 days 03:55:03.846200
2,2021-08-31,provaspoliedro,ef 7o ano,184658,0 days 01:02:22.197067
3,2021-08-31,colegiocb,em 3a serie,184676,0 days 01:21:58.057523
4,2021-08-31,colegiocb,em 3a serie,184692,0 days 02:01:28.318193
0,2021-09-01,colegiojoaopaulo,ef 4o ano,185463,0 days 00:06:58.471740
1,2021-09-01,eccos,ef 6o ano,185141,0 days 01:22:59.626672
2,2021-09-01,colegiocb,ef 7o ano,185216,0 days 00:40:02.945964
3,2021-09-01,colegiofuturageracao,ef 9o ano,184973,0 days 00:42:26.596622
0,2021-09-02,maplebearslz,ef 4o ano,185814,0 days 00:20:17.358237
1,2021-09-02,colegioeducallis,ef 4o ano,185995,0 days 03:27:59.041734
2,2021-09-02,colegiofuturageracao,ef 7o ano,185586,0 days 02:32:11.272330
