,namespace,grade,Porcentagem de engajamento em AAs,Número de AAs por turma,Média de exercícios de AA por turma,Porcentagem de visualização de relatórios de AA
346,colegiodasamericas,ef 6o ano,0.9261300992282248,1.7777777777777777,16.22222222222222,0.9342560553633218
347,colegiodasamericas,ef 7o ano,0.922300706357215,1.7777777777777777,16.22222222222222,0.946236559139785
348,colegiodasamericas,ef 8o ano,0.8818350324374421,2.375,16.125,0.848297213622291
349,colegiodasamericas,ef 9o ano,0.9063794531897266,1.6666666666666667,15.8,0.8574938574938575
350,colegiodasamericas,em 1a serie,0.8092307692307692,2.2857142857142856,18.642857142857142,0.8076109936575053
351,colegiodasamericas,em 2a serie,0.8949115044247787,1.9230769230769231,17.846153846153847,0.7865612648221344
352,colegiodasamericas,em 3a serie,0.8947690425206485,1.6666666666666667,14.61111111111111,0.7995735607675906
353,colegiodasamericas,outro,0.9653248306098048,1.2962962962962965,10.666666666666666,0.8678571428571429
354,colegiodelta,ef 6o ano,0.0,0.0,0.0,0.0
355,colegiodosjesuitas,em 1a serie,0.0,0.0,0.0,0.0
356,colegioeag,ef 1o ano,0.7046979865771812,2.5,25.0,0.7046979865771812
357,colegioeag,ef 3o ano,0.5952380952380952,1.0,5.0,0.3571428571428571
358,colegioeag,ef 4o ano,0.6904761904761905,1.0,5.0,0.5714285714285714
359,colegioeag,ef 5o ano,0.527027027027027,1.0,8.0,0.4431818181818182
360,colegioeag,outro,0.0,0.0,0.0,0.0
361,colegioeccos,em 1a serie,0.0,0.0,0.0,0.0
362,colegioecursodesafio,ef 1o ano,0.4055690072639225,4.5,59.0,0.0912698412698412
363,colegioecursodesafio,ef 2o ano,0.4010441385856668,3.0,49.0,0.1550387596899224
364,colegioecursodesafio,ef 3o ano,0.5960471567267683,6.0,69.0,0.4493670886075949
365,colegioecursodesafio,ef 4o ano,0.4127272727272727,3.5,60.0,0.3506493506493506
366,colegioecursodesafio,ef 5o ano,0.4131736526946107,4.333333333333333,70.0,0.343313373253493
367,colegioecursodesafio,ef 6o ano,0.5704918032786885,10.0,153.33333333333334,0.3814207650273224
368,colegioecursodesafio,ef 7o ano,0.5831157528285466,8.666666666666666,126.66666666666669,0.413516609392898
369,colegioecursodesafio,ef 8o ano,0.6410761154855643,9.666666666666666,200.0,0.4020979020979021
370,colegioecursodesafio,ef 9o ano,0.5514645720831288,14.0,189.5,0.3686440677966102
371,colegioecursodesafio,em 1a serie,0.6672771672771672,26.0,260.0,0.1526251526251526
372,colegioecursodesafio,em 2a serie,0.1443037974683544,13.0,130.0,0.1354430379746835
373,colegioecursodesafio,em 3a serie,0.138203356367226,12.0,120.0,0.0888671875
374,colegioecursoprogressao,ef 1o ano,0.5,1.0,10.0,0.0
375,colegioecursoprogressao,ef 6o ano,0.8444924406047516,7.0,66.2,0.814404432132964
376,colegioecursoprogressao,ef 7o ano,0.967422502870264,5.428571428571429,48.85714285714285,0.8451776649746193
377,colegioecursoprogressao,ef 8o ano,0.9717465753424658,7.0,62.0,0.8278443113772455
378,colegioecursoprogressao,ef 9o ano,0.9103128621089224,7.444444444444445,63.888888888888886,0.7951219512195122
379,colegioecursoprogressao,em 1a serie,0.8930152185775784,8.058823529411764,65.0,0.6979267116682739
380,colegioecursoprogressao,em 2a serie,0.9023077932547195,11.3125,94.625,0.5266085387853278
381,colegioecursoprogressao,em 3a serie,0.8977484898407468,8.76923076923077,82.92307692307692,0.5007796257796258
382,colegioeducallis,ef 2o ano,0.9854700854700856,9.0,65.0,0.3888888888888889
383,colegioeducallis,ef 3o ano,1.0,9.0,68.0,0.2592592592592592
384,colegioeducallis,ef 4o ano,0.9887587822014052,9.0,71.5,0.3914728682170542
385,colegioeducallis,ef 5o ano,0.9407894736842104,9.0,76.0,0.4351851851851852
386,colegioeducallis,ef 6o ano,0.9759174311926604,1.1875,37.125,0.3357933579335793
387,colegioeducallis,ef 7o ano,0.9497155159157312,2.1904761904761907,41.42857142857143,0.3854368932038834
388,colegioeducallis,ef 8o ano,0.9559842667166136,2.466666666666667,46.13333333333333,0.4078014184397163
389,colegioeducallis,ef 9o ano,0.9750322005350244,1.9166666666666667,50.083333333333336,0.4565677966101695
390,colegioeducallis,em 1a serie,0.9575389948006932,1.0263157894736843,36.31578947368421,0.6471354166666666
391,colegioeducallis,em 2a serie,0.9705882352941176,1.303030303030303,39.27272727272727,0.5614814814814815
392,colegioeducallis,em 3a serie,0.9775280898876404,1.7142857142857142,192.8571428571429,0.6521739130434783
393,colegioensitec,ef 2o ano,0.9555555555555556,6.0,60.0,0.5444444444444444
394,colegioensitec,ef 3o ano,0.9814323607427056,6.0,58.0,0.3525641025641026
395,colegioensitec,ef 4o ano,1.0,6.0,60.0,0.5384615384615384
396,colegioensitec,ef 5o ano,0.9876847290640394,6.0,58.0,0.7678571428571429
397,colegioensitec,ef 6o ano,0.7857142857142857,12.0,84.0,0.6233333333333333
398,colegioensitec,ef 7o ano,0.7331815882650481,11.5,83.0,0.6252158894645942
399,colegioensitec,ef 8o ano,0.7986501687289089,6.5,49.0,0.6387755102040816
400,colegioensitec,ef 9o ano,0.8537234042553191,15.0,94.0,0.6604166666666667
401,colegioensitec,em 1a serie,0.761211415259173,10.5,74.5,0.6613545816733067
402,colegioensitec,em 2a serie,0.7497454175152749,10.5,78.0,0.5128676470588235
403,colegioensitec,em 3a serie,0.9323076923076924,1.5,190.0,0.6382978723404256
404,colegioexatus,em 1a serie,0.0,0.0,0.0,0.0
405,colegioflamingo,ef 3o ano,0.0,0.0,0.0,0.0
406,colegioflamingo,ef 7o ano,0.0,0.0,0.0,0.0
407,colegioflamingo,ef 9o ano,0.0,0.0,0.0,0.0
408,colegioflamingo,em 1a serie,0.8020833333333334,19.0,219.0,0.4701086956521739
409,colegioflamingo,em 2a serie,0.8104566333423399,18.5,266.5,0.575197889182058
410,colegioflamingo,em 3a serie,0.8013357619914997,17.5,282.5,0.3886075949367089
411,colegiofuturageracao,ef 2o ano,1.0,1.0,10.0,0.5
412,colegiofuturageracao,ef 3o ano,1.0,6.0,60.0,0.1388888888888889
413,colegiofuturageracao,ef 4o ano,1.0,6.0,60.0,0.9583333333333334
414,colegiofuturageracao,ef 5o ano,1.0,6.0,60.0,1.0
415,colegiofuturageracao,ef 6o ano,0.8315649867374005,18.0,174.0,0.8162393162393162
416,colegiofuturageracao,ef 7o ano,0.7845679012345679,17.0,162.0,0.7647058823529411
417,colegiofuturageracao,ef 8o ano,0.7716666666666666,21.0,200.0,0.5634920634920635
418,colegiofuturageracao,ef 9o ano,0.9885057471264368,20.0,174.0,0.8
419,colegiofuturageracao,em 1a serie,0.0,1.0,10.0,0.0
420,colegioglobal,ef 2o ano,0.8813643104300544,4.5,59.5,0.5343915343915344
421,colegioglobal,ef 3o ano,0.8821292775665399,3.75,37.5,0.4904942965779467
422,colegioglobal,ef 4o ano,0.7292707292707292,8.0,77.0,0.6826923076923077
423,colegioglobal,ef 5o ano,0.9012168933428776,6.666666666666667,70.0,0.8358778625954199
424,colegioglobal,ef 6o ano,0.9049230769230768,13.0,130.0,0.8515151515151516
425,colegioglobal,ef 7o ano,1.0,12.0,125.0,0.9824561403508772
426,colegioglobal,ef 8o ano,0.9788359788359788,12.0,126.0,0.9618055555555556
427,colegioglobal,ef 9o ano,0.920332936979786,5.0,49.333333333333336,0.91131498470948
428,colegioglobal,em 1a serie,0.954954954954955,18.0,222.0,0.7993827160493827
429,colegioglobal,em 2a serie,0.9193245778611632,20.0,246.0,0.7211538461538461
430,colegioglobal,em 3a serie,0.9583333333333334,20.0,240.0,0.5303571428571429
431,colegioguilhermedealmeida,ef 6o ano,0.358974358974359,1.5,36.0,0.605
432,colegioguilhermedealmeida,ef 7o ano,0.5058609012763741,3.5,56.0,0.5915119363395226
433,colegioguilhermedealmeida,ef 8o ano,0.3150576082638061,1.3333333333333333,29.666666666666668,0.4026548672566372
434,colegioguilhermedealmeida,ef 9o ano,0.4035087719298245,1.0,26.0,0.3333333333333333
435,colegioguilhermedealmeida,em 1a serie,0.1320754716981132,0.5,20.0,0.5283018867924528
436,colegioguilhermedealmeida,em 2a serie,0.4396551724137931,1.0,24.0,0.4224137931034483
437,colegioguilhermedealmeida,em 3a serie,0.1886792452830188,0.5,20.0,0.0943396226415094
438,colegioiguatemy,ef 3o ano,0.1887378640776699,10.0,103.0,0.284
439,colegioiguatemy,ef 4o ano,0.5765877957658779,9.0,73.0,0.6060606060606061
440,colegioiguatemy,ef 5o ano,0.5847619047619048,9.0,75.0,0.5674603174603174
441,colegioiguatemy,ef 6o ano,0.4774667931688804,15.0,136.0,0.6553191489361702
442,colegioiguatemy,ef 7o ano,0.387781469176818,7.0,126.0,0.553156146179402
443,colegioiguatemy,ef 8o ano,0.4684898929845422,15.0,145.0,0.7126436781609196
444,colegioiguatemy,ef 9o ano,0.4609967497291441,14.0,142.0,0.6181318681318682
445,colegioiguatemy,em 1a serie,0.3527470187393526,6.666666666666667,129.33333333333334,0.1891156462585034
446,colegioiguatemy,em 2a serie,0.460180055401662,6.25,132.0,0.3060109289617486
447,colegioiguatemy,em 3a serie,0.4221572119053676,9.333333333333334,128.0,0.2329545454545454
448,colegiointegral,ef 2o ano,0.9786324786324786,4.5,104.0,0.7604938271604939
449,colegiointegral,ef 3o ano,0.9783950617283952,4.5,108.0,0.812962962962963
450,colegiointegral,ef 4o ano,0.9864724245577524,3.0,124.0,0.8387096774193549
451,colegiointegral,ef 5o ano,0.9613462669018225,2.5,98.0,0.8695652173913043
452,colegiointegral,ef 6o ano,0.9899172397715352,3.25,206.0,0.8781594296824368
453,colegiointegral,ef 7o ano,0.9940636331734706,2.8,166.8,0.8833116036505867
454,colegiointegral,ef 8o ano,0.9925787844682048,2.333333333333333,125.66666666666669,0.9134396355353076
455,colegiointegral,ef 9o ano,0.99473293768546,1.7777777777777777,69.55555555555556,0.8207008964955175
456,colegiointegral,em 1a serie,0.9492414874687096,3.0,117.44444444444444,0.6146209386281588
457,colegiointegral,em 2a serie,0.9670398634401044,3.0,117.44444444444444,0.5540540540540541
458,colegiointegral,em 3a serie,0.8325492831541219,5.666666666666667,256.3333333333333,0.5344215755855216
459,colegiointegral,outro,0.5285515320334262,3.375,56.0625,0.8327205882352942
460,colegioitamarati,em 2a serie,0.0,0.0,0.0,0.0
461,colegioitamarati,outro,0.0,0.0,0.0,0.0
462,colegiojoaopaulo,ef 4o ano,0.2741975615824832,7.0,81.0,0.2682215743440233
463,colegiojoaopaulo,ef 5o ano,0.1656302996042962,8.5,179.0,0.3466666666666667
464,colegiojoaopaulo,ef 6o ano,0.268795741849634,10.0,167.0,0.3074074074074074
465,colegiojoaopaulo,ef 7o ano,0.2891778202676864,9.666666666666666,215.33333333333331,0.428958051420839
466,colegiojoaopaulo,ef 8o ano,0.3638151425762045,15.0,226.0,0.4259259259259259
467,colegiojoaopaulo,ef 9o ano,0.2761730492746046,7.0,102.33333333333331,0.3822975517890772
468,colegiojoaopaulo,em 1a serie,0.517211887962369,11.2,445.2,0.6170575692963752
469,colegiojoaopaulo,em 2a serie,0.4762799269878963,8.8,368.4,0.529275092936803
470,colegiojoaopaulo,em 3a serie,0.336131778269321,7.25,429.25,0.4787564766839378
471,colegiojoaopaulo,outro,0.0,1.0,20.0,0.0
472,colegioliceu,em 1a serie,0.3248756218905472,1.5,201.0,0.1219512195121951
473,colegioliceu,em 2a serie,0.1177801437317008,1.5,221.0,0.0
474,colegioliceu,em 3a serie,0.2561481631413824,1.5,241.0,0.056910569105691
475,colegiomagnum,em 1a serie,0.1190061028770706,0.5,186.0,0.0709459459459459
476,colegiomagnum,em 2a serie,0.1487748986426934,0.5,186.0,0.1120218579234972
477,colegiomagnum,em 3a serie,0.914379402477532,1.2,276.0,0.638733705772812
478,colegiomarilia,em 2a serie,0.0,0.0,0.0,0.0
479,colegiomarilia,outro,0.0,0.0,0.0,0.0
480,colegiomartinus,em 1a serie,0.0,0.0,0.0,0.0
481,colegiomodelo,em 1a serie,0.0,0.0,0.0,0.0
482,colegiomundial,ef 6o ano,0.8888888888888888,1.0,44.0,0.4814814814814814
483,colegiomundial,ef 9o ano,0.8,1.0,52.0,0.4
484,colegiomundial,em 1a serie,0.6451612903225806,1.0,52.0,0.2903225806451613
485,colegiomundial,em 2a serie,0.9130434782608696,1.0,78.0,0.391304347826087
486,colegiomundial,em 3a serie,0.7391304347826086,1.0,78.0,0.2608695652173913
487,colegionobre,ef 6o ano,0.0,1.0,1.0,0.0
488,colegionobre,em 1a serie,0.0,0.0,0.0,0.0
489,colegionovageracao,ef 2o ano,1.0,1.0,10.0,0.0384615384615384
490,colegionovageracao,ef 3o ano,0.9,1.0,10.0,0.05
491,colegionovageracao,ef 4o ano,0.9,1.0,20.0,0.3
492,colegionovageracao,ef 5o ano,1.0,1.0,30.0,0.4583333333333333
493,colegiopadreeustaquio,em 1a serie,0.0,0.0,0.0,0.0
494,colegiopassionista,ef 3o ano,0.0,0.0,0.0,0.0
495,colegiopassionista,ef 7o ano,0.0,0.0,0.0,0.0
496,colegiopassionista,ef 9o ano,0.0,0.0,0.0,0.0
497,colegiopassionista,em 1a serie,0.0,0.0,0.0,0.0
498,colegiopassionista,em 2a serie,0.0,0.0,0.0,0.0
499,colegiopassionista,em 3a serie,0.0,0.0,0.0,0.0
500,colegiopioxii,ef 6o ano,0.0,0.0,0.0,0.0
501,colegioplanck,ef 6o ano,0.5753768844221105,2.25,41.75,0.6361161524500908
502,colegioplanck,ef 7o ano,0.5644970414201184,2.4285714285714284,41.85714285714285,0.6165113182423435
503,colegioplanck,ef 8o ano,0.5053009883198563,3.375,38.25,0.5654676258992806
504,colegioplanck,ef 9o ano,0.71875,2.3076923076923075,39.23076923076923,0.725925925925926
505,colegioplanck,em 1a serie,0.7502739726027398,2.0,49.66666666666666,0.4932330827067669
506,colegioplanck,em 2a serie,0.6762940735183796,1.7777777777777777,67.11111111111111,0.6092362344582594
507,colegioplanck,em 3a serie,0.5351691293198193,1.7142857142857142,55.0,0.3047858942065491
508,colegioplanck,outro,0.075,3.0,50.0,0.1
509,colegiopremium,ef 1o ano,0.1346153846153846,7.0,72.0,0.1978021978021978
510,colegiopremium,ef 2o ano,0.0555555555555555,7.0,72.0,0.0
511,colegiopremium,ef 3o ano,0.0625,7.0,72.0,0.0892857142857142
512,colegiopremium,ef 4o ano,0.3028919330289193,8.0,73.0,0.2638888888888889
513,colegiopremium,ef 5o ano,0.3595890410958904,8.0,73.0,0.43125
514,colegiopremium,ef 6o ano,0.5576131687242798,7.0,162.0,0.5952380952380952
515,colegiopremium,ef 7o ano,0.6246279761904762,8.0,192.0,0.5
516,colegiopremium,ef 8o ano,0.4606356968215159,4.0,87.66666666666667,0.5280898876404494
517,colegiopremium,ef 9o ano,0.7379857918930213,4.333333333333333,124.33333333333331,0.6987951807228916
518,colegiopremium,em 1a serie,0.8557344725599737,5.0,186.5,0.6875
519,colegiopremium,em 2a serie,0.6050875729774813,4.0,151.0,0.640625
520,colegiopremium,em 3a serie,0.6612118531623176,9.0,323.0,0.5555555555555556
521,colegioprogresso,em 1a serie,0.0,0.0,0.0,0.0
522,colegioradar,em 1a serie,0.0,0.0,0.0,0.0
523,colegioriobranco,em 1a serie,0.0,0.0,0.0,0.0
524,colegiosaberviver,em 1a serie,0.0,0.0,0.0,0.0
525,colegiosalesianorn,em 1a serie,0.0,0.0,0.0,0.0
526,colegiosantadoroteia,em 1a serie,0.0,0.0,0.0,0.0
527,colegiosantamaria,em 1a serie,0.0,0.0,0.0,0.0
528,colegiosaojudas,em 1a serie,0.0,0.0,0.0,0.0
529,colegiosaoluis,ef 1o ano,0.0,0.0,0.0,0.0
530,colegiosaoluis,em 1a serie,0.0,0.0,0.0,0.0
531,colegioser,ef 6o ano,0.0,0.0,0.0,0.0
532,colegioser,outro,0.0,1.0,30.0,0.0
533,colegiosete,ef 1o ano,0.6385636221701796,6.5,60.5,0.463768115942029
534,colegiosete,ef 2o ano,0.8700564971751412,3.6666666666666665,60.0,0.6299435028248588
535,colegiosete,ef 3o ano,0.6883280757097792,11.5,113.5,0.4288537549407115
536,colegiosete,ef 4o ano,0.7395209580838323,6.0,65.0,0.6077844311377245
537,colegiosete,ef 5o ano,0.7678108162043504,7.8,120.4,0.5397286821705426
538,colegiosete,ef 6o ano,0.3886514369933677,11.0,230.0,0.3883346124328473
539,colegiosete,ef 7o ano,0.3639360639360639,7.0,220.0,0.3809523809523809
540,colegiosete,ef 8o ano,0.3796181502603521,10.5,218.0,0.3745173745173745
541,colegiosete,ef 9o ano,0.3612471198156682,10.5,217.0,0.3504464285714285
542,colegiosete,em 1a serie,0.4643115942028985,16.5,400.0,0.411945542380325
543,colegiosete,em 2a serie,0.4699675324675325,16.5,400.0,0.3844942935852026
544,colegiosete,em 3a serie,0.473972602739726,16.5,400.0,0.3059360730593607
545,colegiouirapuru,ef 3o ano,0.930576070901034,5.25,30.0,0.1537162162162162
546,colegiouirapuru,ef 4o ano,0.9902597402597404,6.6,70.0,0.2168831168831168
547,colegiouirapuru,ef 5o ano,0.9444968059482668,5.428571428571429,63.71428571428572,0.3885135135135135
548,colegiouirapuru,ef 6o ano,0.9338927027714212,5.0,57.0,0.4006179196704428
549,colegiouirapuru,ef 7o ano,0.9110671936758892,3.6,55.0,0.3538647342995169
550,colegiouirapuru,ef 8o ano,0.8962075848303394,3.333333333333333,37.833333333333336,0.3071324599708879
551,colegiouirapuru,ef 9o ano,0.9534175010883762,2.5,19.25,0.2989690721649484
552,colegiouirapuru,em 1a serie,0.4247557003257329,0.8,22.8,0.2868852459016393
553,colegiouirapuru,em 2a serie,0.4720252167060678,1.0,33.333333333333336,0.1888111888111888
554,colegiouirapuru,em 3a serie,0.5291512915129152,2.0,41.5,0.2382271468144044
555,colegiounidadejardim,ef 5o ano,0.0,0.0,0.0,0.0
556,colegiounidadejardim,ef 6o ano,0.0,0.0,0.0,0.0
557,colegiounidadejardim,ef 7o ano,0.0,0.0,0.0,0.0
558,colegiounidadejardim,ef 8o ano,0.0,0.0,0.0,0.0
559,colegiounidadejardim,em 1a serie,0.0,0.0,0.0,0.0
560,colegiounidadejardim,em 2a serie,0.0,0.0,0.0,0.0
561,colegiounidadejardim,em 3a serie,0.0,0.0,0.0,0.0
562,colegiouniverso,ef 6o ano,0.9552964042759962,8.0,196.0,0.8628571428571429
563,colegiouniverso,ef 7o ano,0.9527127924340468,8.0,196.0,0.8902439024390244
564,colegiouniverso,ef 8o ano,0.9595355383532724,8.0,196.0,0.8275862068965517
565,colegiouniverso,ef 9o ano,0.9752200406228844,5.0,211.0,0.9142857142857144
566,colegiouniverso,em 1a serie,0.5163064833005894,12.0,509.0,0.4552083333333333
567,colegiouniverso,em 2a serie,0.5472989195678272,6.5,510.0,0.4662480376766091
568,colegiouniverso,em 3a serie,0.5417816693632816,10.0,553.0,0.4197368421052631
569,colegiouniverso,outro,0.1206896551724138,1.0,7.0,0.1186440677966101
570,colegioup,ef 6o ano,0.6483935742971888,11.0,114.33333333333331,0.5462555066079295
571,colegioup,ef 7o ano,0.6211180124223602,12.0,121.33333333333331,0.47
572,colegioup,ef 8o ano,0.6426122194513716,11.333333333333334,114.66666666666669,0.5573770491803278
573,colegioup,ef 9o ano,0.6540971168437025,12.25,136.5,0.467341306347746
574,colegioup,em 1a serie,0.5765899430587857,11.0,236.66666666666663,0.4008207934336525
575,colegioup,em 2a serie,0.7667971863196923,10.166666666666666,221.66666666666663,0.4270291883246701
576,colegioup,em 3a serie,0.6535495130327085,23.33333333333333,251.66666666666663,0.3081285444234404
577,coleguium,em 1a serie,0.0,0.0,0.0,0.0
578,colsantamaria,em 1a serie,0.0,0.0,0.0,0.0
579,conexaosaber,ef 1o ano,0.3319735819735819,8.5,89.0,0.0433275563258232
580,conexaosaber,ef 2o ano,0.3962962962962963,10.5,108.0,0.0195652173913043
581,conexaosaber,ef 3o ano,0.3309226386149463,24.0,169.0,0.0354938271604938
582,conexaosaber,ef 4o ano,0.5322299651567944,5.0,41.0,0.15
583,conexaosaber,ef 5o ano,0.7365204888569374,13.0,107.0,0.0
584,conexaosaber,ef 6o ano,0.5398198198198199,12.0,111.0,0.3311475409836065
585,conexaosaber,ef 7o ano,0.433107756376887,14.0,113.0,0.226890756302521
586,conexaosaber,ef 8o ano,0.5583778966131907,15.0,132.0,0.3019607843137254
587,conexaosaber,ef 9o ano,0.4575892857142857,18.0,160.0,0.1706349206349206
588,conib,em 1a serie,0.0,0.0,0.0,0.0
589,contemporaneo,em 3a serie,0.0,3.0,46.0,0.0
590,contemporaneocidadeverde,ef 3o ano,0.0,1.0,96.0,0.0
591,contemporaneocidadeverde,ef 5o ano,0.1739130434782608,6.0,23.0,0.0
592,contemporaneocidadeverde,ef 6o ano,0.6467391304347826,8.0,80.0,0.5416666666666666
593,contemporaneocidadeverde,ef 7o ano,0.5738831615120275,8.5,85.0,0.4711864406779661
594,contemporaneocidadeverde,ef 8o ano,0.6289381563593932,6.333333333333333,66.66666666666667,0.5547866205305652
595,contemporaneocidadeverde,ef 9o ano,0.2111222111222111,12.0,381.0,0.5241796200345423
596,contemporaneocidadeverde,em 1a serie,0.2861635220125786,18.0,384.0,0.5817610062893082
597,contemporaneocidadeverde,em 2a serie,0.3349339302476713,9.0,359.0,0.4929245283018867
598,contemporaneocidadeverde,em 3a serie,0.877604993123876,16.0,411.0,0.5394021739130435
599,contemporaneolagoanova,ef 6o ano,0.9090909090909092,5.333333333333333,80.0,0.7646103896103896
600,contemporaneolagoanova,ef 7o ano,0.9054054054054054,4.0,80.0,0.805
601,contemporaneolagoanova,ef 8o ano,0.8865478119935171,5.5,95.0,0.8596491228070176
602,contemporaneolagoanova,ef 9o ano,0.3322537112010796,5.666666666666667,257.3333333333333,0.6840490797546013
603,contemporaneolagoanova,em 1a serie,0.2679008659301284,11.0,394.0,0.6055727554179566
604,contemporaneolagoanova,em 2a serie,0.2802896135014064,9.0,432.0,0.446324007807417
605,contemporaneolagoanova,em 3a serie,0.9475802066340402,8.0,366.0,0.6013745704467354
606,cparaiso,em 1a serie,0.0,0.0,0.0,0.0
607,crb,ef 6o ano,0.3512626887843526,11.833333333333334,193.66666666666663,0.330188679245283
608,crb,ef 7o ano,0.3884693850515327,8.333333333333334,209.22222222222223,0.3441722972972973
609,crb,ef 8o ano,0.3686367997209059,8.777777777777779,221.88888888888889,0.3375766148043376
610,crb,ef 9o ano,0.3541207989601846,8.818181818181818,194.27272727272728,0.3073887305415479
611,crb,em 1a serie,0.435886280350061,12.8,350.5,0.2821692686935086
612,crb,em 2a serie,0.4473641380738899,9.0,366.5,0.2952236542835481
613,crb,em 3a serie,0.4502771777320875,10.428571428571429,275.42857142857144,0.1256716417910447
614,crb,outro,0.76,0.875,30.0,0.673992673992674
615,crescercampinas,ef 6o ano,0.950945815966656,3.8333333333333335,76.5,0.5111512959614225
616,crescercampinas,ef 7o ano,0.9509460406447092,4.6,76.6,0.5724465558194775
617,crescercampinas,ef 8o ano,0.8775193798449612,5.0,88.25,0.7654986522911051
618,crescercampinas,ef 9o ano,0.9138984852511294,3.5,72.16666666666667,0.5939771547248183
619,crescercampinas,em 1a serie,0.862860151959678,11.25,127.75,0.4731782945736434
620,crescercampinas,em 2a serie,0.6293720190779014,24.5,188.0,0.1958288190682557
621,crescercampinas,em 3a serie,0.6549019607843137,25.5,178.5,0.2629251700680272
622,cruzeiro,em 1a serie,0.0,0.0,0.0,0.0
623,culturainglesa,ef 6o ano,0.0,0.0,0.0,0.0
624,cursoenfase,em 3a serie,0.0,0.0,0.0,0.0
625,cursoenfase,outro,0.1807647440051847,1.2,221.0,0.2402135231316726
626,cursoisfera,outro,0.4741777656972003,6.428571428571429,75.42857142857143,0.3676470588235294
627,cursoleopoldo,em 3a serie,0.1612903225806451,0.6666666666666666,90.0,0.2483870967741935
628,cursoleopoldo,outro,0.1893203883495145,1.0,90.0,0.2572815533980582
629,cursoprogressao,ef 6o ano,0.0,0.0,0.0,0.0
630,cursosazambuja,outro,0.3922134733158355,0.5686274509803921,115.45098039215686,0.5983086680761099
631,dante,em 1a serie,0.0,0.0,0.0,0.0
632,dante,em 3a serie,0.0,0.3333333333333333,8.0,0.0
633,dantealighieri,em 1a serie,0.0,0.0,0.0,0.0
634,darwin,em 1a serie,0.0,0.0,0.0,0.0
635,darwin,em 2a serie,0.0,0.0,0.0,0.0
636,darwin,outro,0.0,0.0,0.0,0.0
637,delta,ef 6o ano,0.0,0.0,0.0,0.0
638,deltaeducacional,em 1a serie,0.4852006420545746,3.0,172.33333333333334,0.4218533886583679
639,deltaeducacional,em 2a serie,0.4055232558139535,6.0,86.0,0.359375
640,deltaeducacional,em 3a serie,0.1541666666666666,5.0,120.0,0.06
641,demo,em 1a serie,0.0,0.0,0.0,0.0
642,dionysia,ef 3o ano,0.0,0.0,0.0,0.0
643,dionysia,ef 7o ano,0.0,0.0,0.0,0.0
644,dionysia,ef 9o ano,0.0,0.0,0.0,0.0
645,dionysia,em 1a serie,0.0,0.0,0.0,0.0
646,dionysia,em 2a serie,0.0,0.0,0.0,0.0
647,dionysia,em 3a serie,0.0,0.0,0.0,0.0
648,dokimos,ef 3o ano,0.0,0.0,0.0,0.0
649,dokimos,ef 7o ano,0.0,0.0,0.0,0.0
650,dokimos,ef 9o ano,0.0,0.0,0.0,0.0
651,dokimos,em 1a serie,0.0,0.0,0.0,0.0
652,dokimos,em 2a serie,0.0,0.0,0.0,0.0
653,dokimos,em 3a serie,0.0,0.0,0.0,0.0
654,dombosco,ef 3o ano,0.0,0.0,0.0,0.0
655,dombosco,ef 7o ano,0.0,0.0,0.0,0.0
656,dombosco,ef 9o ano,0.0,0.0,0.0,0.0
657,dombosco,em 1a serie,0.0,0.0,0.0,0.0
658,dombosco,em 2a serie,0.0,0.0,0.0,0.0
659,dombosco,em 3a serie,0.0,0.0,0.0,0.0
660,dominius,ef 2o ano,0.0,0.0,0.0,0.0
661,dominius,ef 3o ano,0.0,0.0,0.0,0.0
662,dominius,ef 4o ano,0.0,0.0,0.0,0.0
663,dominius,ef 5o ano,0.0,0.0,0.0,0.0
664,dominius,ef 6o ano,0.0,0.0,0.0,0.0
665,dominius,ef 7o ano,0.0,0.0,0.0,0.0
666,dominius,ef 8o ano,0.0,0.0,0.0,0.0
667,dominius,ef 9o ano,0.0,0.0,0.0,0.0
668,dominius,em 1a serie,0.0,0.0,0.0,0.0
669,dominius,em 2a serie,0.0,0.0,0.0,0.0
670,dominius,em 3a serie,0.0,0.0,0.0,0.0
671,dommga,em 3a serie,0.5628277335404933,2.0,271.0,0.5460526315789473
672,domus,em 1a serie,0.1697722567287784,3.0,276.0,0.0952380952380952
673,domus,em 2a serie,0.6065217391304348,3.0,276.0,0.5777777777777777
674,domus,em 3a serie,0.6731884057971015,3.0,276.0,0.6
675,eacorcovado,ef 5o ano,0.3655913978494624,0.2,9.0,0.3763440860215054
676,eacorcovado,ef 6o ano,0.0,0.0,0.0,0.0
677,eacorcovado,ef 8o ano,0.3072916666666667,0.75,6.0,0.3333333333333333
678,eacorcovado,ef 9o ano,0.9178082191780822,1.0,12.0,0.4657534246575342
679,eacorcovado,em 1a serie,0.4953560371517028,2.333333333333333,14.0,0.4755244755244755
680,eacorcovado,em 2a serie,0.5674531155474895,4.5,31.0,0.4728033472803347
681,eacorcovado,em 3a serie,0.7963709677419355,2.0,26.0,0.4897959183673469
682,eccos,ef 3o ano,0.2927350427350427,2.5,19.5,0.6111111111111112
683,eccos,ef 4o ano,0.6666666666666666,1.0,7.0,0.8333333333333334
684,eccos,ef 5o ano,0.7027804410354745,3.5,29.0,0.8608695652173913
685,eccos,ef 6o ano,0.7167689161554193,1.75,14.75,0.8888888888888888
