,namespace,grade,Porcentagem de engajamento em AAs,Número de AAs por turma,Média de exercícios de AA por turma,Porcentagem de visualização de relatórios de AA
686,eccos,ef 7o ano,0.8531038721573448,3.5,37.5,0.7804878048780488
687,eccos,ef 8o ano,0.6970702045328911,6.5,48.0,0.6779661016949152
688,eccos,ef 9o ano,0.8459937565036421,4.0,26.5,0.7738853503184714
689,eccos,em 1a serie,0.0,0.0,0.0,0.0
690,eccos,em 2a serie,0.0,0.0,0.0,0.0
691,eccos,em 3a serie,0.0,0.0,0.0,0.0
692,educamais,ef 6o ano,0.0,1.0,5.0,0.0
693,educamais,ef 8o ano,0.0,1.0,3.0,0.0
694,educandarioterciocorreia,ef 3o ano,0.9669811320754716,11.0,106.0,0.2424242424242424
695,educandarioterciocorreia,ef 4o ano,0.716,13.0,125.0,0.2692307692307692
696,educandarioterciocorreia,ef 5o ano,0.9319444444444444,11.0,120.0,0.0
697,educandarioterciocorreia,ef 6o ano,0.9659785932721712,18.0,218.0,0.4629629629629629
698,educandarioterciocorreia,ef 7o ano,0.9646464646464646,18.0,198.0,0.4722222222222222
699,educandarioterciocorreia,ef 8o ano,0.9,24.0,243.0,0.4708333333333333
700,educandarioterciocorreia,ef 9o ano,0.9995098039215686,20.0,204.0,0.51
701,educarse,outro,0.1665706605222734,5.0,186.0,0.0666666666666666
702,eduqo,ef 3o ano,0.0,0.0,0.0,0.0
703,eduqo,ef 5o ano,0.0,0.0,0.0,0.0
704,eduqo,ef 7o ano,0.0,0.0,0.0,0.0
705,eduqo,ef 9o ano,0.0,0.0,0.0,0.0
706,eduqo,em 1a serie,0.0,0.0,0.0,0.0
707,eduqo,em 2a serie,0.0,0.0,0.0,0.0
708,eduqo,em 3a serie,0.0,0.0,0.0,0.0
709,einsteinassis,ef 6o ano,0.8248772504091653,18.0,94.0,0.2845188284518828
710,einsteinassis,ef 7o ano,0.792368125701459,17.0,81.0,0.427807486631016
711,einsteinassis,ef 8o ano,0.8734939759036144,15.0,83.0,0.4666666666666667
712,einsteinassis,ef 9o ano,0.7565406976744186,15.0,86.0,0.4
713,einsteinassis,em 1a serie,0.9032258064516128,11.0,124.0,0.5636363636363636
714,einsteinassis,em 2a serie,0.6906130268199234,10.0,116.0,0.5333333333333333
715,einsteinassis,em 3a serie,0.6116071428571429,11.0,112.0,0.3909090909090909
716,elitecuritiba,ef 7o ano,0.0,0.0,0.0,0.0
717,elitecuritiba,em 2a serie,0.0,0.0,0.0,0.0
718,elitecuritiba,em 3a serie,0.0,0.0,0.0,0.0
719,elitecuritiba,outro,0.0116279069767441,0.125,90.0,0.1569767441860465
720,elitecuritibaemilianoperneta,em 1a serie,0.4642818428184281,29.0,615.0,0.4362519201228879
721,elitecuritibaemilianoperneta,em 2a serie,0.4755156002115283,28.0,610.0,0.6140552995391705
722,elitecuritibaemilianoperneta,em 3a serie,0.7179480088495576,7.0,565.0,0.4361471861471861
723,elitecuritibaemilianoperneta,outro,0.414065934065934,12.0,455.0,0.3283582089552239
724,eluneonline,em 1a serie,0.0,1.0,6.0,0.0
725,elvirabrandao,em 1a serie,0.0,0.0,0.0,0.0
726,ensinando,ef 3o ano,0.0,0.0,0.0,0.0
727,ensinando,ef 7o ano,0.0,0.0,0.0,0.0
728,ensinando,ef 9o ano,0.0,0.0,0.0,0.0
729,ensinando,em 1a serie,0.0,0.0,0.0,0.0
730,ensinando,em 2a serie,0.0,0.0,0.0,0.0
731,ensinando,em 3a serie,0.0,0.0,0.0,0.0
732,equipe,em 1a serie,0.0,0.0,0.0,0.0
733,equipea,ef 3o ano,0.0,0.0,0.0,0.0
734,equipea,ef 7o ano,0.0,0.0,0.0,0.0
735,equipea,ef 9o ano,0.0,0.0,0.0,0.0
736,equipea,em 1a serie,0.0,0.0,0.0,0.0
737,equipea,em 2a serie,0.0,0.0,0.0,0.0
738,equipea,em 3a serie,0.0,0.0,0.0,0.0
739,escola,ef 4o ano,0.0,1.0,3.0,0.0
740,escolaalpha,ef 3o ano,0.0,0.0,0.0,0.0
741,escolaalpha,ef 7o ano,0.0,0.0,0.0,0.0
742,escolaalpha,ef 9o ano,0.0,0.0,0.0,0.0
743,escolaalpha,em 1a serie,0.0,0.0,0.0,0.0
744,escolaalpha,em 2a serie,0.0,0.0,0.0,0.0
745,escolaalpha,em 3a serie,0.0,0.0,0.0,0.0
746,escolacastanheiras,ef 5o ano,0.0,0.0,0.0,0.0
747,escolacastanheiras,ef 6o ano,0.0,0.0,0.0,0.0
748,escolacastanheiras,ef 7o ano,0.0,0.0,0.0,0.0
749,escolacastanheiras,ef 8o ano,0.0,0.0,0.0,0.0
750,escolacastanheiras,em 1a serie,0.0,0.0,0.0,0.0
751,escolacastanheiras,em 2a serie,0.0,0.0,0.0,0.0
752,escolacastanheiras,em 3a serie,0.0,0.0,0.0,0.0
753,escolaceciliameireles,ef 2o ano,0.0,5.0,72.0,0.09
754,escolaceciliameireles,ef 3o ano,0.5555555555555556,1.0,5.0,0.4444444444444444
755,escolaceciliameireles,ef 4o ano,0.1186094069529652,13.0,163.0,0.1987179487179487
756,escolaceciliameireles,ef 5o ano,0.1200157915515199,12.0,149.0,0.1568627450980392
757,escolaceciliameireles,ef 6o ano,0.1141246917928848,13.0,167.0,0.1855203619909502
758,escoladofuturo,em 1a serie,0.0,0.0,0.0,0.0
759,escoladomingossavio,ef 3o ano,0.0,0.0,0.0,0.0
760,escoladomingossavio,ef 7o ano,0.0,0.0,0.0,0.0
761,escoladomingossavio,ef 9o ano,0.0,0.0,0.0,0.0
762,escoladomingossavio,em 1a serie,0.0,0.0,0.0,0.0
763,escoladomingossavio,em 2a serie,0.0,0.0,0.0,0.0
764,escoladomingossavio,em 3a serie,0.0,0.0,0.0,0.0
765,escolaidaam,em 1a serie,0.0,0.0,0.0,0.0
766,escolainternacional,em 1a serie,0.0,0.0,0.0,0.0
767,escolajardimdasnacoes,em 1a serie,0.0,0.0,0.0,0.0
768,escolamaster,ef 8o ano,0.1470588235294117,0.2,10.0,0.1470588235294117
769,escolamaster,ef 9o ano,0.0357142857142857,0.25,10.0,0.0357142857142857
770,escolamaster,em 1a serie,0.5439746083751408,2.333333333333333,250.33333333333331,0.3846153846153846
771,escolamaster,em 2a serie,0.5695790177079852,3.0,261.25,0.3455284552845528
772,escolamaster,em 3a serie,0.3384418901660281,1.6666666666666667,257.6666666666667,0.0933333333333333
773,escolapresbiterianadecanal,ef 3o ano,0.0,0.0,0.0,0.0
774,escolapresbiterianadecanal,ef 7o ano,0.0,0.0,0.0,0.0
775,escolapresbiterianadecanal,ef 9o ano,0.0,0.0,0.0,0.0
776,escolapresbiterianadecanal,em 1a serie,0.0,0.0,0.0,0.0
777,escolapresbiterianadecanal,em 2a serie,0.0,0.0,0.0,0.0
778,escolapresbiterianadecanal,em 3a serie,0.0,0.0,0.0,0.0
779,escreva,ef 3o ano,0.0,0.0,0.0,0.0
780,escreva,ef 7o ano,0.0,0.0,0.0,0.0
781,escreva,ef 9o ano,0.0,0.0,0.0,0.0
782,escreva,em 1a serie,0.0,0.0,0.0,0.0
783,escreva,em 2a serie,0.0,0.0,0.0,0.0
784,escreva,em 3a serie,0.0,0.0,0.0,0.0
785,esmg,em 1a serie,0.0,0.0,0.0,0.0
786,estantemagica,ef 6o ano,0.0,0.0,0.0,0.0
787,estantemagica,outro,0.0,1.0,91.0,0.0
788,estreladamanha,ef 6o ano,0.0,0.0,0.0,0.0
789,faculdadeflamingo,outro,0.7226107226107226,6.0,39.0,0.0757575757575757
790,forumcultural,em 1a serie,0.0,0.0,0.0,0.0
791,franciscanopioxii,ef 1o ano,0.0,0.0,0.0,0.0
792,franciscanopioxii,em 1a serie,0.0,0.0,0.0,0.0
793,francobrasileiro,ef 1o ano,0.0,0.0,0.0,0.0
794,francobrasileiro,em 3a serie,0.0270094695550058,2.6666666666666665,510.6666666666667,0.0414201183431952
795,fundacaobradesco,em 1a serie,0.0,0.0,0.0,0.0
796,galois,em 1a serie,0.0,0.0,0.0,0.0
797,gaylussac,em 1a serie,0.0,0.0,0.0,0.0
798,gerabixo,outro,0.02575528027805,2.0,98.0,0.0524017467248908
799,grandepasso,ef 1o ano,0.0,0.0,0.0,0.0
800,grandepasso,em 1a serie,0.0,0.0,0.0,0.0
801,idaam,em 3a serie,0.8334895052473763,0.75,276.0,0.4755747126436782
802,idb,em 1a serie,0.0,0.0,0.0,0.0
803,igmk,ef 3o ano,0.0,0.0,0.0,0.0
804,igmk,ef 7o ano,0.0,0.0,0.0,0.0
805,igmk,ef 9o ano,0.0,0.0,0.0,0.0
806,igmk,em 1a serie,0.0,0.0,0.0,0.0
807,igmk,em 2a serie,0.0,0.0,0.0,0.0
808,igmk,em 3a serie,0.0,0.0,0.0,0.0
809,imaculada,em 1a serie,0.0,0.0,0.0,0.0
810,implantacao,ef 1o ano,0.0,0.0,0.0,0.0
811,implantacao,ef 2o ano,0.0,0.0,0.0,0.0
812,implantacao,ef 3o ano,0.0,0.0,0.0,0.0
813,implantacao,ef 4o ano,0.0,0.0,0.0,0.0
814,implantacao,ef 5o ano,0.0,0.0,0.0,0.0
815,implantacao,ef 6o ano,0.0,0.0,0.0,0.0
816,implantacao,em 1a serie,0.0,0.0,0.0,0.0
817,implantacao,em 2a serie,0.0,0.0,0.0,0.0
818,implantacao,em 3a serie,0.0,0.0,0.0,0.0
819,implantacao,outro,0.2727272727272727,3.0,33.0,0.0
820,insa,em 1a serie,1.0,2.0,132.0,0.1625
821,insa,em 2a serie,1.0,2.0,132.0,0.3787878787878788
822,insa,em 3a serie,0.1365932047750229,2.0,132.0,0.0909090909090909
823,institutoauxiliadoradf,em 1a serie,0.5284687672747375,3.0,201.0,0.1851851851851851
824,institutoauxiliadoradf,em 2a serie,0.5004763038818766,3.0,221.0,0.2719298245614035
825,institutoauxiliadoradf,em 3a serie,0.4991457163778374,3.0,241.0,0.1568627450980392
826,institutocristao,ef 6o ano,0.1987534626038781,25.0,228.0,0.1242105263157894
827,institutocristao,ef 7o ano,0.3439597315436241,17.0,149.0,0.1176470588235294
828,institutocristao,ef 9o ano,0.4034896401308615,13.0,131.0,0.1648351648351648
829,institutocristao,em 2a serie,0.1662162162162162,14.0,148.0,0.1714285714285714
830,institutocristao,em 3a serie,0.3181818181818182,11.0,110.0,0.0454545454545454
831,institutoeurofarma,outro,0.6616915422885572,0.2,31.0,0.67
832,institutoideia,ef 3o ano,0.0,0.0,0.0,0.0
833,institutoideia,ef 7o ano,0.0,0.0,0.0,0.0
834,institutoideia,ef 9o ano,0.0,0.0,0.0,0.0
835,institutoideia,em 1a serie,0.0,0.0,0.0,0.0
836,institutoideia,em 2a serie,0.0,0.0,0.0,0.0
837,institutoideia,em 3a serie,0.0,0.0,0.0,0.0
838,institutomariaauxiliadora,ef 3o ano,0.0,0.0,0.0,0.0
839,institutomariaauxiliadora,ef 7o ano,0.0,0.0,0.0,0.0
840,institutomariaauxiliadora,ef 9o ano,0.0,0.0,0.0,0.0
841,institutomariaauxiliadora,em 1a serie,0.0,0.0,0.0,0.0
842,institutomariaauxiliadora,em 2a serie,0.0,0.0,0.0,0.0
843,institutomariaauxiliadora,em 3a serie,0.0,0.0,0.0,0.0
844,institutosaojose,em 1a serie,0.6502487562189054,1.5,201.0,0.1269841269841269
845,institutosaojose,em 2a serie,0.5188536953242836,1.0,221.0,0.0123456790123456
846,institutosaojose,em 3a serie,0.5001886080724255,1.5,241.0,0.2121212121212121
847,integra,ef 1o ano,0.975,4.0,15.0,0.53125
848,integra,ef 2o ano,0.9761904761904762,4.0,24.0,0.5952380952380952
849,integra,ef 3o ano,1.0,4.0,34.0,0.8088235294117647
850,integra,ef 4o ano,0.9444444444444444,4.0,42.0,0.8055555555555556
851,integra,ef 5o ano,0.962912087912088,4.0,52.0,0.6964285714285714
852,integra,ef 6o ano,0.9659863945578232,7.0,63.0,0.912621359223301
853,integra,ef 7o ano,1.0,7.0,71.0,0.8809523809523809
854,integra,ef 8o ano,1.0,7.0,85.0,0.8571428571428571
855,integradaeducativa,ef 6o ano,0.9772311631309436,3.071428571428572,30.214285714285715,0.7483311081441922
856,integradaeducativa,ef 7o ano,0.9953345152561353,2.6875,26.375,0.7514005602240896
857,integradaeducativa,ef 8o ano,0.9876637222053,3.1333333333333333,30.8,0.7702857142857142
858,integradaeducativa,ef 9o ano,0.9778539194384088,3.2,29.4,0.7285886610373945
859,integradaeducativa,em 1a serie,0.9726027397260274,2.1875,13.5,0.47
860,integradaeducativa,em 2a serie,0.9432788051209104,2.176470588235294,13.647058823529411,0.5376470588235294
861,integradaeducativa,em 3a serie,0.9926436061981532,2.125,13.3125,0.4354669464847849
862,invictus,ef 6o ano,0.8328373015873016,11.0,144.0,0.7547169811320755
863,invictus,ef 7o ano,0.7416595380667237,15.0,167.0,0.6634920634920635
864,invictus,ef 8o ano,0.6856827383143173,18.0,209.0,0.5598290598290598
865,invictus,ef 9o ano,0.7443794271635356,15.0,191.0,0.7176470588235294
866,invictus,em 1a serie,0.851031321619557,18.0,238.0,0.7828282828282829
867,invictus,em 2a serie,0.8396971691902567,18.0,217.0,0.6468253968253969
868,invictus,em 3a serie,0.6031746031746031,19.0,189.0,0.4771929824561403
869,invictus,outro,0.3333333333333333,3.0,30.0,0.6666666666666666
870,iracemarufino,infantil iii,0.05,1.0,1.0,0.2
871,isem,ef 3o ano,0.8781818181818182,1.25,22.0,0.4933333333333333
872,isem,ef 4o ano,0.8436213991769548,2.0,22.0,0.5753968253968254
873,isem,ef 5o ano,0.9188311688311688,1.25,21.0,0.5303030303030303
874,isem,ef 6o ano,0.6935400516795865,22.5,123.0,0.7146562905317769
875,isem,ef 7o ano,0.7140134671579215,16.333333333333332,86.0,0.6611950098489823
876,isem,ef 8o ano,0.7827041264266901,24.0,134.0,0.7732843137254902
877,isem,ef 9o ano,0.7554666666666666,25.0,125.0,0.7266666666666667
878,isemear,ef 3o ano,0.0,0.0,0.0,0.0
879,isemear,ef 7o ano,0.0,0.0,0.0,0.0
880,isemear,ef 9o ano,0.0,0.0,0.0,0.0
881,isemear,em 1a serie,0.0,0.0,0.0,0.0
882,isemear,em 2a serie,0.0,0.0,0.0,0.0
883,isemear,em 3a serie,0.0,0.0,0.0,0.0
884,isemear,outro,0.0,0.0,0.0,0.0
885,ismart,em 1a serie,0.0,0.0,0.0,0.0
886,itamarati,ef 8o ano,0.6933333333333334,2.0,16.5,0.65
887,jardimsaopaulo,em 1a serie,0.0,0.0,0.0,0.0
888,jazzvestibular,outro,0.1428571428571428,0.5,60.0,0.0
889,jeanpiaget,em 1a serie,0.0,0.0,0.0,0.0
890,joaobelem,ef 6o ano,0.4444444444444444,1.0,11.0,0.4444444444444444
891,joaobelem,ef 9o ano,0.2,1.0,9.0,0.15
892,lasalleaguasclaras,em 1a serie,0.5353827875547635,0.75,201.0,0.019753086419753
893,lasalleaguasclaras,em 2a serie,0.5151852135899992,1.0,221.0,0.0112994350282485
894,lasalleaguasclaras,em 3a serie,0.5020446208431054,0.75,241.0,0.036231884057971
895,lasallesp,ef 3o ano,0.0,0.0,0.0,0.0
896,lasallesp,ef 7o ano,0.0,0.0,0.0,0.0
897,lasallesp,ef 9o ano,0.0,0.0,0.0,0.0
898,lasallesp,em 1a serie,0.0,0.0,0.0,0.0
899,lasallesp,em 2a serie,0.0,0.0,0.0,0.0
900,lasallesp,em 3a serie,0.0,0.0,0.0,0.0
901,lerote,em 1a serie,0.0,0.0,0.0,0.0
902,liceujardim,ef 3o ano,0.0,0.0,0.0,0.0
903,liceujardim,ef 7o ano,0.0,0.0,0.0,0.0
904,liceujardim,ef 9o ano,0.0,0.0,0.0,0.0
905,liceujardim,em 1a serie,0.0,0.0,0.0,0.0
906,liceujardim,em 2a serie,0.0,0.0,0.0,0.0
907,liceujardim,em 3a serie,0.0,0.0,0.0,0.0
908,liderasas,em 1a serie,0.0,0.0,0.0,0.0
909,liessin,ef 1o ano,0.0,0.0,0.0,0.0
910,liessinbarra,ef 8o ano,0.4642857142857143,1.0,10.0,0.2857142857142857
911,litteratus,ef 6o ano,0.0,0.0,0.0,0.0
912,litteratus,em 3a serie,0.024390243902439,1.0,5.0,0.024390243902439
913,macvest,outro,0.498303647158609,3.0,195.0,0.5126050420168067
914,magister,ef 3o ano,0.6945690084703537,3.333333333333333,41.0,0.5113636363636364
915,magister,ef 4o ano,0.776275115919629,3.333333333333333,51.333333333333336,0.65
916,magister,ef 5o ano,0.7015250544662309,4.0,55.5,0.6770833333333334
917,magister,ef 6o ano,0.0,0.0,0.0,0.0
918,magister,outro,0.6666666666666666,2.0,42.5,0.3333333333333333
919,magno,ef 1o ano,0.0,0.0,0.0,0.0
920,magno,em 1a serie,0.0,0.0,0.0,0.0
921,magnum,em 1a serie,0.0,0.0,0.0,0.0
922,magnumagostiniano,ef 1o ano,0.0,0.0,0.0,0.0
923,magnumagostiniano,em 1a serie,0.0,0.0,0.0,0.0
924,maplebearslz,ef 2o ano,0.0,1.0,4.0,0.0
925,maplebearslz,ef 3o ano,0.2710997442455243,1.75,10.25,0.3047619047619048
926,maplebearslz,ef 4o ano,0.7208551835417507,4.181818181818182,33.09090909090909,0.1085714285714285
927,maplebearslz,ef 5o ano,0.871056584877316,3.5,32.333333333333336,0.3182751540041068
928,maplebearslz,ef 6o ano,0.934167215273206,9.25,91.25,0.5793939393939394
929,maplebearslz,ef 7o ano,0.9060509554140128,14.666666666666666,135.66666666666666,0.5584905660377358
930,maplebearslz,ef 8o ano,0.862735542560104,12.0,114.0,0.6414835164835165
931,maplebearslz,ef 9o ano,0.7960414059833921,8.75,108.0,0.4430379746835443
932,maplebearslz,em 1a serie,0.6066978193146417,14.0,205.5,0.3595744680851064
933,maplebearslz,em 2a serie,0.6742263671047054,14.0,218.5,0.2795031055900621
934,maplebearslz,outro,0.2666666666666666,11.0,40.0,0.0606060606060606
935,mariliamattoso,ef 5o ano,0.4552800734618916,17.5,198.0,0.5186602870813397
936,mariliamattoso,ef 6o ano,0.690404429803042,12.5,246.5,0.7565290648694187
937,mariliamattoso,ef 7o ano,0.6836260151315333,11.5,286.5,0.6936542669584245
938,mariliamattoso,ef 8o ano,0.6883188273018781,21.0,295.0,0.752895752895753
939,mariliamattoso,ef 9o ano,0.6601577909270216,10.5,292.5,0.6312217194570136
940,mariliamattoso,em 1a serie,0.5316577657875902,44.0,886.0,0.6147450110864745
941,mariliamattoso,em 2a serie,0.558821743091406,46.0,890.0,0.663337250293772
942,mariliamattoso,em 3a serie,0.732559064513563,32.0,967.0,0.6706730769230769
943,maristadomsilverio,ef 3o ano,0.0,0.0,0.0,0.0
944,maristadomsilverio,ef 7o ano,0.0,0.0,0.0,0.0
945,maristadomsilverio,ef 9o ano,0.0,0.0,0.0,0.0
946,maristadomsilverio,em 1a serie,0.0,0.0,0.0,0.0
947,maristadomsilverio,em 2a serie,0.0,0.0,0.0,0.0
948,maristadomsilverio,em 3a serie,0.0,0.0,0.0,0.0
949,master,ef 1o ano,0.6818181818181818,0.4285714285714285,38.57142857142857,0.0317124735729386
950,master,ef 2o ano,0.4088894681960375,1.625,177.29166666666666,0.0557353469974829
951,master,ef 3o ano,0.5030385582564962,1.6666666666666667,153.95833333333334,0.1523925632429137
952,master,ef 4o ano,0.6576136710405859,1.68,177.0,0.2482482482482482
953,master,ef 5o ano,0.5954940407535563,1.5714285714285714,195.5,0.239067755886593
954,master,ef 6o ano,0.8566122568663864,1.28,135.96,0.4492585727525486
955,master,ef 7o ano,0.8592576959025537,1.2083333333333333,127.54166666666669,0.4817455790074159
956,master,ef 8o ano,0.7533568489124045,1.375,139.75,0.4333417022344966
957,master,ef 9o ano,0.6196164062118077,1.625,202.0,0.3684850943013587
958,master,em 1a serie,0.4937094809634199,2.388888888888889,260.3888888888889,0.4290848769698645
959,master,em 2a serie,0.5380146397418653,2.411764705882353,234.7058823529412,0.3913502109704641
960,master,em 3a serie,0.1177608107170125,3.625,1823.375,0.0237710018668326
961,master,outro,0.165080223341181,2.611111111111111,313.3333333333333,0.187058183795541
962,meta,ef 6o ano,0.0,0.0,0.0,0.0
963,meta,em 1a serie,0.0,0.0,0.0,0.0
964,meta,em 3a serie,0.0,0.0,0.0,0.0
965,metodocerto,ef 3o ano,0.0,0.0,0.0,0.0
966,metodocerto,ef 7o ano,0.0,0.0,0.0,0.0
967,metodocerto,ef 9o ano,0.0,0.0,0.0,0.0
968,metodocerto,em 1a serie,0.0,0.0,0.0,0.0
969,metodocerto,em 2a serie,0.0,0.0,0.0,0.0
970,metodocerto,em 3a serie,0.0,0.0,0.0,0.0
971,minhalista,outro,0.6166666666666667,5.0,15.0,0.2333333333333333
972,moaciralves,ef 8o ano,0.1043478260869565,3.0,15.0,0.0289855072463768
973,moaciralves,ef 9o ano,0.0105263157894736,2.0,5.0,0.0263157894736842
974,mobile,em 1a serie,0.0,0.0,0.0,0.0
975,montessori,em 1a serie,0.1859903381642512,3.0,276.0,0.1296296296296296
976,montessori,em 2a serie,0.072463768115942,3.0,276.0,0.0555555555555555
977,montessori,em 3a serie,0.2,3.0,276.0,0.1466666666666666
978,motiva,em 1a serie,0.0,0.0,0.0,0.0
979,navegasas,ef 5o ano,0.3333333333333333,1.0,3.0,0.1666666666666666
980,nossasenhoradesion,em 1a serie,0.0,0.0,0.0,0.0
981,notredame,em 1a serie,0.0,0.0,0.0,0.0
982,novotempo,ef 9o ano,0.1540526033279656,1.0,276.0,0.1316872427983539
983,novotempo,em 1a serie,0.6378718535469108,3.0,276.0,0.6842105263157895
984,novotempo,em 2a serie,0.6100543478260869,3.0,276.0,0.3958333333333333
985,novotempo,em 3a serie,0.8892339544513458,3.0,276.0,0.8412698412698413
986,nsdasgracas,ef 6o ano,0.0,0.0,0.0,0.0
987,nsdasgracas,ef 7o ano,0.0,0.0,0.0,0.0
988,nsdasgracas,ef 8o ano,0.0,0.0,0.0,0.0
989,nsdasgracas,em 1a serie,0.0,0.0,0.0,0.0
990,nsdasgracas,em 2a serie,0.0,0.0,0.0,0.0
991,nsdasgracas,em 3a serie,0.0,0.0,0.0,0.0
992,nucleo,ef 1o ano,0.0,0.0,0.0,0.0
993,nucleo,em 1a serie,0.0,0.0,0.0,0.0
994,nucleocriativo,ef 1o ano,0.0701754385964912,14.0,114.0,0.0371428571428571
995,nucleocriativo,ef 2o ano,0.2501734104046242,17.0,173.0,0.1647058823529411
996,nucleocriativo,ef 3o ano,0.3192857142857143,15.0,140.0,0.2533333333333333
997,nucleocriativo,ef 4o ano,0.1244725738396624,22.0,237.0,0.1590909090909091
998,nucleocriativo,ef 5o ano,0.2485736021300874,22.0,239.0,0.1838842975206611
999,nucleocriativo,ef 6o ano,0.2424285714285714,24.0,250.0,0.2693452380952381
1000,nucleocriativo,ef 7o ano,0.2877435064935065,22.0,224.0,0.2727272727272727
1001,nucleocriativo,ef 8o ano,0.2173333333333333,22.0,210.0,0.1909090909090909
1002,nucleocriativo,ef 9o ano,0.2397306397306397,20.0,198.0,0.2633333333333333
1003,nucleocriativo,em 1a serie,0.2244572158365261,27.0,261.0,0.1512345679012345
1004,nucleocriativo,outro,1.0,1.0,25.0,0.3333333333333333
1005,objetivoamericana,ef 3o ano,0.0,0.0,0.0,0.0
1006,objetivoamericana,ef 7o ano,0.0,0.0,0.0,0.0
1007,objetivoamericana,ef 9o ano,0.0,0.0,0.0,0.0
1008,objetivoamericana,em 1a serie,0.0,0.0,0.0,0.0
1009,objetivoamericana,em 2a serie,0.0,0.0,0.0,0.0
1010,objetivoamericana,em 3a serie,0.0,0.0,0.0,0.0
1011,objetivohortolandia,ef 3o ano,0.0,0.0,0.0,0.0
1012,objetivohortolandia,ef 7o ano,0.0,0.0,0.0,0.0
1013,objetivohortolandia,ef 9o ano,0.0,0.0,0.0,0.0
1014,objetivohortolandia,em 1a serie,0.0,0.0,0.0,0.0
1015,objetivohortolandia,em 2a serie,0.0,0.0,0.0,0.0
1016,objetivohortolandia,em 3a serie,0.0,0.0,0.0,0.0
1017,objetivolorena,ef 4o ano,0.4266666666666667,10.0,100.0,0.2244444444444444
1018,objetivolorena,ef 5o ano,0.4489795918367347,9.0,90.0,0.2168367346938775
1019,objetivolorena,ef 6o ano,0.5578512396694215,5.666666666666667,50.66666666666666,0.3282548476454293
1020,objetivolorena,ef 7o ano,0.5753962264150944,4.5,37.875,0.4157014157014157
1021,objetivolorena,ef 8o ano,0.6335877862595419,5.0,62.4,0.3134556574923547
1022,objetivolorena,ef 9o ano,0.6569134207125715,3.555555555555556,47.77777777777778,0.3098591549295774
1023,objetivolorena,em 1a serie,0.8512575075075075,3.75,80.5,0.4148319814600232
1024,objetivolorena,em 2a serie,0.8285238623751388,9.0,136.0,0.2893081761006289
1025,objetivolorena,em 3a serie,0.296957284961966,17.5,509.0,0.1621621621621621
1026,objetivolorena,outro,0.3455882352941176,3.0,16.0,0.2254901960784313
1027,objetivoteresina,em 1a serie,0.0,0.0,0.0,0.0
1028,oficinadoestudante,ef 1o ano,0.2285714285714285,0.5,4.0,0.0
1029,oficinadoestudante,ef 2o ano,0.1095238095238095,1.0,14.0,0.025
1030,oficinadoestudante,ef 3o ano,0.4412568306010929,1.5,24.0,0.2365591397849462
1031,oficinadoestudante,ef 4o ano,0.2523148148148148,2.0,54.0,0.1291666666666666
1032,oficinadoestudante,ef 5o ano,0.29524089306698,2.6666666666666665,74.0,0.2282608695652173
1033,oficinadoestudante,ef 7o ano,0.0,0.0,0.0,0.0
1034,oficinadoestudante,ef 9o ano,0.0,0.0,0.0,0.0
1035,oficinadoestudante,em 1a serie,0.0,0.0,0.0,0.0
1036,oficinadoestudante,em 2a serie,0.0,0.0,0.0,0.0
1037,oficinadoestudante,em 3a serie,0.0,0.0,0.0,0.0
1038,oficinadoestudante,outro,0.0,3.333333333333333,83.33333333333333,0.0
1039,osequim,ef 6o ano,0.0,0.0,0.0,0.0
1040,oswald,ef 2o ano,0.0,0.0,0.0,0.0
1041,oswald,em 1a serie,0.0,0.0,0.0,0.0
1042,oswald,em 3a serie,0.0,0.0,0.0,0.0
1043,oswald,outro,0.0,0.0,0.0,0.0
1044,oswalddeandrade,ef 1o ano,0.0,0.0,0.0,0.0
1045,oswalddeandrade,em 1a serie,0.0,0.0,0.0,0.0
1046,overabelcabral,ef 1o ano,0.8952380952380953,2.0,23.33333333333333,0.6095238095238096
1047,overabelcabral,ef 2o ano,0.9142857142857144,2.0,20.0,0.6842105263157895
1048,overabelcabral,ef 3o ano,0.8677685950413223,3.5,37.5,0.6239669421487604
1049,overabelcabral,ef 4o ano,0.93125,5.25,55.0,0.734375
1050,overabelcabral,ef 5o ano,0.8291215403128761,5.0,56.25,0.8255813953488372
1051,overabelcabral,ef 6o ano,0.7345571213905698,9.0,101.25,0.490474080638015
1052,overabelcabral,ef 7o ano,0.6074666666666667,8.666666666666666,135.66666666666666,0.5077071290944123
1053,overabelcabral,ef 8o ano,0.5958655824434211,11.333333333333334,134.33333333333334,0.4781163434903047
1054,overabelcabral,ef 9o ano,0.760079139913394,12.5,230.25,0.3346595932802829
1055,overabelcabral,em 1a serie,0.4346836893362795,30.0,813.0,0.2704523580365736
1056,overabelcabral,em 2a serie,0.4393180570801317,32.0,820.0,0.164503133393017
1057,overabelcabral,em 3a serie,0.8653729533050334,7.0,485.0,0.5247252747252747
1058,overjoaopessoa,ef 9o ano,0.591025641025641,32.0,390.0,0.2678571428571428
1059,overjoaopessoa,em 1a serie,0.2219869079707354,51.0,742.0,0.2250233426704015
1060,overjoaopessoa,em 2a serie,0.2646058423369348,47.0,714.0,0.2340425531914893
1061,overjoaopessoa,em 3a serie,0.5386192754613808,5.0,462.0,0.4526315789473684
1062,overjoaopessoa,outro,0.2993492407809111,0.75,231.0,0.2207792207792207
