,namespace,grade,Porcentagem de visualização de relatórios de AA
566,colegioup,ef 6o ano,0.5462555066079295
567,colegioup,ef 7o ano,0.47
568,colegioup,ef 8o ano,0.5573770491803278
569,colegioup,ef 9o ano,0.46734130634774607
570,colegioup,em 1a serie,0.4008207934336525
571,colegioup,em 2a serie,0.42702918832467013
572,colegioup,em 3a serie,0.30812854442344045
573,coleguium,em 1a serie,0.0
574,colsantamaria,em 1a serie,0.0
575,conexaosaber,ef 1o ano,0.043327556325823226
576,conexaosaber,ef 2o ano,0.01956521739130435
577,conexaosaber,ef 3o ano,0.035493827160493825
578,conexaosaber,ef 4o ano,0.15
579,conexaosaber,ef 5o ano,0.0
580,conexaosaber,ef 6o ano,0.33114754098360655
581,conexaosaber,ef 7o ano,0.226890756302521
582,conexaosaber,ef 8o ano,0.30196078431372547
583,conexaosaber,ef 9o ano,0.17063492063492064
584,conib,em 1a serie,0.0
585,contemporaneo,em 3a serie,0.0
586,contemporaneocidadeverde,ef 3o ano,0.0
587,contemporaneocidadeverde,ef 5o ano,0.0
588,contemporaneocidadeverde,ef 6o ano,0.5416666666666666
589,contemporaneocidadeverde,ef 7o ano,0.4711864406779661
590,contemporaneocidadeverde,ef 8o ano,0.5547866205305652
591,contemporaneocidadeverde,ef 9o ano,0.5241796200345423
592,contemporaneocidadeverde,em 1a serie,0.5817610062893082
593,contemporaneocidadeverde,em 2a serie,0.49292452830188677
594,contemporaneocidadeverde,em 3a serie,0.5394021739130435
595,contemporaneolagoanova,ef 6o ano,0.7646103896103896
596,contemporaneolagoanova,ef 7o ano,0.805
597,contemporaneolagoanova,ef 8o ano,0.8596491228070176
598,contemporaneolagoanova,ef 9o ano,0.6840490797546013
599,contemporaneolagoanova,em 1a serie,0.6055727554179566
600,contemporaneolagoanova,em 2a serie,0.44632400780741704
601,contemporaneolagoanova,em 3a serie,0.6013745704467354
602,cparaiso,em 1a serie,0.0
603,crb,ef 6o ano,0.330188679245283
604,crb,ef 7o ano,0.3441722972972973
605,crb,ef 8o ano,0.3375766148043376
606,crb,ef 9o ano,0.3073887305415479
607,crb,em 1a serie,0.2821692686935086
608,crb,em 2a serie,0.29522365428354813
609,crb,em 3a serie,0.12567164179104479
610,crb,outro,0.673992673992674
611,crescercampinas,ef 6o ano,0.5111512959614225
612,crescercampinas,ef 7o ano,0.5724465558194775
613,crescercampinas,ef 8o ano,0.7654986522911051
614,crescercampinas,ef 9o ano,0.5939771547248183
615,crescercampinas,em 1a serie,0.4731782945736434
616,crescercampinas,em 2a serie,0.1958288190682557
617,crescercampinas,em 3a serie,0.26292517006802724
618,cruzeiro,em 1a serie,0.0
619,culturainglesa,ef 6o ano,0.0
620,cursoenfase,em 3a serie,0.0
621,cursoenfase,outro,0.2402135231316726
622,cursoisfera,outro,0.36764705882352944
623,cursoleopoldo,em 3a serie,0.24838709677419354
624,cursoleopoldo,outro,0.25728155339805825
625,cursoprogressao,ef 6o ano,0.0
626,cursosazambuja,outro,0.5983086680761099
627,dante,em 1a serie,0.0
628,dante,em 3a serie,0.0
629,dantealighieri,em 1a serie,0.0
630,darwin,em 1a serie,0.0
631,darwin,em 2a serie,0.0
632,darwin,outro,0.0
633,delta,ef 6o ano,0.0
634,deltaeducacional,em 1a serie,0.4218533886583679
635,deltaeducacional,em 2a serie,0.359375
636,deltaeducacional,em 3a serie,0.06
637,demo,em 1a serie,0.0
638,dionysia,ef 3o ano,0.0
639,dionysia,ef 7o ano,0.0
640,dionysia,ef 9o ano,0.0
641,dionysia,em 1a serie,0.0
642,dionysia,em 2a serie,0.0
643,dionysia,em 3a serie,0.0
644,dokimos,ef 3o ano,0.0
645,dokimos,ef 7o ano,0.0
646,dokimos,ef 9o ano,0.0
647,dokimos,em 1a serie,0.0
648,dokimos,em 2a serie,0.0
649,dokimos,em 3a serie,0.0
650,dombosco,ef 3o ano,0.0
651,dombosco,ef 7o ano,0.0
652,dombosco,ef 9o ano,0.0
653,dombosco,em 1a serie,0.0
654,dombosco,em 2a serie,0.0
655,dombosco,em 3a serie,0.0
656,dominius,ef 2o ano,0.0
657,dominius,ef 3o ano,0.0
658,dominius,ef 4o ano,0.0
659,dominius,ef 5o ano,0.0
660,dominius,ef 6o ano,0.0
661,dominius,ef 7o ano,0.0
662,dominius,ef 8o ano,0.0
663,dominius,ef 9o ano,0.0
664,dominius,em 1a serie,0.0
665,dominius,em 2a serie,0.0
666,dominius,em 3a serie,0.0
667,dommga,em 3a serie,0.5460526315789473
668,domus,em 1a serie,0.09523809523809523
669,domus,em 2a serie,0.5777777777777777
670,domus,em 3a serie,0.6
671,eacorcovado,ef 5o ano,0.3763440860215054
672,eacorcovado,ef 6o ano,0.0
673,eacorcovado,ef 8o ano,0.3333333333333333
674,eacorcovado,ef 9o ano,0.4657534246575342
675,eacorcovado,em 1a serie,0.4755244755244755
676,eacorcovado,em 2a serie,0.47280334728033474
677,eacorcovado,em 3a serie,0.4897959183673469
678,eccos,ef 3o ano,0.6111111111111112
679,eccos,ef 4o ano,0.8333333333333334
680,eccos,ef 5o ano,0.8608695652173913
681,eccos,ef 6o ano,0.8888888888888888
682,eccos,ef 7o ano,0.7804878048780488
683,eccos,ef 8o ano,0.6779661016949152
684,eccos,ef 9o ano,0.7738853503184714
685,eccos,em 1a serie,0.0
686,eccos,em 2a serie,0.0
687,eccos,em 3a serie,0.0
688,educamais,ef 6o ano,0.0
689,educamais,ef 8o ano,0.0
690,educandarioterciocorreia,ef 3o ano,0.24242424242424243
691,educandarioterciocorreia,ef 4o ano,0.2692307692307692
692,educandarioterciocorreia,ef 5o ano,0.0
693,educandarioterciocorreia,ef 6o ano,0.46296296296296297
694,educandarioterciocorreia,ef 7o ano,0.4722222222222222
695,educandarioterciocorreia,ef 8o ano,0.4708333333333333
696,educandarioterciocorreia,ef 9o ano,0.51
697,educarse,outro,0.06666666666666667
698,eduqo,ef 3o ano,0.0
699,eduqo,ef 5o ano,0.0
700,eduqo,ef 7o ano,0.0
701,eduqo,ef 9o ano,0.0
702,eduqo,em 1a serie,0.0
703,eduqo,em 2a serie,0.0
704,eduqo,em 3a serie,0.0
705,einsteinassis,ef 6o ano,0.28451882845188287
706,einsteinassis,ef 7o ano,0.42780748663101603
707,einsteinassis,ef 8o ano,0.4666666666666667
708,einsteinassis,ef 9o ano,0.4
709,einsteinassis,em 1a serie,0.5636363636363636
710,einsteinassis,em 2a serie,0.5333333333333333
711,einsteinassis,em 3a serie,0.39090909090909093
712,elitecuritiba,ef 7o ano,0.0
713,elitecuritiba,em 2a serie,0.0
714,elitecuritiba,em 3a serie,0.0
715,elitecuritiba,outro,0.1569767441860465
716,elitecuritibaemilianoperneta,em 1a serie,0.4362519201228879
717,elitecuritibaemilianoperneta,em 2a serie,0.6140552995391705
718,elitecuritibaemilianoperneta,em 3a serie,0.43614718614718617
719,elitecuritibaemilianoperneta,outro,0.3283582089552239
720,eluneonline,em 1a serie,0.0
721,elvirabrandao,em 1a serie,0.0
722,ensinando,ef 3o ano,0.0
723,ensinando,ef 7o ano,0.0
724,ensinando,ef 9o ano,0.0
725,ensinando,em 1a serie,0.0
726,ensinando,em 2a serie,0.0
727,ensinando,em 3a serie,0.0
728,equipe,em 1a serie,0.0
729,equipea,ef 3o ano,0.0
730,equipea,ef 7o ano,0.0
731,equipea,ef 9o ano,0.0
732,equipea,em 1a serie,0.0
733,equipea,em 2a serie,0.0
734,equipea,em 3a serie,0.0
735,escola,ef 4o ano,0.0
736,escolaalpha,ef 3o ano,0.0
737,escolaalpha,ef 7o ano,0.0
738,escolaalpha,ef 9o ano,0.0
739,escolaalpha,em 1a serie,0.0
740,escolaalpha,em 2a serie,0.0
741,escolaalpha,em 3a serie,0.0
742,escolacastanheiras,ef 5o ano,0.0
743,escolacastanheiras,ef 6o ano,0.0
744,escolacastanheiras,ef 7o ano,0.0
745,escolacastanheiras,ef 8o ano,0.0
746,escolacastanheiras,em 1a serie,0.0
747,escolacastanheiras,em 2a serie,0.0
748,escolacastanheiras,em 3a serie,0.0
749,escolaceciliameireles,ef 2o ano,0.09
750,escolaceciliameireles,ef 3o ano,0.4444444444444444
751,escolaceciliameireles,ef 4o ano,0.1987179487179487
752,escolaceciliameireles,ef 5o ano,0.1568627450980392
753,escolaceciliameireles,ef 6o ano,0.18552036199095023
754,escoladofuturo,em 1a serie,0.0
755,escoladomingossavio,ef 3o ano,0.0
756,escoladomingossavio,ef 7o ano,0.0
757,escoladomingossavio,ef 9o ano,0.0
758,escoladomingossavio,em 1a serie,0.0
759,escoladomingossavio,em 2a serie,0.0
760,escoladomingossavio,em 3a serie,0.0
761,escolaidaam,em 1a serie,0.0
762,escolainternacional,em 1a serie,0.0
763,escolajardimdasnacoes,em 1a serie,0.0
764,escolamaster,ef 8o ano,0.14705882352941177
765,escolamaster,ef 9o ano,0.03571428571428571
766,escolamaster,em 1a serie,0.38461538461538464
767,escolamaster,em 2a serie,0.34552845528455284
768,escolamaster,em 3a serie,0.09333333333333334
769,escolapresbiterianadecanal,ef 3o ano,0.0
770,escolapresbiterianadecanal,ef 7o ano,0.0
771,escolapresbiterianadecanal,ef 9o ano,0.0
772,escolapresbiterianadecanal,em 1a serie,0.0
773,escolapresbiterianadecanal,em 2a serie,0.0
774,escolapresbiterianadecanal,em 3a serie,0.0
775,escreva,ef 3o ano,0.0
776,escreva,ef 7o ano,0.0
777,escreva,ef 9o ano,0.0
778,escreva,em 1a serie,0.0
779,escreva,em 2a serie,0.0
780,escreva,em 3a serie,0.0
781,esmg,em 1a serie,0.0
782,estantemagica,ef 6o ano,0.0
783,estantemagica,outro,0.0
784,estreladamanha,ef 6o ano,0.0
785,faculdadeflamingo,outro,0.07575757575757576
786,forumcultural,em 1a serie,0.0
787,franciscanopioxii,ef 1o ano,0.0
788,franciscanopioxii,em 1a serie,0.0
789,francobrasileiro,ef 1o ano,0.0
790,francobrasileiro,em 3a serie,0.04142011834319527
791,fundacaobradesco,em 1a serie,0.0
792,galois,em 1a serie,0.0
793,gaylussac,em 1a serie,0.0
794,gerabixo,outro,0.05240174672489083
795,grandepasso,ef 1o ano,0.0
796,grandepasso,em 1a serie,0.0
797,idaam,em 3a serie,0.4755747126436782
798,idb,em 1a serie,0.0
799,igmk,ef 3o ano,0.0
800,igmk,ef 7o ano,0.0
801,igmk,ef 9o ano,0.0
802,igmk,em 1a serie,0.0
803,igmk,em 2a serie,0.0
804,igmk,em 3a serie,0.0
805,imaculada,em 1a serie,0.0
806,implantacao,ef 1o ano,0.0
807,implantacao,ef 2o ano,0.0
808,implantacao,ef 3o ano,0.0
809,implantacao,ef 4o ano,0.0
810,implantacao,ef 5o ano,0.0
811,implantacao,ef 6o ano,0.0
812,implantacao,em 1a serie,0.0
813,implantacao,em 2a serie,0.0
814,implantacao,em 3a serie,0.0
815,implantacao,outro,0.0
816,insa,em 1a serie,0.1625
817,insa,em 2a serie,0.3787878787878788
818,insa,em 3a serie,0.09090909090909091
819,institutoauxiliadoradf,em 1a serie,0.18518518518518517
820,institutoauxiliadoradf,em 2a serie,0.2719298245614035
821,institutoauxiliadoradf,em 3a serie,0.1568627450980392
822,institutocristao,ef 6o ano,0.12421052631578948
823,institutocristao,ef 7o ano,0.11764705882352941
824,institutocristao,ef 9o ano,0.16483516483516483
825,institutocristao,em 2a serie,0.17142857142857143
826,institutocristao,em 3a serie,0.045454545454545456
827,institutoeurofarma,outro,0.67
828,institutoideia,ef 3o ano,0.0
829,institutoideia,ef 7o ano,0.0
830,institutoideia,ef 9o ano,0.0
831,institutoideia,em 1a serie,0.0
832,institutoideia,em 2a serie,0.0
833,institutoideia,em 3a serie,0.0
834,institutomariaauxiliadora,ef 3o ano,0.0
835,institutomariaauxiliadora,ef 7o ano,0.0
836,institutomariaauxiliadora,ef 9o ano,0.0
837,institutomariaauxiliadora,em 1a serie,0.0
838,institutomariaauxiliadora,em 2a serie,0.0
839,institutomariaauxiliadora,em 3a serie,0.0
840,institutosaojose,em 1a serie,0.12698412698412698
841,institutosaojose,em 2a serie,0.012345679012345678
842,institutosaojose,em 3a serie,0.21212121212121213
843,integra,ef 1o ano,0.53125
844,integra,ef 2o ano,0.5952380952380952
845,integra,ef 3o ano,0.8088235294117647
846,integra,ef 4o ano,0.8055555555555556
847,integra,ef 5o ano,0.6964285714285714
848,integra,ef 6o ano,0.912621359223301
849,integra,ef 7o ano,0.8809523809523809
850,integra,ef 8o ano,0.8571428571428571
851,integradaeducativa,ef 6o ano,0.7483311081441922
852,integradaeducativa,ef 7o ano,0.7514005602240896
853,integradaeducativa,ef 8o ano,0.7702857142857142
854,integradaeducativa,ef 9o ano,0.7285886610373945
855,integradaeducativa,em 1a serie,0.47
856,integradaeducativa,em 2a serie,0.5376470588235294
857,integradaeducativa,em 3a serie,0.4354669464847849
858,invictus,ef 6o ano,0.7547169811320755
859,invictus,ef 7o ano,0.6634920634920635
860,invictus,ef 8o ano,0.5598290598290598
861,invictus,ef 9o ano,0.7176470588235294
862,invictus,em 1a serie,0.7828282828282829
863,invictus,em 2a serie,0.6468253968253969
864,invictus,em 3a serie,0.47719298245614034
865,invictus,outro,0.6666666666666666
866,iracemarufino,infantil iii,0.2
867,isem,ef 3o ano,0.49333333333333335
868,isem,ef 4o ano,0.5753968253968254
869,isem,ef 5o ano,0.5303030303030303
870,isem,ef 6o ano,0.7146562905317769
871,isem,ef 7o ano,0.6611950098489823
872,isem,ef 8o ano,0.7732843137254902
873,isem,ef 9o ano,0.7266666666666667
874,isemear,ef 3o ano,0.0
875,isemear,ef 7o ano,0.0
876,isemear,ef 9o ano,0.0
877,isemear,em 1a serie,0.0
878,isemear,em 2a serie,0.0
879,isemear,em 3a serie,0.0
880,isemear,outro,0.0
881,ismart,em 1a serie,0.0
882,itamarati,ef 8o ano,0.65
883,jardimsaopaulo,em 1a serie,0.0
884,jazzvestibular,outro,0.0
885,jeanpiaget,em 1a serie,0.0
886,joaobelem,ef 6o ano,0.4444444444444444
887,joaobelem,ef 9o ano,0.15
888,lasalleaguasclaras,em 1a serie,0.019753086419753086
889,lasalleaguasclaras,em 2a serie,0.011299435028248588
890,lasalleaguasclaras,em 3a serie,0.036231884057971016
891,lasallesp,ef 3o ano,0.0
892,lasallesp,ef 7o ano,0.0
893,lasallesp,ef 9o ano,0.0
894,lasallesp,em 1a serie,0.0
895,lasallesp,em 2a serie,0.0
896,lasallesp,em 3a serie,0.0
897,lerote,em 1a serie,0.0
898,liceujardim,ef 3o ano,0.0
899,liceujardim,ef 7o ano,0.0
900,liceujardim,ef 9o ano,0.0
901,liceujardim,em 1a serie,0.0
902,liceujardim,em 2a serie,0.0
903,liceujardim,em 3a serie,0.0
904,liderasas,em 1a serie,0.0
905,liessin,ef 1o ano,0.0
906,liessinbarra,ef 8o ano,0.2857142857142857
907,litteratus,ef 6o ano,0.0
908,litteratus,em 3a serie,0.024390243902439025
909,macvest,outro,0.5126050420168067
910,magister,ef 3o ano,0.5113636363636364
911,magister,ef 4o ano,0.65
912,magister,ef 5o ano,0.6770833333333334
913,magister,ef 6o ano,0.0
914,magister,outro,0.3333333333333333
915,magno,ef 1o ano,0.0
916,magno,em 1a serie,0.0
917,magnum,em 1a serie,0.0
918,magnumagostiniano,ef 1o ano,0.0
919,magnumagostiniano,em 1a serie,0.0
920,maplebearslz,ef 2o ano,0.0
921,maplebearslz,ef 3o ano,0.3047619047619048
922,maplebearslz,ef 4o ano,0.10857142857142857
923,maplebearslz,ef 5o ano,0.3182751540041068
924,maplebearslz,ef 6o ano,0.5793939393939394
925,maplebearslz,ef 7o ano,0.5584905660377358
926,maplebearslz,ef 8o ano,0.6414835164835165
927,maplebearslz,ef 9o ano,0.4430379746835443
928,maplebearslz,em 1a serie,0.3595744680851064
929,maplebearslz,em 2a serie,0.2795031055900621
930,maplebearslz,outro,0.06060606060606061
931,mariliamattoso,ef 5o ano,0.5186602870813397
932,mariliamattoso,ef 6o ano,0.7565290648694187
933,mariliamattoso,ef 7o ano,0.6936542669584245
934,mariliamattoso,ef 8o ano,0.752895752895753
935,mariliamattoso,ef 9o ano,0.6312217194570136
936,mariliamattoso,em 1a serie,0.6147450110864745
937,mariliamattoso,em 2a serie,0.663337250293772
938,mariliamattoso,em 3a serie,0.6706730769230769
939,maristadomsilverio,ef 3o ano,0.0
940,maristadomsilverio,ef 7o ano,0.0
941,maristadomsilverio,ef 9o ano,0.0
942,maristadomsilverio,em 1a serie,0.0
943,maristadomsilverio,em 2a serie,0.0
944,maristadomsilverio,em 3a serie,0.0
945,master,ef 1o ano,0.03171247357293869
946,master,ef 2o ano,0.05573534699748292
947,master,ef 3o ano,0.15239256324291375
948,master,ef 4o ano,0.24824824824824826
949,master,ef 5o ano,0.239067755886593
950,master,ef 6o ano,0.44925857275254866
951,master,ef 7o ano,0.4817455790074159
952,master,ef 8o ano,0.4333417022344966
953,master,ef 9o ano,0.36848509430135873
954,master,em 1a serie,0.4290848769698645
955,master,em 2a serie,0.39135021097046413
956,master,em 3a serie,0.023771001866832606
957,master,outro,0.18705818379554107
958,meta,ef 6o ano,0.0
959,meta,em 1a serie,0.0
960,meta,em 3a serie,0.0
961,metodocerto,ef 3o ano,0.0
962,metodocerto,ef 7o ano,0.0
963,metodocerto,ef 9o ano,0.0
964,metodocerto,em 1a serie,0.0
965,metodocerto,em 2a serie,0.0
966,metodocerto,em 3a serie,0.0
967,minhalista,outro,0.23333333333333334
968,moaciralves,ef 8o ano,0.028985507246376812
969,moaciralves,ef 9o ano,0.02631578947368421
970,mobile,em 1a serie,0.0
971,montessori,em 1a serie,0.12962962962962962
972,montessori,em 2a serie,0.05555555555555555
973,montessori,em 3a serie,0.14666666666666667
974,motiva,em 1a serie,0.0
975,navegasas,ef 5o ano,0.16666666666666666
976,nossasenhoradesion,em 1a serie,0.0
977,notredame,em 1a serie,0.0
978,novotempo,ef 9o ano,0.13168724279835392
979,novotempo,em 1a serie,0.6842105263157895
980,novotempo,em 2a serie,0.3958333333333333
981,novotempo,em 3a serie,0.8412698412698413
982,nsdasgracas,ef 6o ano,0.0
983,nsdasgracas,ef 7o ano,0.0
984,nsdasgracas,ef 8o ano,0.0
985,nsdasgracas,em 1a serie,0.0
986,nsdasgracas,em 2a serie,0.0
987,nsdasgracas,em 3a serie,0.0
988,nucleo,ef 1o ano,0.0
989,nucleo,em 1a serie,0.0
990,nucleocriativo,ef 1o ano,0.037142857142857144
991,nucleocriativo,ef 2o ano,0.16470588235294117
992,nucleocriativo,ef 3o ano,0.25333333333333335
993,nucleocriativo,ef 4o ano,0.1590909090909091
994,nucleocriativo,ef 5o ano,0.18388429752066116
995,nucleocriativo,ef 6o ano,0.2693452380952381
996,nucleocriativo,ef 7o ano,0.2727272727272727
997,nucleocriativo,ef 8o ano,0.19090909090909092
998,nucleocriativo,ef 9o ano,0.2633333333333333
999,nucleocriativo,em 1a serie,0.15123456790123457
1000,nucleocriativo,outro,0.3333333333333333
1001,objetivoamericana,ef 3o ano,0.0
1002,objetivoamericana,ef 7o ano,0.0
1003,objetivoamericana,ef 9o ano,0.0
1004,objetivoamericana,em 1a serie,0.0
1005,objetivoamericana,em 2a serie,0.0
1006,objetivoamericana,em 3a serie,0.0
1007,objetivohortolandia,ef 3o ano,0.0
1008,objetivohortolandia,ef 7o ano,0.0
1009,objetivohortolandia,ef 9o ano,0.0
1010,objetivohortolandia,em 1a serie,0.0
1011,objetivohortolandia,em 2a serie,0.0
1012,objetivohortolandia,em 3a serie,0.0
1013,objetivolorena,ef 4o ano,0.22444444444444445
1014,objetivolorena,ef 5o ano,0.21683673469387754
1015,objetivolorena,ef 6o ano,0.32825484764542934
1016,objetivolorena,ef 7o ano,0.4157014157014157
1017,objetivolorena,ef 8o ano,0.31345565749235477
1018,objetivolorena,ef 9o ano,0.30985915492957744
1019,objetivolorena,em 1a serie,0.4148319814600232
1020,objetivolorena,em 2a serie,0.2893081761006289
1021,objetivolorena,em 3a serie,0.16216216216216217
1022,objetivolorena,outro,0.22549019607843138
1023,objetivoteresina,em 1a serie,0.0
1024,oficinadoestudante,ef 1o ano,0.0
1025,oficinadoestudante,ef 2o ano,0.025
1026,oficinadoestudante,ef 3o ano,0.23655913978494625
1027,oficinadoestudante,ef 4o ano,0.12916666666666668
1028,oficinadoestudante,ef 5o ano,0.22826086956521738
1029,oficinadoestudante,ef 7o ano,0.0
1030,oficinadoestudante,ef 9o ano,0.0
1031,oficinadoestudante,em 1a serie,0.0
1032,oficinadoestudante,em 2a serie,0.0
1033,oficinadoestudante,em 3a serie,0.0
1034,oficinadoestudante,outro,0.0
1035,osequim,ef 6o ano,0.0
1036,oswald,ef 2o ano,0.0
1037,oswald,em 1a serie,0.0
1038,oswald,em 3a serie,0.0
1039,oswald,outro,0.0
1040,oswalddeandrade,ef 1o ano,0.0
1041,oswalddeandrade,em 1a serie,0.0
1042,overabelcabral,ef 1o ano,0.6095238095238096
1043,overabelcabral,ef 2o ano,0.6842105263157895
1044,overabelcabral,ef 3o ano,0.6239669421487604
1045,overabelcabral,ef 4o ano,0.734375
1046,overabelcabral,ef 5o ano,0.8255813953488372
1047,overabelcabral,ef 6o ano,0.49047408063801506
1048,overabelcabral,ef 7o ano,0.5077071290944123
1049,overabelcabral,ef 8o ano,0.4781163434903047
1050,overabelcabral,ef 9o ano,0.33465959328028294
1051,overabelcabral,em 1a serie,0.27045235803657364
1052,overabelcabral,em 2a serie,0.164503133393017
1053,overabelcabral,em 3a serie,0.5247252747252747
1054,overjoaopessoa,ef 9o ano,0.26785714285714285
1055,overjoaopessoa,em 1a serie,0.2250233426704015
1056,overjoaopessoa,em 2a serie,0.23404255319148937
1057,overjoaopessoa,em 3a serie,0.45263157894736844
1058,overjoaopessoa,outro,0.22077922077922077
1059,overlimaesilva,ef 1o ano,0.6868686868686869
1060,overlimaesilva,ef 2o ano,0.8125
1061,overlimaesilva,ef 3o ano,0.7101449275362319
1062,overlimaesilva,ef 4o ano,0.8406169665809768
1063,overlimaesilva,ef 5o ano,0.8143712574850299
1064,overmarciliofurtado,ef 6o ano,0.5145413870246085
1065,overmarciliofurtado,ef 7o ano,0.44931506849315067
1066,overmarciliofurtado,ef 8o ano,0.3973421926910299
1067,overmarciliofurtado,ef 9o ano,0.3280780780780781
1068,overmarciliofurtado,em 1a serie,0.22759080306564478
1069,overmarciliofurtado,em 2a serie,0.27748167888074615
1070,overmarciliofurtado,em 3a serie,0.5444743935309974
1071,overmossoro,ef 1o ano,0.20833333333333334
1072,overmossoro,ef 2o ano,0.17857142857142858
1073,overmossoro,ef 4o ano,0.1111111111111111
1074,overmossoro,ef 5o ano,0.975
1075,overmossoro,ef 6o ano,0.5433333333333333
1076,overmossoro,ef 7o ano,0.44285714285714284
1077,overmossoro,ef 8o ano,0.4166666666666667
1078,overmossoro,ef 9o ano,0.4160839160839161
1079,overmossoro,em 1a serie,0.3005952380952381
1080,overmossoro,em 3a serie,0.4666666666666667
1081,overmossoro,outro,0.22164948453608246
1082,overnascimentodecastro,ef 3o ano,0.0
1083,overnascimentodecastro,outro,0.1980952380952381
1084,overpontanegra,ef 1o ano,0.7301587301587301
1085,overpontanegra,ef 2o ano,0.2265625
1086,overpontanegra,ef 3o ano,0.7070063694267515
1087,overpontanegra,ef 4o ano,0.1419753086419753
1088,overpontanegra,ef 5o ano,0.8672566371681416
1089,overpontanegra,ef 6o ano,0.4219204655674103
1090,overpontanegra,ef 7o ano,0.3894230769230769
1091,overpontanegra,ef 8o ano,0.3541666666666667
1092,overpontanegra,ef 9o ano,0.2728744939271255
1093,overpontanegra,em 1a serie,0.22291021671826625
1094,overpontanegra,em 2a serie,0.33313432835820894
1095,overpontanegra,em 3a serie,0.5364238410596026
1096,overzonanorte,ef 1o ano,0.3
1097,overzonanorte,ef 2o ano,0.20952380952380953
1098,overzonanorte,ef 3o ano,0.27380952380952384
1099,overzonanorte,ef 4o ano,0.31983805668016196
1100,overzonanorte,ef 5o ano,0.36507936507936506
1101,overzonanorte,ef 6o ano,0.326171875
1102,overzonanorte,ef 7o ano,0.21542738012508686
1103,overzonanorte,ef 8o ano,0.23467600700525393
1104,overzonanorte,ef 9o ano,0.4717391304347826
1105,overzonanorte,em 1a serie,0.23087159015302727
1106,overzonanorte,em 2a serie,0.20416333066453163
1107,overzonanorte,em 3a serie,0.3076923076923077
1108,overzonanorte,outro,0.1111111111111111
1109,ovquim,ef 6o ano,0.0
1110,padreeustaquio,ef 3o ano,0.0
1111,padreeustaquio,ef 6o ano,0.0
1112,padreeustaquio,ef 7o ano,0.0
1113,padreeustaquio,ef 9o ano,0.0
1114,padreeustaquio,em 1a serie,0.0
1115,padreeustaquio,em 2a serie,0.0
1116,padreeustaquio,em 3a serie,0.0
1117,palmares,em 1a serie,0.0
1118,pauloviana,ef 9o ano,0.0
1119,pcf,ef 3o ano,0.0
1120,pcf,ef 7o ano,0.0
1121,pcf,ef 9o ano,0.0
1122,pcf,em 1a serie,0.0
1123,pcf,em 2a serie,0.0
1124,pcf,em 3a serie,0.0
1125,pearson,em 3a serie,0.0
1126,pensecursos,ef 3o ano,0.0
1127,pensecursos,ef 7o ano,0.0
1128,pensecursos,ef 9o ano,0.0
1129,pensecursos,em 1a serie,0.0
1130,pensecursos,em 2a serie,0.0
1131,pensecursos,em 3a serie,0.0
1132,physicsalcindocacela,ef 9o ano,0.46190476190476193
1133,physicsalcindocacela,em 1a serie,0.35135135135135137
1134,physicsalcindocacela,em 2a serie,0.49074074074074076
1135,physicsalcindocacela,em 3a serie,0.37962962962962965
1136,physicsalcindocacela,outro,0.3506849315068493
1137,physicsalmirantebarroso,ef 2o ano,0.375
1138,physicsalmirantebarroso,ef 3o ano,0.2077922077922078
1139,physicsalmirantebarroso,ef 4o ano,0.2222222222222222
1140,physicsalmirantebarroso,ef 5o ano,0.2826086956521739
1141,physicsalmirantebarroso,ef 6o ano,0.2939297124600639
1142,physicsalmirantebarroso,ef 7o ano,0.2391304347826087
1143,physicsalmirantebarroso,ef 8o ano,0.2345679012345679
1144,physicsalmirantebarroso,ef 9o ano,0.175
1145,physicsalmirantebarroso,em 1a serie,0.16933546837469976
1146,physicsalmirantebarroso,em 2a serie,0.13576388888888888
1147,physicsalmirantebarroso,em 3a serie,0.13566243194192376
1148,physicsaugustomontenegro,ef 2o ano,0.30158730158730157
1149,physicsaugustomontenegro,ef 3o ano,0.2111801242236025
1150,physicsaugustomontenegro,ef 4o ano,0.2571428571428571
1151,physicsaugustomontenegro,ef 5o ano,0.35467980295566504
1152,physicsaugustomontenegro,ef 6o ano,0.27419354838709675
1153,physicsaugustomontenegro,ef 7o ano,0.3064516129032258
1154,physicsaugustomontenegro,ef 8o ano,0.31203007518796994
1155,physicsaugustomontenegro,ef 9o ano,0.30952380952380953
1156,physicsaugustomontenegro,em 1a serie,0.16300940438871472
1157,physicsaugustomontenegro,em 2a serie,0.11333333333333333
1158,physicsaugustomontenegro,em 3a serie,0.09620048504446241
1159,physicsaugustomontenegro,outro,0.3056768558951965
1160,physicsbatistacampos,ef 2o ano,0.3482142857142857
1161,physicsbatistacampos,ef 3o ano,0.4057142857142857
1162,physicsbatistacampos,ef 4o ano,0.2561576354679803
1163,physicsbatistacampos,ef 5o ano,0.2610294117647059
1164,physicsbatistacampos,ef 6o ano,0.5587301587301587
1165,physicsbatistacampos,ef 7o ano,0.5657894736842105
1166,physicsbatistacampos,ef 8o ano,0.5682656826568265
1167,physicsbatistacampos,ef 9o ano,0.4748427672955975
1168,physicsbatistacampos,em 1a serie,0.0
1169,physicsbatistacampos,em 2a serie,0.0
1170,physicscidadenova,ef 2o ano,0.295
1171,physicscidadenova,ef 3o ano,0.23376623376623376
1172,physicscidadenova,ef 4o ano,0.12781954887218044
