,namespace,grade,Porcentagem de engajamento em AAs
297,colegioecursodesafio,ef 6o ano,0.5704918032786885
601,escolamaster,em 2a serie,0.5695790177079852
554,eacorcovado,em 2a serie,0.5674531155474895
218,colegioarena,em 2a serie,0.5672514619883041
1102,universitariolondrina,em 1a serie,0.5670721268075547
822,overzonanorte,ef 5o ano,0.5664349169563538
189,ciadosaber,ef 6o ano,0.5655923740354063
984,progressaoig,outro,0.5645161290322581
421,colegioplanck,ef 7o ano,0.5644970414201184
33,acessofazendariogrande,ef 3o ano,0.5629804849201656
545,dommga,em 3a serie,0.5628277335404933
69,acessosjpinhais,ef 3o ano,0.5627653123104912
795,overmossoro,ef 6o ano,0.5605442176870749
697,mariliamattoso,em 2a serie,0.558821743091406
59,acessosantafelicidade,ef 6o ano,0.5584033613445378
494,conexaosaber,ef 8o ano,0.5583778966131907
741,objetivolorena,ef 6o ano,0.5578512396694215
433,colegiopremium,ef 6o ano,0.5576131687242798
1112,universobarcarena,ef 7o ano,0.5566702819956616
592,escolaceciliameireles,ef 3o ano,0.5555555555555556
823,overzonanorte,ef 6o ano,0.5539617486338798
208,colegioalphaunis,em 2a serie,0.5522132550745904
906,physicsumarizal,em 3a serie,0.5515364916773368
300,colegioecursodesafio,ef 9o ano,0.5514645720831288
190,ciadosaber,ef 7o ano,0.5491493383742911
475,colegiouniverso,em 2a serie,0.5472989195678272
784,overmarciliofurtado,ef 7o ano,0.5472064148991206
13,acessoboqueirao,ef 8o ano,0.5456053927923257
921,pioxiicolegio,ef 9o ano,0.5440467123635441
600,escolamaster,em 1a serie,0.5439746083751408
1018,sagradafamilia,em 2a serie,0.5422322775263951
476,colegiouniverso,em 3a serie,0.5417816693632816
791,overmossoro,ef 1o ano,0.5416666666666666
492,conexaosaber,ef 6o ano,0.5398198198198199
21,acessocampolargo,ef 8o ano,0.5391979768786127
774,overjoaopessoa,em 3a serie,0.5386192754613808
835,physicsalcindocacela,ef 9o ano,0.5380653828929691
709,master,em 2a serie,0.5380146397418653
809,overpontanegra,ef 5o ano,0.5380059230009872
667,lasalleaguasclaras,em 1a serie,0.5353827875547635
858,physicsaugustomontenegro,ef 9o ano,0.5352380952380953
426,colegioplanck,em 3a serie,0.5351691293198193
786,overmarciliofurtado,ef 9o ano,0.5343550446998723
810,overpontanegra,ef 6o ano,0.5333857030636292
490,conexaosaber,ef 4o ano,0.5322299651567944
20,acessocampolargo,ef 7o ano,0.5320675105485232
696,mariliamattoso,em 1a serie,0.5316577657875902
468,colegiouirapuru,em 3a serie,0.5291512915129152
992,provaspoliedro,em 2a serie,0.5290636174593264
881,physicscidadenova,em 2a serie,0.5289686739701173
388,colegiointegral,outro,0.5285515320334262
617,institutoauxiliadoradf,em 1a serie,0.5284687672747375
1073,stellamarisjuveve,ef 8o ano,0.5277777777777778
291,colegioeag,ef 5o ano,0.527027027027027
818,overzonanorte,ef 1o ano,0.5222222222222223
1072,stellamarisjuveve,ef 7o ano,0.5220563284696301
827,overzonanorte,em 1a serie,0.5214872741754463
7,acessoalmirantetamandare,ef 9o ano,0.521108179419525
112,amaisteste,ef 9o ano,0.52
892,physicsmacapa,em 2a serie,0.5192743764172335
627,institutosaojose,em 2a serie,0.5188536953242836
796,overmossoro,ef 7o ano,0.5181598062953995
209,colegioalphaunis,em 3a serie,0.5181030086690463
785,overmarciliofurtado,ef 8o ano,0.5180061735452155
396,colegiojoaopaulo,em 1a serie,0.517211887962369
103,amadeus,ef 8o ano,0.5165950443448843
474,colegiouniverso,em 1a serie,0.5163064833005894
97,amadeus,ef 2o ano,0.5161835748792271
668,lasalleaguasclaras,em 2a serie,0.5151852135899992
888,physicsmacapa,ef 7o ano,0.5135746606334841
882,physicscidadenova,em 3a serie,0.5124385542888733
896,physicsumarizal,ef 2o ano,0.5113636363636364
1064,stellamarisaguaverde,ef 6o ano,0.5107638888888889
1103,universitariolondrina,em 2a serie,0.508794982828132
859,physicsaugustomontenegro,em 1a serie,0.5079365079365079
360,colegioguilhermedealmeida,ef 7o ano,0.5058609012763741
422,colegioplanck,ef 8o ano,0.5053009883198563
886,physicsconselheirofurtado,em 2a serie,0.5052905048364925
797,overmossoro,ef 8o ano,0.505
88,aescobjetivo,ef 6o ano,0.504257528556594
701,master,ef 3o ano,0.5030385582564962
669,lasalleaguasclaras,em 3a serie,0.5020446208431054
106,amadeus,em 2a serie,0.5017497812773404
1065,stellamarisaguaverde,ef 7o ano,0.5011116051578479
618,institutoauxiliadoradf,em 2a serie,0.5004763038818766
628,institutosaojose,em 3a serie,0.5001886080724255
1005,qescola,ef 1o ano,0.5
305,colegioecursoprogressao,ef 1o ano,0.5
957,positivoon,em 3a serie,0.5
925,plannetaosasco,ef 2o ano,0.5
619,institutoauxiliadoradf,em 3a serie,0.49914571637783745
672,macvest,outro,0.498303647158609
553,eacorcovado,em 1a serie,0.4953560371517028
708,master,em 1a serie,0.4937094809634199
848,physicsalmirantebarroso,em 1a serie,0.49308646371135245
887,physicsconselheirofurtado,em 3a serie,0.4908077154912598
889,physicsmacapa,ef 8o ano,0.49074074074074076
1048,simuladoita,outro,0.48948933374822806
66,acessosantafelicidade,outro,0.4880239520958084
179,ceprimeiromundo,ef 9o ano,0.4857957922263164
542,deltaeducacional,em 1a serie,0.48520064205457464
1084,stellamarisxaxim,ef 7o ano,0.4847222222222222
192,ciadosaber,ef 9o ano,0.48405797101449277
904,physicsumarizal,em 1a serie,0.4825501824817518
1083,stellamarisxaxim,ef 6o ano,0.48202330771138113
177,ceprimeiromundo,ef 7o ano,0.4819205298013245
369,colegioiguatemy,ef 6o ano,0.47746679316888047
1117,universobarcarena,em 3a serie,0.4765958315471452
200,cnslpb,em 3a serie,0.47630341789843716
397,colegiojoaopaulo,em 2a serie,0.4762799269878963
908,pioxi,ef 1o ano,0.47560975609756095
178,ceprimeiromundo,ef 8o ano,0.4755163326591898
584,elitecuritibaemilianoperneta,em 2a serie,0.4755156002115283
37,acessofazendariogrande,ef 7o ano,0.4748971193415638
1109,universobarcarena,ef 4o ano,0.4747826086956522
534,cursoisfera,outro,0.4741777656972003
458,colegiosete,em 3a serie,0.473972602739726
36,acessofazendariogrande,ef 6o ano,0.4738372093023256
102,amadeus,ef 7o ano,0.4737540106951872
1085,stellamarisxaxim,ef 8o ano,0.47285067873303166
846,physicsalmirantebarroso,ef 8o ano,0.47276688453159044
101,amadeus,ef 6o ano,0.4724529066234555
467,colegiouirapuru,em 2a serie,0.4720252167060678
1082,stellamarisxaxim,ef 5o ano,0.4714747039827772
876,physicscidadenova,ef 6o ano,0.47055324211778704
902,physicsumarizal,ef 8o ano,0.4700854700854701
457,colegiosete,em 2a serie,0.4699675324675325
94,aescobjetivo,em 3a serie,0.4696529321251496
1113,universobarcarena,ef 8o ano,0.46933913403770455
371,colegioiguatemy,ef 8o ano,0.4684898929845422
1115,universobarcarena,em 1a serie,0.46823278163374266
456,colegiosete,em 1a serie,0.4643115942028985
670,liessinbarra,ef 8o ano,0.4642857142857143
583,elitecuritibaemilianoperneta,em 1a serie,0.46428184281842816
798,overmossoro,ef 9o ano,0.4625668449197861
828,overzonanorte,em 2a serie,0.4619060748093006
372,colegioiguatemy,ef 9o ano,0.4609967497291441
435,colegiopremium,ef 8o ano,0.4606356968215159
374,colegioiguatemy,em 2a serie,0.46018005540166207
860,physicsaugustomontenegro,em 2a serie,0.4591970802919708
495,conexaosaber,ef 9o ano,0.4575892857142857
691,mariliamattoso,ef 5o ano,0.45528007346189164
117,apogeustoantonio2,ef 9o ano,0.45454545454545453
991,provaspoliedro,em 1a serie,0.45047741199943
520,crb,em 3a serie,0.45027717773208753
740,objetivolorena,ef 5o ano,0.4489795918367347
75,acessosjpinhais,ef 9o ano,0.4484467005076142
519,crb,em 2a serie,0.44736413807388997
24,acessocampolargo,em 2a serie,0.44497315763787215
105,amadeus,em 1a serie,0.44474445146588537
665,joaobelem,ef 6o ano,0.4444444444444444
851,physicsaugustomontenegro,ef 2o ano,0.4444444444444444
62,acessosantafelicidade,ef 9o ano,0.44309122034727316
752,oficinadoestudante,ef 3o ano,0.4412568306010929
1107,universobarcarena,ef 2o ano,0.4403028538147932
364,colegioguilhermedealmeida,em 2a serie,0.4396551724137931
768,overabelcabral,em 2a serie,0.4393180570801317
74,acessosjpinhais,ef 8o ano,0.4390022358859698
1074,stellamarisjuveve,ef 9o ano,0.43709372171480293
1088,stellamarisxaxim,em 2a serie,0.43631766248361115
1104,universitariolondrina,em 3a serie,0.4362591353599981
518,crb,em 1a serie,0.43588628035006105
767,overabelcabral,em 1a serie,0.43468368933627954
905,physicsumarizal,em 2a serie,0.4342254663422547
821,overzonanorte,ef 4o ano,0.43315508021390375
493,conexaosaber,ef 7o ano,0.43310775637688703
1071,stellamarisjuveve,ef 6o ano,0.4325071326676177
73,acessosjpinhais,ef 7o ano,0.43142276116592604
63,acessosantafelicidade,em 1a serie,0.43072634116937913
104,amadeus,ef 9o ano,0.42932068898780723
739,objetivolorena,ef 4o ano,0.4266666666666667
70,acessosjpinhais,ef 4o ano,0.4257738471257107
466,colegiouirapuru,em 1a serie,0.4247557003257329
1081,stellamarisxaxim,ef 4o ano,0.42337888921198025
375,colegioiguatemy,em 3a serie,0.4221572119053676
845,physicsalmirantebarroso,ef 7o ano,0.42163801820020225
1080,stellamarisxaxim,ef 3o ano,0.41967871485943775
958,prevest,outro,0.41935483870967744
586,elitecuritibaemilianoperneta,outro,0.41406593406593406
296,colegioecursodesafio,ef 5o ano,0.41317365269461076
1086,stellamarisxaxim,ef 9o ano,0.4128289473684211
295,colegioecursodesafio,ef 4o ano,0.4127272727272727
18,acessoboqueirao,outro,0.409517889211217
700,master,ef 2o ano,0.40888946819603755
1079,stellamarisxaxim,ef 2o ano,0.4066404855408783
292,colegioecursodesafio,ef 1o ano,0.40556900726392253
543,deltaeducacional,em 2a serie,0.4055232558139535
903,physicsumarizal,ef 9o ano,0.4052734375
853,physicsaugustomontenegro,ef 4o ano,0.40444444444444444
362,colegioguilhermedealmeida,ef 9o ano,0.40350877192982454
622,institutocristao,ef 9o ano,0.4034896401308615
188,ciadosaber,ef 5o ano,0.40345110928512734
39,acessofazendariogrande,ef 9o ano,0.4032768571960529
1063,stellamarisaguaverde,ef 5o ano,0.40309734513274337
64,acessosantafelicidade,em 2a serie,0.40304311073541843
855,physicsaugustomontenegro,ef 6o ano,0.40276497695852537
854,physicsaugustomontenegro,ef 5o ano,0.40229885057471265
866,physicsbatistacampos,ef 4o ano,0.40229885057471265
293,colegioecursodesafio,ef 2o ano,0.40104413858566684
1069,stellamarisjuveve,ef 4o ano,0.3991462113127001
843,physicsalmirantebarroso,ef 5o ano,0.3967391304347826
488,conexaosaber,ef 2o ano,0.3962962962962963
79,acessosjpinhais,outro,0.3922384701912261
539,cursosazambuja,outro,0.3922134733158355
1070,stellamarisjuveve,ef 5o ano,0.3912039466778629
867,physicsbatistacampos,ef 5o ano,0.3911764705882353
72,acessosjpinhais,ef 6o ano,0.3903913665323105
1012,qescola,outro,0.3888888888888889
452,colegiosete,ef 6o ano,0.38865143699336774
515,crb,ef 7o ano,0.3884693850515327
93,aescobjetivo,em 2a serie,0.38806983807212736
370,colegioiguatemy,ef 7o ano,0.387781469176818
897,physicsumarizal,ef 3o ano,0.3877551020408163
899,physicsumarizal,ef 5o ano,0.3864734299516908
54,acessopinhais,outro,0.38223552894211577
454,colegiosete,ef 8o ano,0.3796181502603521
864,physicsbatistacampos,ef 2o ano,0.37857142857142856
118,apogeustoantonio2,outro,0.3776575854700855
839,physicsalcindocacela,outro,0.3763792094483162
8,acessoalmirantetamandare,em 1a serie,0.37386064030131827
219,colegioarena,em 3a serie,0.36867559523809523
516,crb,ef 8o ano,0.3686367997209059
852,physicsaugustomontenegro,ef 3o ano,0.3671497584541063
550,eacorcovado,ef 5o ano,0.3655913978494624
861,physicsaugustomontenegro,em 3a serie,0.3642578125
453,colegiosete,ef 7o ano,0.3639360639360639
394,colegiojoaopaulo,ef 8o ano,0.3638151425762045
144,ceabb,ef 5o ano,0.36363636363636365
455,colegiosete,ef 9o ano,0.3612471198156682
811,overpontanegra,ef 7o ano,0.36111657165323374
901,physicsumarizal,ef 7o ano,0.35964912280701755
432,colegiopremium,ef 5o ano,0.3595890410958904
359,colegioguilhermedealmeida,ef 6o ano,0.358974358974359
41,acessofazendariogrande,em 2a serie,0.35603562513482695
517,crb,ef 9o ano,0.3541207989601846
1062,stellamarisaguaverde,ef 4o ano,0.3535714285714286
875,physicscidadenova,ef 5o ano,0.3531746031746032
373,colegioiguatemy,em 1a serie,0.35274701873935266
872,physicscidadenova,ef 2o ano,0.352
514,crb,ef 6o ano,0.3512626887843526
840,physicsalmirantebarroso,ef 2o ano,0.35
9,acessoalmirantetamandare,em 2a serie,0.3483664772727273
176,ceprimeiromundo,ef 6o ano,0.3466757123473541
748,objetivolorena,outro,0.34558823529411764
621,institutocristao,ef 7o ano,0.34395973154362414
1076,stellamarisjuveve,em 2a serie,0.34180655475619504
788,overmarciliofurtado,em 2a serie,0.341385246987154
1110,universobarcarena,ef 5o ano,0.34022257551669316
1087,stellamarisxaxim,em 1a serie,0.33985495024456064
40,acessofazendariogrande,em 1a serie,0.3392701048951049
815,overpontanegra,em 2a serie,0.3390587167070218
602,escolamaster,em 3a serie,0.3384418901660281
398,colegiojoaopaulo,em 3a serie,0.336131778269321
15,acessoboqueirao,em 1a serie,0.335756543250213
812,overpontanegra,ef 8o ano,0.3357142857142857
1106,universobarcarena,ef 1o ano,0.33499170812603646
504,contemporaneocidadeverde,em 2a serie,0.3349339302476713
830,overzonanorte,outro,0.3342396777442095
143,ceabb,ef 4o ano,0.3333333333333333
1090,studos,em 1a serie,0.3333333333333333
720,navegasas,ef 5o ano,0.3333333333333333
653,invictus,outro,0.3333333333333333
1093,testevictorhugo,em 1a serie,0.3333333333333333
509,contemporaneolagoanova,ef 9o ano,0.3322537112010796
487,conexaosaber,ef 1o ano,0.33197358197358195
489,conexaosaber,ef 3o ano,0.3309226386149463
787,overmarciliofurtado,em 1a serie,0.3288510025213111
52,acessopinhais,em 2a serie,0.3286674574930803
77,acessosjpinhais,em 2a serie,0.32777870820074806
1108,universobarcarena,ef 3o ano,0.32705795496493173
51,acessopinhais,em 1a serie,0.3269036388140162
893,physicsmacapa,em 3a serie,0.3256394516063024
399,colegioliceu,em 1a serie,0.32487562189054725
16,acessoboqueirao,em 2a serie,0.3232918420345661
898,physicsumarizal,ef 4o ano,0.32098765432098764
728,nucleocriativo,ef 3o ano,0.3192857142857143
76,acessosjpinhais,em 1a serie,0.31896183727482286
841,physicsalmirantebarroso,ef 3o ano,0.3181818181818182
624,institutocristao,em 3a serie,0.3181818181818182
71,acessosjpinhais,ef 5o ano,0.31579950447874977
361,colegioguilhermedealmeida,ef 8o ano,0.31505760826380613
844,physicsalmirantebarroso,ef 6o ano,0.31037875061485487
551,eacorcovado,ef 8o ano,0.3072916666666667
431,colegiopremium,ef 4o ano,0.3028919330289193
993,provaspoliedro,em 3a serie,0.30266082128116617
775,overjoaopessoa,outro,0.2993492407809111
747,objetivolorena,em 3a serie,0.29695728496196605
754,oficinadoestudante,ef 5o ano,0.29524089306698004
1075,stellamarisjuveve,em 1a serie,0.29461855851110524
557,eccos,ef 3o ano,0.29273504273504275
799,overmossoro,em 1a serie,0.2895862430167598
23,acessocampolargo,em 1a serie,0.28945128779395296
393,colegiojoaopaulo,ef 7o ano,0.2891778202676864
847,physicsalmirantebarroso,ef 9o ano,0.28854166666666664
732,nucleocriativo,ef 7o ano,0.2877435064935065
503,contemporaneocidadeverde,em 1a serie,0.2861635220125786
180,ceprimeiromundo,em 1a serie,0.2855142253451919
511,contemporaneolagoanova,em 2a serie,0.2802896135014064
1068,stellamarisjuveve,ef 3o ano,0.2802197802197802
970,prismapatrocinio,outro,0.2773206392383543
395,colegiojoaopaulo,ef 9o ano,0.2761730492746046
390,colegiojoaopaulo,ef 4o ano,0.2741975615824832
820,overzonanorte,ef 3o ano,0.27380952380952384
613,implantacao,outro,0.2727272727272727
680,maplebearslz,ef 3o ano,0.2710997442455243
392,colegiojoaopaulo,ef 6o ano,0.26879574184963406
510,contemporaneolagoanova,em 1a serie,0.2679008659301284
689,maplebearslz,outro,0.26666666666666666
773,overjoaopessoa,em 2a serie,0.2646058423369348
873,physicscidadenova,ef 3o ano,0.25757575757575757
842,physicsalmirantebarroso,ef 4o ano,0.2569444444444444
401,colegioliceu,em 3a serie,0.25614816314138245
753,oficinadoestudante,ef 4o ano,0.2523148148148148
900,physicsumarizal,ef 6o ano,0.2504488330341113
181,ceprimeiromundo,em 2a serie,0.2501874612851694
727,nucleocriativo,ef 2o ano,0.25017341040462426
1037,santoantonio,em 3a serie,0.25
949,porto,ef 7o ano,0.24932322685435843
730,nucleocriativo,ef 5o ano,0.24857360213008747
731,nucleocriativo,ef 6o ano,0.24242857142857144
814,overpontanegra,em 1a serie,0.24161364950838635
734,nucleocriativo,ef 9o ano,0.23973063973063974
220,colegioarena,outro,0.23589269195189638
803,overnascimentodecastro,outro,0.23252069608619233
894,physicsmacapa,outro,0.2311951126384116
750,oficinadoestudante,ef 1o ano,0.22857142857142856
735,nucleocriativo,em 1a serie,0.22445721583652617
772,overjoaopessoa,em 1a serie,0.22198690797073548
1060,stellamarisaguaverde,ef 2o ano,0.22191011235955055
1011,qescola,em 3a serie,0.22025052192066805
81,adrianochan,outro,0.2189163072426878
733,nucleocriativo,ef 8o ano,0.21733333333333332
146,ceabb,ef 7o ano,0.21641791044776118
1061,stellamarisaguaverde,ef 3o ano,0.21384297520661158
502,contemporaneocidadeverde,ef 9o ano,0.21112221112221113
1105,universitariolondrina,outro,0.2078210738348267
68,acessosjpinhais,ef 2o ano,0.20365124331129997
666,joaobelem,ef 9o ano,0.2
718,montessori,em 3a serie,0.2
620,institutocristao,ef 6o ano,0.1987534626038781
972,profederal,outro,0.1985162772046225
883,physicscidadenova,outro,0.1915244909190974
994,provaspoliedro,outro,0.19057095475005922
536,cursoleopoldo,outro,0.18932038834951456
366,colegioiguatemy,ef 3o ano,0.1887378640776699
365,colegioguilhermedealmeida,em 3a serie,0.18867924528301888
801,overmossoro,outro,0.1879128137384412
874,physicscidadenova,ef 4o ano,0.1871345029239766
948,porto,ef 6o ano,0.1863831712282289
716,montessori,em 1a serie,0.1859903381642512
0,acessoalmirantetamandare,ef 2o ano,0.18472222222222223
862,physicsaugustomontenegro,outro,0.183768115942029
532,cursoenfase,outro,0.18076474400518472
145,ceabb,ef 6o ano,0.1804152637485971
1007,qescola,ef 6o ano,0.1792452830188679
498,contemporaneocidadeverde,ef 5o ano,0.17391304347826086
546,domus,em 1a serie,0.16977225672877846
1020,santadoroteia,ef 9o ano,0.16666666666666666
573,educarse,outro,0.16657066052227343
623,institutocristao,em 2a serie,0.1662162162162162
391,colegiojoaopaulo,ef 5o ano,0.1656302996042962
711,master,outro,0.16508022334118105
1078,stellamarisjuveve,outro,0.1641025641025641
1051,souhabilis,outro,0.16151801664415494
535,cursoleopoldo,em 3a serie,0.16129032258064516
1010,qescola,em 2a serie,0.15555555555555556
544,deltaeducacional,em 3a serie,0.15416666666666667
722,novotempo,ef 9o ano,0.15405260332796564
403,colegiomagnum,em 2a serie,0.14877489864269347
598,escolamaster,ef 8o ano,0.14705882352941177
302,colegioecursodesafio,em 2a serie,0.14430379746835442
1045,seletivoeducallis,em 2a serie,0.14285714285714285
1044,seletivoeducallis,em 1a serie,0.14285714285714285
664,jazzvestibular,outro,0.14285714285714285
186,ciadosaber,ef 3o ano,0.13898305084745763
111,amaisteste,ef 6o ano,0.1388888888888889
303,colegioecursodesafio,em 3a serie,0.13820335636722605
616,insa,em 3a serie,0.13659320477502296
1009,qescola,em 1a serie,0.13480294980572516
428,colegiopremium,ef 1o ano,0.1346153846153846
363,colegioguilhermedealmeida,em 1a serie,0.1320754716981132
148,ceabb,ef 9o ano,0.1270949720670391
729,nucleocriativo,ef 4o ano,0.12447257383966245
477,colegiouniverso,outro,0.1206896551724138
594,escolaceciliameireles,ef 5o ano,0.12001579155151994
792,overmossoro,ef 2o ano,0.11904761904761904
402,colegiomagnum,em 1a serie,0.11900610287707061
593,escolaceciliameireles,ef 4o ano,0.11860940695296524
400,colegioliceu,em 2a serie,0.11778014373170083
710,master,em 3a serie,0.11776081071701257
595,escolaceciliameireles,ef 6o ano,0.11412469179288481
142,ceabb,ef 3o ano,0.11363636363636363
147,ceabb,ef 8o ano,0.1111111111111111
751,oficinadoestudante,ef 2o ano,0.10952380952380952
714,moaciralves,ef 8o ano,0.10434782608695652
1067,stellamarisjuveve,ef 2o ano,0.10122699386503067
1047,simbios,outro,0.09924385633270322
1050,souhabilis,em 3a serie,0.0859375
793,overmossoro,ef 4o ano,0.08333333333333333
1035,santoamerico,outro,0.07660670704148966
427,colegioplanck,outro,0.075
1034,santoamerico,em 3a serie,0.07331077690642428
717,montessori,em 2a serie,0.07246376811594203
1006,qescola,ef 5o ano,0.07142857142857142
726,nucleocriativo,ef 1o ano,0.07017543859649122
430,colegiopremium,ef 3o ano,0.0625
131,casdvest,outro,0.05861500823805482
429,colegiopremium,ef 2o ano,0.05555555555555555
654,iracemarufino,infantil iii,0.05
127,camerinocursos,outro,0.04
599,escolamaster,ef 9o ano,0.03571428571428571
1032,santoamerico,em 1a serie,0.030257145893103816
607,francobrasileiro,em 3a serie,0.027009469555005872
611,gerabixo,outro,0.025755280278050085
671,litteratus,em 3a serie,0.024390243902439025
183,ceprimeiromundo,outro,0.023823704586063133
1033,santoamerico,em 2a serie,0.01601461100729705
107,amadeus,em 3a serie,0.015384615384615385
582,elitecuritiba,outro,0.011627906976744186
715,moaciralves,ef 9o ano,0.010526315789473684
1036,santoantonio,0,0.0
1038,sas,0,0.0
1004,qescola,0,0.0
1127,vitae,ef 2o ano,0.0
1052,spdacruz,0,0.0
1049,sobral,outro,0.0
1008,qescola,ef 7o ano,0.0
1023,santadoroteia,em 3a serie,0.0
1091,testevictorhugo,0,0.0
1094,universitariolondrina,0,0.0
1026,santoagostinho,0,0.0
1046,serios,0,0.0
995,psantagema,0,0.0
1027,santoamerico,0,0.0
1042,seletivoeducallis,0,0.0
1041,saseducacao,0,0.0
1040,sasadaptem,0,0.0
1016,saea,0,0.0
1066,stellamarisjuveve,0,0.0
564,educamais,ef 6o ano,0.0
985,provaspoliedro,0,0.0
241,colegiobianguloiv,em 3a serie,0.0
304,colegioecursoprogressao,0,0.0
287,colegiodompedrosegundo,0,0.0
276,colegiodasamericas,0,0.0
275,colegiocognos,0,0.0
264,colegiocb,0,0.0
251,colegiobrasilia,0,0.0
240,colegiobianguloiv,em 2a serie,0.0
347,colegioglobal,0,0.0
239,colegiobianguloiv,em 1a serie,0.0
221,colegiobatistaindependente,0,0.0
216,colegioarena,0,0.0
215,colegioanchietaii,em 3a serie,0.0
214,colegioanchietaii,em 2a serie,0.0
213,colegioanchietaii,em 1a serie,0.0
313,colegioeducallis,0,0.0
376,colegiointegral,0,0.0
211,colegioanchietai,em 2a serie,0.0
441,colegioradar,0,0.0
469,colegiouniverso,0,0.0
446,colegiosete,0,0.0
445,colegioser,outro,0.0
444,colegioser,0,0.0
443,colegiosantamaria,0,0.0
442,colegioriobranco,0,0.0
440,colegioprogresso,0,0.0
389,colegiojoaopaulo,0,0.0
419,colegioplanck,0,0.0
418,colegionovopatio,0,0.0
413,colegionobre,ef 6o ano,0.0
412,colegionobre,0,0.0
406,colegiomodelo,0,0.0
405,colegiomartinus,0,0.0
212,colegioanchietai,em 3a serie,0.0
210,colegioanchietai,em 1a serie,0.0
977,progressaoig,0,0.0
95,alfacembilingue,0,0.0
114,amaisteste,em 3a serie,0.0
113,amaisteste,em 1a serie,0.0
110,amaisteste,ef 3o ano,0.0
109,amais,outro,0.0
108,amais,0,0.0
96,amadeus,0,0.0
82,aescobjetivo,0,0.0
116,apogeustoantonio2,0,0.0
80,adrianochan,0,0.0
67,acessosjpinhais,0,0.0
44,acessohauer,0,0.0
32,acessofazendariogrande,ef 2o ano,0.0
31,acessocampolargokids,outro,0.0
12,acessoboqueirao,0,0.0
115,anchietaba,0,0.0
120,arlindocavalcanti,0,0.0
202,colegioalphaunis,0,0.0
158,cem,0,0.0
201,cognitivo,0,0.0
193,cmdpii,em 2a serie,0.0
184,charlesdarwin,0,0.0
172,ceprimeiromundo,ef 2o ano,0.0
171,ceprimeiromundo,ef 1o ano,0.0
170,ceprimeiromundo,0,0.0
150,ceespacolivre,0,0.0
121,beityaacov,0,0.0
149,cecbdf,em 3a serie,0.0
133,cbpdigital,0,0.0
130,casdvest,0,0.0
126,camerinocursos,0,0.0
124,brasilcursinhos,0,0.0
123,bertelsmann,0,0.0
478,colegioup,0,0.0
486,conexaosaber,0,0.0
496,contemporaneo,em 3a serie,0.0
770,overjoaopessoa,0,0.0
817,overzonanorte,0,0.0
804,overpontanegra,0,0.0
802,overnascimentodecastro,0,0.0
790,overmossoro,0,0.0
782,overmarciliofurtado,0,0.0
776,overlimaesilva,0,0.0
757,overabelcabral,0,0.0
833,pesenglish,0,0.0
756,osequim,0,0.0
755,oficinadoestudante,outro,0.0
749,objetivoteresina,0,0.0
738,objetivolorena,0,0.0
737,nucleopva,0,0.0
721,novotempo,0,0.0
831,pauloviana,ef 9o ano,0.0
834,physicsalcindocacela,0,0.0
497,contemporaneocidadeverde,ef 3o ano,0.0
935,portinari,0,0.0
973,progressaodc,0,0.0
971,profederal,0,0.0
959,primeirodemaio,0,0.0
955,portoseguro,0,0.0
947,porto,0,0.0
936,portinari,ef 2o ano,0.0
934,poliedrotreinamento,0,0.0
863,physicsbatistacampos,0,0.0
933,poliedropv,0,0.0
932,poliedro,0,0.0
926,plannetaosasco,ef 3o ano,0.0
907,pioxi,0,0.0
895,physicsumarizal,0,0.0
884,physicsconselheirofurtado,0,0.0
719,murilorocha,0,0.0
712,meta,0,0.0
690,mariliamattoso,0,0.0
540,dante,em 3a serie,0.0
587,eluneonline,0,0.0
574,eduqo,0,0.0
565,educamais,ef 8o ano,0.0
556,eccos,0,0.0
549,eacorcovado,0,0.0
541,deltaeducacional,0,0.0
538,cursosazambuja,0,0.0
679,maplebearslz,ef 2o ano,0.0
537,cursoprogressao,0,0.0
533,cursoisfera,0,0.0
531,cursobase,0,0.0
530,cursinhoeach,0,0.0
522,crescercampinas,0,0.0
513,cparaiso,0,0.0
588,eluneonline,em 1a serie,0.0
589,equipe,0,0.0
590,escola,ef 4o ano,0.0
591,escolaceciliameireles,ef 2o ano,0.0
596,escoladeimpacto,0,0.0
597,escolajardimdasnacoes,0,0.0
603,esperanza,0,0.0
604,estantemagica,outro,0.0
605,faculdadeflamingo,0,0.0
608,fundacaobradesco,0,0.0
609,galois,0,0.0
610,garra,0,0.0
637,integradaeducativa,0,0.0
645,invictus,0,0.0
663,jardimsaopaulo,0,0.0
673,magister,0,0.0
678,maplebearslz,0,0.0
1128,wilsondeandradebarreto,em 1a serie,0.0
