,namespace,Porcentagem de engajamento em AAs,Número de AAs por turma,Média de exercícios de AA por turma,Tempo de correção por aluno por questão,Tempo médio entre criação e publicação de AA por questão,Tempo médio entre publicação e ínicio de AA,Porcentagem de visualização de relatórios de AA,Porcentagem de relatórios de AA visualizados por docente,Porcentagem de administrantes que visualizaram relatórios de AA
452,aog,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
453,apogeu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
454,apogeuarcoiris,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
455,apogeucemap,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
456,apogeudivinopolis,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
457,apogeumbcursos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
458,apogeunovohorizonte,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
459,apogeuparademinas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
460,apogeupiaget,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
461,apogeuuba,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
462,apotec,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
463,aprendaquimica,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
464,aprendemesmo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
465,arbos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
466,arbosscs,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
467,arcadenoe,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
468,arco,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
469,aridesa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
470,arp,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
471,arquidiocesano,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
472,arturferreira,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
473,arturtavares,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
474,asario,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
475,asdfghfdsa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
476,asjiu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
477,assisbrasil,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
478,ateneulondrina,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
479,ativaaprendizagem,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
480,atuall,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
481,aurora,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
482,autores,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
483,auxiliadorarj,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
484,babycamp,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
485,babyhouse,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
486,bancodequestoes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
487,bancodequestoesgratuito,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
488,baraodemaua,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
489,barquinhodepapeldf,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
490,barradevbarranull,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
491,batistaagnusdei,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
492,batistaburitis,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
493,batistadaprimeira,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
494,batistaibicui,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
495,batistaindependente,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
496,batistamaranata,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
497,batistanovasiao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
498,batistaregular,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
499,batistariopretense,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
500,batistasantosdumont,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
501,batistasaovicente,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
502,batistashalon,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
503,batistavistaalegre,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
504,benjamitacardona,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
505,berlaar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
506,bernardosayao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
507,betesda,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
508,betuel,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
509,bilac,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
510,biologiabarauna,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
511,biologiaprofluis,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
512,blumenaucoc,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
513,bondienglish,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
514,bonfim,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
515,borgesamorim,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
516,bozano,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
517,bragaenglish,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
518,brasilsoft,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
519,buddys,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
520,bumerangeprofissoes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
521,buser,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
522,c7s,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
523,cacbab,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
524,cadern,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
525,calculo2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
526,cam,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
527,camp,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
528,campeia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
529,campossalles,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
530,canalrevisao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
531,capellakids,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
532,cappta,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
533,cardealarcoverde,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
534,carlospicaza,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
535,carpediem,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
536,cascavelense,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
537,castelinhodosaber,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
538,castelodeeducacao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
539,castroalves,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
540,catolica,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
541,cbas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
542,cbatistanovasiao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
543,cbbrasileiro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
544,cbic,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
545,cbpalmas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
546,ccdivitoriaregia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
547,cce,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
548,cci,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
549,ccncertificadora,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
550,ccpa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
551,ccserrinha,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
552,cct,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
553,cdf,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
554,cdi,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
555,ceac,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
556,cealegriadesaber,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
557,ceantenorreis,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
558,ceantoniocarlosmagalhaes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
559,cearacruz,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
560,ceasf,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
561,cebeijaflor,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
562,cebnossasenhoraaparecida,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
563,cebnsa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
564,cecb,0.0,0.0,0.0,0,0,0,0.0,0.0,0.5
565,ceccataguases,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
566,cecenecista,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
567,cecgama,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
568,cecharlesdarwin,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
569,cedac,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
570,cedecisivo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
571,ceescolita,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
572,cefa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
573,cegetsemani,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
574,cei,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
575,ceitaipaiva,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
576,ceivanilsoncosta,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
577,cejosueroberto,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
578,cekerigma,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
579,celauracabral,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
580,celp,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
581,cema,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
582,cemanoelgoncalves,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
583,cemardf,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
584,cemaristasaojose,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
585,cemj,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
586,cemluciamayvore,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
587,cemonza,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
588,cempacanguaretamarn,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
589,cenaza,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
590,cenecistaml,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
591,cenic,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
592,cenpec,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
593,censic,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
594,centec,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
595,centreensinoetreinamento,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
596,centroarcadenoe,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
597,centrodeensinomoderno,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
598,centrodeensinosementinhadofuturo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
599,centrodeensinoserrano,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
600,centroeaviv,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
601,centroedcordeiro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
602,centroeditalva,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
603,centroeducacionalaprendiz,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
604,centroeducacionalaviv,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
605,centroeducacionalbrasileirinho,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
606,centroeducacionalimpar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
607,centroeducacionalinovacao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
608,centroeducacionalkolping,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
609,centroeducacionalmeta,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
610,centroeducacionalsonhodedeus,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
611,centroedupincelmagico,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
612,centroescolaranamelia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
613,centrosuperiordetecnologia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
614,cep,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
615,cepaulista,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
616,cepaulofreire,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
617,cepe,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
618,cepep,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
619,ceportoseguro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
620,cepotencial,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
621,cepquinzedenovembro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
622,ceprabotucatu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
623,cepresbiterianodebayeux,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
624,ceprojetar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
625,cepvilhena,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
626,cerecantointerativo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
627,ceribeirogil,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
628,cermac,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
629,certus,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
630,cesaber,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
631,cesc,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
632,cesemeando,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
633,cesilvamachado,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
634,cesilvapaiva,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
635,cesimoesfilho,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
636,ceteb,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
637,cetutores,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
638,cevangelicoagj,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
639,cevip,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
640,cfsantoantonio,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
641,chacaravivaavida,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
642,challenge,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
643,chamberlain,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
644,chcardoso,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
645,chegadeficartestando,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
646,christianschool,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
647,cicerofranklin,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
648,cidadaniaevida,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
649,cieb,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
650,ckadima,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
651,clubedopimpolho,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
652,cmariaimaculada,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
653,cmc,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
654,cmodelo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
655,cmpalmas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
656,cmsaipiau,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
657,cnecnovamutum,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
658,cnecporangatu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
659,cnn,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
660,cnsasjc,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
661,cnscarmo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
662,cnsco,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
663,cnsd,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
664,cnsl,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
665,cnsr,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
666,coc,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
667,cocaraucaria,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
668,cocunidsul,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
669,coelgiocardeal,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
670,colband,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
671,colbrasileiro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
672,colegio1mundo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
673,colegioabgar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
674,colegioabre,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
675,colegioadventista,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
676,colegioadventus,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
677,colegioages,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
678,colegioaguiabelojardim,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
679,colegioalberteinstein,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
680,colegioalberteinsten,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
681,colegioalexandra,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
682,colegioalternativo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
683,colegioalub,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
684,colegioalvaromelo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
685,colegioamericana,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
686,colegioamparosurubim,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
687,colegioanaliafranco,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
688,colegioanglomorumbi,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
689,colegioanisio,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
690,colegioantoninaramos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
691,colegioapogeu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
692,colegioapoiomg,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
693,colegioaprendiz,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
694,colegioarca,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
695,colegioarturferreira,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
696,colegioasas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
697,colegioassembleiadedeus,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
698,colegioathena,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
699,colegioatheneu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
700,colegioatibaia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
701,colegioatitude,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
702,colegioauxiliadora,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
703,colegioavanco,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
704,colegiobal,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
705,colegiobaraodemaua,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
706,colegiobatistadeipiau,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
707,colegiobatistadepalmas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
708,colegiobatistadesantarem,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
709,colegiobatistamineiro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
710,colegiobatistavr,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
711,colegiobiangulo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
712,colegioboasnovas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
713,colegiocaetano,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
714,colegiocanarinho,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
715,colegiocarbonell,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
716,colegiocastelo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
717,colegiocastelodosaber,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
718,colegiocastelosp,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
719,colegiocatamara,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
720,colegiocebrapi,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
721,colegioceman,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
722,colegiocenecistamarica,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
723,colegiocepe,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
724,colegiockids,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
725,colegioclarassoti,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
726,colegiocoesi,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
727,colegioconexao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
728,colegioconexaosaber,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
729,colegiocpm,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
730,colegiocrescer,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
731,colegiocriancaecia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
732,colegiocriativo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
733,colegiocristaoaquas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
734,colegiocristaomoc,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
735,colegiocristaopr,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
736,colegiodante,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
737,colegiodantealighieri,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
738,colegiodarwin,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
739,colegiodasagradafamilia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
740,colegiodelrey,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
741,colegiodeltaserrinha,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
742,colegiodeovolente,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
743,colegiodiaspora,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
744,colegiodigital,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
745,colegiodimensao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
746,colegiodivinosalvador,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
747,colegiodoctum,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
748,colegiodombosco,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
749,colegiodosalvador,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
750,colegioecursomagma,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
751,colegioecursomeninojesus,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
752,colegioedsonmonteiro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
753,colegioeduardomarques,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
754,colegioeducare,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
755,colegioelo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
756,colegioelshadai,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
757,colegioelshadday,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
758,colegioenergiaativa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
759,colegioequipe,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
760,colegioequipeba,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
761,colegioesmeraldas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
762,colegioestrutural,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
763,colegioeverest,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
764,colegioevolucaoce,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
765,colegioevoluir,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
766,colegioexponencial,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
767,colegioexpressao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
768,colegiofarroupilha,0.0,0.0,0.0,0,0,0,0.0,0.0,0.3333333333333333
769,colegiofato,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
770,colegiofenix,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
771,colegiofranciscanoreginapacis,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
772,colegiofredericoozanam,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
773,colegiofriburgo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
774,colegiofuturomg,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
775,colegiofuturope,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
776,colegiogalileu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
777,colegiogamaliel,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
778,colegiogarra,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
779,colegiogetsemani,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
780,colegiogibran,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
781,colegiogracilianoramos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
782,colegiograciosa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
783,colegiogradual,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
784,colegiohbc,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
785,colegiohelioalonso,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
786,colegiohelyos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
787,colegioideal,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
788,colegioidealbrasilia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
789,colegioimperial,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
790,colegioinaci,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
791,colegioincomar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
792,colegiointegracaoonline,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
793,colegiointegralsolar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
794,colegiointensivo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
795,colegioipe,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
796,colegioirmamariele,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
797,colegioitalo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
798,colegiojk,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
799,colegiojoliveira,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
800,colegiojosealencar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
