,namespace,Nº de AAs copiadas da estante mágica e aplicada,Início da classificação / Visualizações do relatório,Finalização da classificação / Início da classificação,Finalização da classificação / Visualizações do relatório,Porcentagem de visualização dos relatórios de AD,Porcentagem de professores que visualizaram relatórios de AD,Porcentagem de administradores que visualizaram relatórios de AD,Nº de exercícios em relatórios de AD / exercícios disponibilizados,Média de exercícios em relatórios de AD por turma,Média
250,stone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,suelenenglishteacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,suellenenglishteacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,superar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,supergeeks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,superpasso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,tableautaubate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,tdd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,teles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,unicursos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,teofilorezende,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,terceiradimensao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,terceiromilenio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,terezaverzeri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,testeconquista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,testedetoken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,testedozeset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,testeguilherme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,testeiory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,testeonzesetembro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,teotonioneto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,uninter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,viladasletras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,vilagelin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,vivap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,vronlineschool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,webinars,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,wise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,wisecash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,sesitatuape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,sigmacursoecolegio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,simonealmeida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,simuladoenem2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,ivantotola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,joaolyrafilho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,josecesario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,josehumbertoborges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,ispindorama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,https://colegiomastersp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,integraformacoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,intensivaocomalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,ios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,ipae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,ipanemanotredame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,ipcf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,ipeccotia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,ipeeducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,ipeonline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,ipi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,ipirangasesi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,iraciveiga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,hogwarts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,exitoinstituto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,experimentacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,facens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,facesp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,faculdadeguarai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,faculdadejaguariuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,faculdadeterranordeste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,fariasbrito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,febave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,fip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,iter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,integradaruibarbosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,institutopandavas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,inovar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,insef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,insgmacae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,institutoadventus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,institutocolorir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,institutocristaoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,institutoeducacionalanaoliveira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,institutoeducacionaldeamericana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,institutoeducacionalflorence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,institutoeducacionalsuperacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,institutomariobragancamg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,institutomeninodedeus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,institutomontessori,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,institutomuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,ingenious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,implantacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,hubeducacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,humbertocampos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,iacs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,idealsagradocoracaodejesus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,ienh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,iepam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,iesg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,crecei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,iftmparacatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,imep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,imhpicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,imjedu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,impactofloriano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,cpdacdigital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,cursoforca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,crechedapaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,criancaesperanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,escolabetuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,escolaborghesi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,escolacastanheiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,escolahwallon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,escolacastelokids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,escolaceda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,escolacemepe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,escolaceuazul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,escolaclgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,escolacrescimento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,escolacristaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,escolacristaboaviagem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,escolacasulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,escolaagnusdei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,escolaidaam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,escolainewton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,escolaraulpilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,escolasantaclara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,escolasanti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,escolasapiencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,escolasemear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,escolasementesdoamanha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,escolasoito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,escolasplugadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,escolavida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,escolavitoriaregia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,escolaviva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,escolinhacaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,escolinhadoiuri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,escolabemmequer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,escolabedelandia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,escolaarrudacamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,escoladofuturo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,colegiosagradafamilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,colegiosalesianorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,colegiopromundo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,colegiojk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,djanirapereira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,dokimos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,escolacristanavarzea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,escolacristasumare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,escoladalivia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,escoladanielberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,escoladavila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,escoladeimpacto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,escoladenisecarvalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,escoladomestica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,escolaarcasp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,escoladomingossavio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,escoladrgadelha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,escolaeboasnovas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,escolaeducativa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,escolaesfera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,escolaevangelicabetel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,escolafrozi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,escolageorgina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,escolacristal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,escolacristaempiedade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,escolacristaemaldeia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,escolacristacandeias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,escolaalpha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,abaweb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,esm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,esmg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,dombosco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,educacaoinfantilsemear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,educacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,educacionalsemear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,educadariomaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,educamais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,educamob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,educandario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,educandariodegrausdasabedoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,educandariodosaber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,educandarioetgcc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,ecaminhodosanjos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,eblighthouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,ebei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,domboscogru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,editoralt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,domboscojgva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,domboscoos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,domhelder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,dominius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,domolinda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,educandarionospassosdejesus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,dorothea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,duquecastilho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,eacorcovado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,eacr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,eadcmm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,eag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,earcadenoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,educacaocarpediem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,edithdossantosrj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,espacoeducar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,escolaluterana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,escolapresblp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,escolapresbiterianadecanal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,escolapresb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,escolapppp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,escolainterativa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,escolainternacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,escolajardimdasnacoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,escolajesusbompastor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,escolajoaocalvino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,escolajosearaujobezerra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,escolakadima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,escolakodomo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,escolaimpacto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,escolamundai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,edificandogeracoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,escolamundo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,escolanovadinamica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,escolaolavonunes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,escolaomega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,escolaparticularmaxime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,escolapequenospassos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,escolaporprincipios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,dojo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,escolaaconchego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,erasmobraga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,ecml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,ecportoseguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,edhumbertodecampos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,colegioriobranco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,colegiorgf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,colegioraiodesol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,csa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,demo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,demosesi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,descomplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,devry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,dhrczs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,diagnosticoamais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,dialeticacursos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,dionysia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,unicep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,cursoequacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,cristorei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,cruzeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,cs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,csaci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,dbosco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,csasp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,cscatarina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,csdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,cristaoantenorthomazi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,cssg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,ctbmsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,ctem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,culturainglesa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,cursinhoeach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,cursoacre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,cursoclaudiomuniz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,csvp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,divinomestre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,decisao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,darwin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,colegiomotiva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,colsantamaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,contemporaneo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,consepe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,conradochaves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,conib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,colegiovitoriaregia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,colegiovitorino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,colegiovivopiracicaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,coleguium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,colmetodista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,colprogressao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,colsaberviver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,colsagradafamila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,criativaedinamica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,comeniusuberaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,dantealighieri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,compa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,complexoemodelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,concordia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,conexao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,confessionalmonza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,conhecereducacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,comenius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
