,namespace,Nº de AAs copiadas da estante mágica e aplicada,Início da classificação / Visualizações do relatório,Finalização da classificação / Início da classificação,Finalização da classificação / Visualizações do relatório,Porcentagem de visualização dos relatórios de AD,Porcentagem de professores que visualizaram relatórios de AD,Porcentagem de administradores que visualizaram relatórios de AD,Nº de exercícios em relatórios de AD / exercícios disponibilizados,Média de exercícios em relatórios de AD por turma,Média
808,escolabezerrademenezes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,escolacastroalves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,escolacenesitaml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,escolacristorei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,escoladauri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,escoladinamicaiturama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,escolabatistacriativa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,emsaopedro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,enec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,energiaativa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,englishclass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,englishclub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,ensinamais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,ensinarbrasil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,entendabncc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,equalizar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,equipepontenova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,equiperecife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,eremamaurydemedeiros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,escolaalecrim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,escolaalencar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,colegiomeninojesus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,colegiomenezesesousa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,colegiomauriciosalles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,colegioirmamariele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,colegioitalo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,colegiofuturope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,colegiogarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,colegiogetsemani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,colegiogibran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,colegiogracilianoramos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,colegiohbc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,colegiohelyos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,colegioidealbrasilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,colegioimperial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,colegioinaci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,colegiointegracaoonline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,colegiointensivo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,colegiomaristaparanaense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,colegiomasternatal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,colegiomarthafalcao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,colegiopetropolis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,colegioplus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,colegioportadosol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,colegiopalmares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,colegiopurificacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,colegioquadrangular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,colegiorainhadobrasil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,colegiorodriguesdias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,colegiosagradocoracaobvp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,colegiosaloni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,colegioomega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,colegiomaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,amaismaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,analise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,ulbra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,saladeexatas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,qmdoismildez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,queroaprender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,questoesvitae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,quimicanadosecerta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,raphaelaulasparticulares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,raphaeldisanto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,recantodosaber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,propostaatual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,projetovinteeum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,projetoventoepopa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,proens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,profcelso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,profdiego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,profdouglas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,profeduardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,professoragleise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,professorale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,professormarciodarlen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,profilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,profluizbilac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,profroberta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,progressaoeducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,projetomoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,professoraleila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,proa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,recreiochristianschool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,redacaointerativa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,sagradocoracaodejesus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,saintgobain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,qi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,qeducadores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,pucsp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,colbrasileiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,cempacanguaretamarn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,colegiofriburgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,cmodelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,cmsaipiau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,cnecporangatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,cnn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,cnsasjc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,cnscarmo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,cnsco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,cnsl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,coc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,cocunidsul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,coelgiocardeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,colegio1mundo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,prudentedemorais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,colegioabgar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,cesilvamachado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,cesilvapaiva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,cesimoesfilho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,cetutores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,cevip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,cfimaculadaconceicao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,cmariaimaculada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,chacaravivaavida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,chcardoso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,challenge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,escolatecnicadoimperador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,prosperi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,saintmartin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,salesianoaracaju,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,centrodeensinosementinhadofuturo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,salesianocampos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,overcolegioecurso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,piracicabaeducacaoadventista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,ovquim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,parceiros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,patriciafigueiredo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,patriciafreitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,pitagorascidadejardim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,pitagorasjuruti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,preparacursos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,positivoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,planetaencantado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,planneta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,plannetaosasco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,pointedu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,pitagorasjc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,portalceuaguiar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,positivo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,poliedropv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,oiapoque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,santenseadventista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951,tomazdeaquino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,topdelinha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,topguncolombo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,topgunverissimo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,trattoatelier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,tsukimi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,tuue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,uirapuru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,over,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,opet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,ongcidadededeus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,reforcotiacoruja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,salinhadogui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,sanar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,sandraoliveira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,santacatarinaes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,santaclara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,santagertrudes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,santaizabel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,santanavest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,sabixao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,redeclarissas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,redeinspira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,redhouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,reforcoescolarla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,reisalomao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,patronatosaojose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,ricardowobeto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,robertomarcal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,rodrigogabrielcursosonline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,rogeriolourenco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,ruilima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,pencantado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,ebcj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,pequenospassos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,personalvestibulares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,physics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,physicstrescoracoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,piemonte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,pinheirosonline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,centrodeensinoserrano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,centrodeensinomoderno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,anima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,colegioecursomeninojesus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,colegiobatistadeipiau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,colegiobatistadepalmas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,colegiobatistadesantarem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,colegiobatistamineiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,colegiobatistavr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,colegioboasnovas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,colegiocarbonell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,colegiocastelodosaber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,colegioceman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,colegiocenecistamarica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,colegiocepe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,colegioavanco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,colegioatitude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,colegioatibaia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,colegioalberteinsten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,colegioalternativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,colegioalub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,colegioamericana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,colegioamparosurubim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,colegioanaliafranco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,colegioanisio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,colegioantoninaramos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,colegioapogeu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,colegioarturferreira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,colegioasas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,colegioathena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,colegioatheneu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,colegioanglomorumbi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,colegioclarassoti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,colegiobaraodemaua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,ceitaipaiva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,anyway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,anossaatmosfera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,agostiniano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,agathos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,agape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,abgarrenault,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,academia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,academiacrista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,academiadasespecificas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,academicgeek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,acessoapogeu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,acessocampolardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,acqio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,adventistacaxias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,acessoemilianoperneta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,arbosscs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,apogeunovohorizonte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,arcadenoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,aridesa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,arturferreira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,asario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,asdfghfdsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,asjiu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,assisbrasil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,ativaaprendizagem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,atuall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,arquidiocesano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,antoniovieira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,aocubo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,aocubovestibular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,colegiocoesi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,colegioedsonmonteiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,centreensinoetreinamento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,colegioeduardomarques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,centroeducacionalinovacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,centroeducacionalkolping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,centroeducacionalmeta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,centroeducacionalsonhodedeus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,centroedupincelmagico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,centroescolaranamelia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,centrosuperiordetecnologia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,centroeducacionalaprendiz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,cepaulista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,cepep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,ceportoseguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,cepotencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,ceprabotucatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,cepresbiterianodebayeux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,cerecantointerativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,centroeditalva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,cejosueroberto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,cekerigma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,celauracabral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,cema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,cemardf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,cemluciamayvore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,centroedcordeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,cenaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
