,namespace,Semana,Porcentagem de visualização de relatórios de AA
799,colegioensitec,33,0.30714285714285716
800,colegioensitec,34,0.1111111111111111
801,colegioensitec,35,0.19230769230769232
802,colegioexatus,23,0.0
803,colegioexatus,24,0.0
804,colegioexatus,25,0.0
805,colegioexatus,27,0.0
806,colegioexatus,28,0.0
807,colegioexatus,29,0.0
808,colegioexatus,30,0.0
809,colegioexatus,32,0.0
810,colegioexatus,33,0.0
811,colegioexatus,34,0.0
812,colegioexatus,35,0.0
813,colegioflamingo,23,0.4036697247706422
814,colegioflamingo,24,0.5106382978723404
815,colegioflamingo,25,0.58
816,colegioflamingo,26,0.1794871794871795
817,colegioflamingo,27,0.0
818,colegioflamingo,28,0.0
819,colegioflamingo,31,0.0
820,colegioflamingo,32,0.16279069767441862
821,colegioflamingo,33,0.30275229357798167
822,colegioflamingo,34,0.6990521327014217
823,colegioflamingo,35,0.21428571428571427
824,colegiofuturageracao,23,0.9134615384615384
825,colegiofuturageracao,24,0.9271523178807947
826,colegiofuturageracao,25,0.8046875
827,colegiofuturageracao,26,0.16666666666666666
828,colegiofuturageracao,31,0.4
829,colegiofuturageracao,32,0.7534246575342466
830,colegiofuturageracao,33,0.6296296296296297
831,colegiofuturageracao,34,0.7619047619047619
832,colegiofuturageracao,35,0.5764705882352941
833,colegioglobal,23,0.8043052837573386
834,colegioglobal,24,0.6947368421052632
835,colegioglobal,25,0.6294416243654822
836,colegioglobal,26,1.0
837,colegioglobal,30,0.4411764705882353
838,colegioglobal,32,0.6615853658536586
839,colegioglobal,33,0.9062957540263543
840,colegioglobal,34,0.74364896073903
841,colegioglobal,35,0.44
842,colegioguilhermedealmeida,30,0.0
843,colegioguilhermedealmeida,31,0.26590909090909093
844,colegioguilhermedealmeida,32,0.8405797101449275
845,colegioguilhermedealmeida,33,0.6901408450704225
846,colegioguilhermedealmeida,34,0.5706521739130435
847,colegioguilhermedealmeida,35,0.08280254777070063
848,colegioiguatemy,23,0.8806818181818182
849,colegioiguatemy,24,0.9534883720930233
850,colegioiguatemy,25,0.13725490196078433
851,colegioiguatemy,26,0.20816326530612245
852,colegioiguatemy,27,0.37142857142857144
853,colegioiguatemy,30,0.5597014925373134
854,colegioiguatemy,31,0.49940688018979834
855,colegioiguatemy,32,0.4578146611341632
856,colegioiguatemy,33,0.34590616375344985
857,colegioiguatemy,34,0.4010507880910683
858,colegioiguatemy,35,0.10891089108910891
859,colegiointegral,23,0.7449118046132972
860,colegiointegral,24,0.8781887755102041
861,colegiointegral,25,0.0
862,colegiointegral,26,0.8017241379310345
863,colegiointegral,27,0.28
864,colegiointegral,28,0.7678431372549019
865,colegiointegral,29,0.8893528183716075
866,colegiointegral,30,0.7555178268251274
867,colegiointegral,31,0.8726765799256505
868,colegiointegral,32,0.8311148086522463
869,colegiointegral,33,0.6502029769959404
870,colegiointegral,34,0.5919117647058824
871,colegiointegral,35,0.47676282051282054
872,colegioitamarati,23,0.0
873,colegioitamarati,24,0.0
874,colegioitamarati,25,0.0
875,colegioitamarati,30,0.0
876,colegioitamarati,31,0.0
877,colegioitamarati,32,0.0
878,colegioitamarati,33,0.0
879,colegioitamarati,34,0.0
880,colegiojoaopaulo,23,0.218562874251497
881,colegiojoaopaulo,24,0.34228650137741046
882,colegiojoaopaulo,25,0.665785997357992
883,colegiojoaopaulo,26,0.7053140096618358
884,colegiojoaopaulo,27,0.6288117770767613
885,colegiojoaopaulo,28,0.32719836400818
886,colegiojoaopaulo,29,0.2692307692307692
887,colegiojoaopaulo,30,0.4528301886792453
888,colegiojoaopaulo,31,0.5996563573883161
889,colegiojoaopaulo,32,0.6489675516224189
890,colegiojoaopaulo,33,0.6074544012688342
891,colegiojoaopaulo,34,0.3744292237442922
892,colegiojoaopaulo,35,0.16666666666666666
893,colegioliceu,23,0.0
894,colegioliceu,24,0.0
895,colegioliceu,25,0.0
896,colegioliceu,27,0.0
897,colegioliceu,28,0.0
898,colegioliceu,29,0.0
899,colegioliceu,30,0.0
900,colegioliceu,32,0.0
901,colegioliceu,33,0.06321839080459771
902,colegioliceu,34,0.0
903,colegioliceu,35,0.0
904,colegiomagnum,23,0.7318435754189944
905,colegiomagnum,33,0.33137254901960783
906,colegiomagnum,34,0.20588235294117646
907,colegiomarilia,23,0.0
908,colegiomarilia,24,0.0
909,colegiomarilia,25,0.0
910,colegiomarilia,30,0.0
911,colegiomarilia,31,0.0
912,colegiomarilia,32,0.0
913,colegiomarilia,33,0.0
914,colegiomarilia,34,0.0
915,colegiomartinus,23,0.0
916,colegiomartinus,24,0.0
917,colegiomartinus,25,0.0
918,colegiomartinus,27,0.0
919,colegiomartinus,28,0.0
920,colegiomartinus,29,0.0
921,colegiomartinus,30,0.0
922,colegiomartinus,32,0.0
923,colegiomartinus,33,0.0
924,colegiomartinus,34,0.0
925,colegiomartinus,35,0.0
926,colegiomodelo,23,0.0
927,colegiomodelo,24,0.0
928,colegiomodelo,25,0.0
929,colegiomodelo,27,0.0
930,colegiomodelo,28,0.0
931,colegiomodelo,29,0.0
932,colegiomodelo,30,0.0
933,colegiomodelo,32,0.0
934,colegiomodelo,33,0.0
935,colegiomodelo,34,0.0
936,colegiomodelo,35,0.0
937,colegiomundial,28,0.32608695652173914
938,colegiomundial,29,0.38461538461538464
939,colegionobre,23,0.0
940,colegionobre,24,0.0
941,colegionobre,25,0.0
942,colegionobre,27,0.0
943,colegionobre,28,0.0
944,colegionobre,29,0.0
945,colegionobre,30,0.0
946,colegionobre,32,0.0
947,colegionobre,33,0.0
948,colegionobre,34,0.0
949,colegionobre,35,0.0
950,colegionovageracao,35,0.2111111111111111
951,colegionovopatio,23,0.56
952,colegionovopatio,25,0.375
953,colegiopadreeustaquio,23,0.0
954,colegiopadreeustaquio,24,0.0
955,colegiopadreeustaquio,25,0.0
956,colegiopadreeustaquio,27,0.0
957,colegiopadreeustaquio,28,0.0
958,colegiopadreeustaquio,29,0.0
959,colegiopadreeustaquio,30,0.0
960,colegiopadreeustaquio,32,0.0
961,colegiopadreeustaquio,33,0.0
962,colegiopadreeustaquio,34,0.0
963,colegiopadreeustaquio,35,0.0
964,colegiopassionista,23,0.0
965,colegiopassionista,24,0.0
966,colegiopassionista,25,0.0
967,colegiopassionista,26,0.0
968,colegiopassionista,27,0.0
969,colegiopassionista,28,0.0
970,colegiopassionista,31,0.0
971,colegiopassionista,32,0.0
972,colegiopassionista,33,0.0
973,colegiopassionista,35,0.0
974,colegiopioxii,30,0.0
975,colegioplanck,23,0.7402597402597403
976,colegioplanck,24,0.5200517464424321
977,colegioplanck,25,0.5798525798525799
978,colegioplanck,28,0.6153846153846154
979,colegioplanck,29,0.8571428571428571
980,colegioplanck,30,0.6594594594594595
981,colegioplanck,31,0.5881656804733728
982,colegioplanck,32,0.627906976744186
983,colegioplanck,33,0.5488867376573088
984,colegioplanck,34,0.1
985,colegioplanck,35,0.71875
986,colegiopremium,23,0.5847457627118644
987,colegiopremium,24,0.6402116402116402
988,colegiopremium,25,0.23333333333333334
989,colegiopremium,26,0.6647058823529411
990,colegiopremium,31,0.2222222222222222
991,colegiopremium,33,0.2489451476793249
992,colegioprogresso,23,0.0
993,colegioprogresso,24,0.0
994,colegioprogresso,25,0.0
995,colegioprogresso,27,0.0
996,colegioprogresso,28,0.0
997,colegioprogresso,29,0.0
998,colegioprogresso,30,0.0
999,colegioprogresso,32,0.0
1000,colegioprogresso,33,0.0
1001,colegioprogresso,34,0.0
1002,colegioprogresso,35,0.0
1003,colegioradar,23,0.0
1004,colegioradar,24,0.0
1005,colegioradar,25,0.0
1006,colegioradar,27,0.0
1007,colegioradar,28,0.0
1008,colegioradar,29,0.0
1009,colegioradar,30,0.0
1010,colegioradar,32,0.0
1011,colegioradar,33,0.0
1012,colegioradar,34,0.0
1013,colegioradar,35,0.0
1014,colegioriobranco,23,0.0
1015,colegioriobranco,24,0.0
1016,colegioriobranco,25,0.0
1017,colegioriobranco,27,0.0
1018,colegioriobranco,28,0.0
1019,colegioriobranco,29,0.0
1020,colegioriobranco,30,0.0
1021,colegioriobranco,32,0.0
1022,colegioriobranco,33,0.0
1023,colegioriobranco,34,0.0
1024,colegioriobranco,35,0.0
1025,colegiosaberviver,23,0.0
1026,colegiosaberviver,24,0.0
1027,colegiosaberviver,25,0.0
1028,colegiosaberviver,27,0.0
1029,colegiosaberviver,28,0.0
1030,colegiosaberviver,29,0.0
1031,colegiosaberviver,30,0.0
1032,colegiosaberviver,32,0.0
1033,colegiosaberviver,33,0.0
1034,colegiosaberviver,34,0.0
1035,colegiosaberviver,35,0.0
1036,colegiosalesianorn,23,0.0
1037,colegiosalesianorn,24,0.0
1038,colegiosalesianorn,25,0.0
1039,colegiosalesianorn,27,0.0
1040,colegiosalesianorn,28,0.0
1041,colegiosalesianorn,29,0.0
1042,colegiosalesianorn,30,0.0
1043,colegiosalesianorn,32,0.0
1044,colegiosalesianorn,33,0.0
1045,colegiosalesianorn,34,0.0
1046,colegiosalesianorn,35,0.0
1047,colegiosantadoroteia,23,0.0
1048,colegiosantadoroteia,24,0.0
1049,colegiosantadoroteia,25,0.0
1050,colegiosantadoroteia,27,0.0
1051,colegiosantadoroteia,28,0.0
1052,colegiosantadoroteia,29,0.0
1053,colegiosantadoroteia,30,0.0
1054,colegiosantadoroteia,32,0.0
1055,colegiosantadoroteia,33,0.0
1056,colegiosantadoroteia,34,0.0
1057,colegiosantadoroteia,35,0.0
1058,colegiosantamaria,23,0.0
1059,colegiosantamaria,24,0.0
1060,colegiosantamaria,25,0.0
1061,colegiosantamaria,27,0.0
1062,colegiosantamaria,28,0.0
1063,colegiosantamaria,29,0.0
1064,colegiosantamaria,30,0.0
1065,colegiosantamaria,32,0.0
1066,colegiosantamaria,33,0.0
1067,colegiosantamaria,34,0.14285714285714285
1068,colegiosantamaria,35,0.0
1069,colegiosaojudas,23,0.0
1070,colegiosaojudas,24,0.0
1071,colegiosaojudas,25,0.0
1072,colegiosaojudas,27,0.0
1073,colegiosaojudas,28,0.0
1074,colegiosaojudas,29,0.0
1075,colegiosaojudas,30,0.0
1076,colegiosaojudas,32,0.0
1077,colegiosaojudas,33,0.0
1078,colegiosaojudas,34,0.0
1079,colegiosaojudas,35,0.0
1080,colegiosaoluis,23,0.0
1081,colegiosaoluis,24,0.0
1082,colegiosaoluis,25,0.0
1083,colegiosaoluis,27,0.0
1084,colegiosaoluis,28,0.0
1085,colegiosaoluis,29,0.0
1086,colegiosaoluis,30,0.0
1087,colegiosaoluis,32,0.0
1088,colegiosaoluis,33,0.0
1089,colegiosaoluis,34,0.0
1090,colegiosaoluis,35,0.0
1091,colegioser,26,0.1678743961352657
1092,colegioser,30,0.0
1093,colegioser,34,0.3691194209891435
1094,colegiosete,23,0.6724565756823822
1095,colegiosete,24,0.12405123339658444
1096,colegiosete,25,0.05084745762711865
1097,colegiosete,29,0.9097222222222222
1098,colegiosete,30,0.8343815513626834
1099,colegiosete,31,0.7733026467203682
1100,colegiosete,32,0.7718120805369127
1101,colegiosete,33,0.7700453857791225
1102,colegiosete,34,0.638112973308504
1103,colegiosete,35,0.6647727272727273
1104,colegiouirapuru,23,0.3868520859671302
1105,colegiouirapuru,24,0.3959731543624161
1106,colegiouirapuru,25,0.25
1107,colegiouirapuru,26,0.4
1108,colegiouirapuru,27,0.0
1109,colegiouirapuru,28,0.0
1110,colegiouirapuru,29,0.028985507246376812
1111,colegiouirapuru,30,0.0
1112,colegiouirapuru,31,0.018404907975460124
1113,colegiouirapuru,32,0.12774193548387097
1114,colegiouirapuru,33,0.25411334552102377
1115,colegiouirapuru,34,0.09235209235209235
1116,colegiouirapuru,35,0.0
1117,colegiounidadejardim,23,0.0
1118,colegiounidadejardim,24,0.0
1119,colegiounidadejardim,25,0.0
1120,colegiounidadejardim,26,0.0
1121,colegiounidadejardim,27,0.0
1122,colegiounidadejardim,28,0.0
1123,colegiounidadejardim,29,0.0
1124,colegiounidadejardim,30,0.0
1125,colegiounidadejardim,31,0.0
1126,colegiounidadejardim,32,0.0
1127,colegiounidadejardim,33,0.0
1128,colegiounidadejardim,34,0.0
1129,colegiounidadejardim,35,0.0
1130,colegiouniverso,23,0.8226164079822617
1131,colegiouniverso,24,0.7194244604316546
1132,colegiouniverso,25,0.34793982995421846
1133,colegiouniverso,26,0.17105263157894737
1134,colegiouniverso,27,0.0
1135,colegiouniverso,32,0.5224719101123596
1136,colegiouniverso,33,0.3969298245614035
1137,colegiouniverso,34,0.0
1138,colegioup,23,0.7152542372881356
1139,colegioup,24,0.7406914893617021
1140,colegioup,25,0.7490909090909091
1141,colegioup,26,0.5137389597644749
1142,colegioup,27,0.07326732673267326
1143,colegioup,28,0.06709451575262544
1144,colegioup,31,0.7833333333333333
1145,colegioup,33,0.5057471264367817
1146,colegioup,35,0.2116788321167883
1147,coleguium,23,0.0
1148,coleguium,24,0.0
1149,coleguium,25,0.0
1150,coleguium,26,0.0
1151,coleguium,27,0.0
1152,coleguium,28,0.0
1153,coleguium,31,0.0
1154,coleguium,32,0.0
1155,colsantamaria,23,0.0
1156,colsantamaria,24,0.0
1157,colsantamaria,25,0.0
1158,colsantamaria,27,0.0
1159,colsantamaria,28,0.0
1160,colsantamaria,29,0.0
1161,colsantamaria,30,0.0
1162,colsantamaria,32,0.0
1163,colsantamaria,33,0.0
1164,colsantamaria,34,0.0
1165,colsantamaria,35,0.0
1166,conexaosaber,23,0.15076923076923077
1167,conexaosaber,24,0.06727037516170763
1168,conexaosaber,25,0.15796897038081806
1169,conexaosaber,26,0.1111111111111111
1170,conexaosaber,30,0.0
1171,conexaosaber,33,0.11336032388663968
1172,conexaosaber,34,0.03763440860215054
1173,conexaosaber,35,0.03225806451612903
1174,conib,23,0.0
1175,conib,24,0.0
1176,conib,25,0.0
1177,conib,26,0.0
1178,conib,27,0.0
1179,conib,28,0.0
1180,conib,31,0.0
1181,conib,32,0.0
1182,contemporaneo,31,0.0
1183,contemporaneo,33,0.0
1184,contemporaneocidadeverde,23,0.323943661971831
1185,contemporaneocidadeverde,28,0.0
1186,contemporaneocidadeverde,30,0.0
1187,contemporaneocidadeverde,31,0.601766004415011
1188,contemporaneocidadeverde,32,0.5388471177944862
1189,contemporaneocidadeverde,33,0.5076335877862596
1190,contemporaneocidadeverde,34,0.08366533864541832
1191,contemporaneolagoanova,23,0.3933649289099526
1192,contemporaneolagoanova,30,0.8940397350993378
1193,contemporaneolagoanova,31,0.7745496804183614
1194,contemporaneolagoanova,32,0.7244897959183674
1195,contemporaneolagoanova,33,0.5485474006116208
1196,contemporaneolagoanova,34,0.12631578947368421
1197,cparaiso,23,0.0
1198,cparaiso,24,0.0
1199,cparaiso,25,0.0
1200,cparaiso,27,0.0
1201,cparaiso,28,0.0
1202,cparaiso,29,0.0
1203,cparaiso,30,0.0
1204,cparaiso,32,0.5
1205,cparaiso,33,0.0
1206,cparaiso,34,0.0625
1207,cparaiso,35,0.0
1208,crb,23,0.8417618270799347
1209,crb,24,0.4985063752276867
1210,crb,25,0.7089820359281437
1211,crb,26,0.3820662768031189
1212,crb,29,0.0
1213,crb,31,0.09473807023684518
1214,crb,32,0.11199128626596692
1215,crb,33,0.19310344827586207
1216,crb,34,0.096045197740113
1217,crb,35,0.07086614173228346
1218,crescercampinas,23,0.6234915526950925
1219,crescercampinas,24,0.4128166915052161
1220,crescercampinas,25,0.3149448345035105
1221,crescercampinas,26,0.0875
1222,crescercampinas,30,0.8666666666666667
1223,crescercampinas,31,0.37682403433476397
1224,crescercampinas,32,0.3565365025466893
1225,crescercampinas,33,0.7593868029326817
1226,crescercampinas,34,0.1163141993957704
1227,crescercampinas,35,0.0
1228,cruzeiro,23,0.0
1229,cruzeiro,24,0.0
1230,cruzeiro,25,0.0
1231,cruzeiro,27,0.0
1232,cruzeiro,28,0.0
1233,cruzeiro,29,0.0
1234,cruzeiro,30,0.0
1235,cruzeiro,32,0.0
1236,cruzeiro,33,0.0
1237,cruzeiro,34,0.0
1238,cruzeiro,35,0.0
1239,culturainglesa,30,0.0
1240,cursinhoeach,25,0.20408163265306123
1241,cursobase,24,0.0
1242,cursobase,25,1.0
1243,cursobase,34,0.0
1244,cursoenfase,23,0.20588235294117646
1245,cursoenfase,24,0.56
1246,cursoenfase,25,0.3125
1247,cursoenfase,33,0.20430107526881722
1248,cursoenfase,34,0.11267605633802817
1249,cursoisfera,23,0.4
1250,cursoisfera,24,0.39436619718309857
1251,cursoisfera,25,0.25980392156862747
1252,cursoisfera,26,0.41743119266055045
1253,cursoisfera,27,0.42105263157894735
1254,cursoisfera,28,0.35384615384615387
1255,cursoisfera,29,0.3333333333333333
1256,cursoisfera,30,0.4
1257,cursoisfera,31,0.4
1258,cursoisfera,32,0.4748858447488584
1259,cursoisfera,33,0.40106951871657753
1260,cursoisfera,34,0.3779264214046823
1261,cursoleopoldo,32,0.3178294573643411
1262,cursoleopoldo,34,0.18604651162790697
1263,cursoprogressao,30,0.0
1264,cursoprogressao,32,1.0
1265,cursosazambuja,23,0.5892857142857143
1266,cursosazambuja,24,0.9444444444444444
1267,cursosazambuja,25,0.7333333333333333
1268,cursosazambuja,26,0.4189189189189189
1269,cursosazambuja,27,0.3783783783783784
1270,cursosazambuja,28,0.5789473684210527
1271,cursosazambuja,29,0.6274509803921569
1272,cursosazambuja,30,0.4358974358974359
1273,cursosazambuja,31,0.3611111111111111
1274,cursosazambuja,33,0.6721311475409836
1275,cursosazambuja,34,0.5397923875432526
1276,cursosazambuja,35,0.05333333333333334
1277,dante,23,0.0
1278,dante,24,0.0
1279,dante,25,0.0
1280,dante,27,0.0
1281,dante,28,0.0
1282,dante,29,0.0
1283,dante,30,0.0
1284,dante,32,0.0
1285,dante,33,0.0
1286,dante,34,0.0
1287,dante,35,0.0
1288,dantealighieri,23,0.0
1289,dantealighieri,24,0.0
1290,dantealighieri,25,0.0
1291,dantealighieri,27,0.0
1292,dantealighieri,28,0.0
1293,dantealighieri,29,0.0
1294,dantealighieri,30,0.0
1295,dantealighieri,32,0.0
1296,dantealighieri,33,0.0
1297,dantealighieri,34,0.0
1298,dantealighieri,35,0.0
1299,darwin,23,0.0
1300,darwin,24,0.0
1301,darwin,25,0.0
1302,darwin,27,0.0
1303,darwin,28,0.0
1304,darwin,29,0.0
1305,darwin,30,0.0
1306,darwin,31,0.0
1307,darwin,32,0.0
1308,darwin,33,0.0
1309,darwin,34,0.0
1310,darwin,35,0.0
1311,delta,30,0.0
1312,deltaeducacional,23,0.5614754098360656
1313,deltaeducacional,24,0.483739837398374
1314,deltaeducacional,25,0.38934426229508196
1315,deltaeducacional,26,0.0935672514619883
1316,deltaeducacional,32,0.0
1317,deltaeducacional,33,0.0
1318,deltaeducacional,34,0.0
1319,deltaeducacional,35,0.0
1320,demo,23,0.0
1321,demo,24,0.0
1322,demo,25,0.0
1323,demo,26,0.0
1324,demo,27,0.0
1325,demo,28,0.0
1326,demo,31,0.0
1327,demo,32,0.0
1328,dionysia,23,0.0
1329,dionysia,24,0.0
1330,dionysia,25,0.0
1331,dionysia,26,0.0
1332,dionysia,27,0.0
1333,dionysia,28,0.0
1334,dionysia,31,0.0
1335,dionysia,32,0.0
1336,dionysia,33,0.0
1337,dionysia,35,0.0
1338,dokimos,23,0.0
1339,dokimos,24,0.0
1340,dokimos,25,0.0
1341,dokimos,26,0.0
1342,dokimos,27,0.0
1343,dokimos,28,0.0
1344,dokimos,31,0.0
1345,dokimos,32,0.0
1346,dokimos,33,0.0
1347,dokimos,35,0.0
1348,dombosco,23,0.0
1349,dombosco,24,0.0
1350,dombosco,25,0.0
1351,dombosco,26,0.0
1352,dombosco,27,0.0
1353,dombosco,28,0.0
1354,dombosco,31,0.0
1355,dombosco,32,0.0
1356,dombosco,33,0.0
1357,dombosco,35,0.0
1358,dominius,23,0.0
1359,dominius,24,0.0
1360,dominius,25,0.0
1361,dominius,26,0.0
1362,dominius,27,0.0
1363,dominius,29,0.0
1364,dominius,31,0.0
1365,dominius,32,0.0
1366,dominius,33,0.0
1367,dominius,34,0.0
1368,dominius,35,0.0
1369,dommga,25,0.5460526315789473
1370,domus,23,0.24509803921568626
1371,domus,33,0.5588235294117647
1372,domus,34,0.35294117647058826
1373,eacorcovado,23,0.5357142857142857
1374,eacorcovado,24,0.408
1375,eacorcovado,25,0.5432098765432098
1376,eacorcovado,30,0.0
1377,eacorcovado,31,0.6666666666666666
1378,eacorcovado,32,0.4716981132075472
1379,eacorcovado,33,0.25263157894736843
1380,eacorcovado,35,0.075
1381,eccos,23,0.0
1382,eccos,24,0.6175115207373272
1383,eccos,25,0.7735042735042735
1384,eccos,26,0.7540983606557377
1385,eccos,27,0.0
1386,eccos,28,0.0
1387,eccos,30,0.0
1388,eccos,31,0.7580645161290323
1389,eccos,32,0.8026315789473685
1390,eccos,33,0.65625
1391,eccos,34,0.8027777777777778
1392,eccos,35,0.14285714285714285
1393,educamais,24,0.0
1394,educamais,33,0.0
1395,educandarioterciocorreia,23,0.8
1396,educandarioterciocorreia,24,0.5735294117647058
1397,educandarioterciocorreia,25,0.60625
1398,educandarioterciocorreia,26,0.43670886075949367
1399,educandarioterciocorreia,31,0.3235294117647059
1400,educandarioterciocorreia,32,0.0
1401,educandarioterciocorreia,33,0.29310344827586204
1402,educandarioterciocorreia,34,0.04854368932038835
1403,educandarioterciocorreia,35,0.05
1404,educarse,32,0.037037037037037035
1405,educarse,33,0.18518518518518517
1406,eduqo,23,0.0
1407,eduqo,24,0.0
1408,eduqo,25,0.0
1409,eduqo,26,0.0
1410,eduqo,27,0.0
1411,eduqo,28,0.0
1412,eduqo,29,0.0
1413,eduqo,30,0.0
1414,eduqo,31,0.0
1415,eduqo,32,0.0
1416,eduqo,33,0.0
1417,eduqo,34,0.0
1418,eduqo,35,0.0
1419,einsteinassis,23,0.5235294117647059
1420,einsteinassis,24,0.4551971326164875
1421,einsteinassis,25,0.33170731707317075
1422,einsteinassis,30,0.0
1423,einsteinassis,32,0.20930232558139536
1424,einsteinassis,35,0.0
1425,elitecuritiba,23,0.15637065637065636
1426,elitecuritiba,24,0.0
1427,elitecuritiba,25,0.0
1428,elitecuritiba,26,0.0
1429,elitecuritiba,27,0.0
1430,elitecuritiba,29,0.0
1431,elitecuritiba,30,0.0
1432,elitecuritiba,31,0.0
1433,elitecuritiba,32,0.0
1434,elitecuritiba,33,0.0
1435,elitecuritiba,34,0.0
1436,elitecuritibaemilianoperneta,23,0.7411003236245954
1437,elitecuritibaemilianoperneta,24,0.762962962962963
1438,elitecuritibaemilianoperneta,25,0.44166666666666665
1439,elitecuritibaemilianoperneta,26,0.44314868804664725
1440,elitecuritibaemilianoperneta,27,0.3467741935483871
1441,elitecuritibaemilianoperneta,29,0.7611940298507462
1442,elitecuritibaemilianoperneta,30,0.509090909090909
1443,elitecuritibaemilianoperneta,31,0.22085889570552147
1444,elitecuritibaemilianoperneta,32,0.6601941747572816
1445,elitecuritibaemilianoperneta,33,0.4485294117647059
1446,elitecuritibaemilianoperneta,34,0.4230769230769231
1447,elitecuritibaemilianoperneta,35,0.0
1448,eluneonline,26,0.5
1449,eluneonline,27,0.0
1450,elvirabrandao,23,0.0
1451,elvirabrandao,24,0.0
1452,elvirabrandao,25,0.0
1453,elvirabrandao,27,0.0
1454,elvirabrandao,28,0.0
1455,elvirabrandao,29,0.0
1456,elvirabrandao,30,0.0
1457,elvirabrandao,32,0.0
1458,elvirabrandao,33,0.0
1459,elvirabrandao,34,0.0
1460,elvirabrandao,35,0.0
1461,ensinando,23,0.0
1462,ensinando,24,0.0
1463,ensinando,25,0.0
1464,ensinando,26,0.0
1465,ensinando,27,0.0
1466,ensinando,28,0.0
1467,ensinando,31,0.0
1468,ensinando,32,0.0
1469,ensinando,33,0.0
1470,ensinando,35,0.0
1471,equipe,23,0.0
1472,equipe,24,0.0
1473,equipe,25,0.0
1474,equipe,27,0.0
1475,equipe,28,0.0
1476,equipe,29,0.0
1477,equipe,30,0.0
1478,equipe,32,0.0
1479,equipe,33,0.0
1480,equipe,34,0.0
1481,equipe,35,0.0
1482,equipea,23,0.0
1483,equipea,24,0.0
1484,equipea,25,0.0
1485,equipea,26,0.0
1486,equipea,27,0.0
1487,equipea,28,0.0
1488,equipea,31,0.0
1489,equipea,32,0.0
1490,equipea,33,0.0
1491,equipea,35,0.0
1492,escola,34,0.0
1493,escolaalpha,23,0.0
1494,escolaalpha,24,0.0
1495,escolaalpha,25,0.0
1496,escolaalpha,26,0.0
1497,escolaalpha,27,0.0
1498,escolaalpha,28,0.0
1499,escolaalpha,31,0.0
1500,escolaalpha,32,0.0
1501,escolaalpha,33,0.0
1502,escolaalpha,35,0.0
1503,escolacastanheiras,23,0.0
1504,escolacastanheiras,24,0.0
1505,escolacastanheiras,25,0.0
1506,escolacastanheiras,26,0.0
1507,escolacastanheiras,27,0.0
1508,escolacastanheiras,28,0.0
1509,escolacastanheiras,29,0.0
1510,escolacastanheiras,30,0.0
1511,escolacastanheiras,31,0.0
1512,escolacastanheiras,32,0.0
1513,escolacastanheiras,33,0.0
1514,escolacastanheiras,34,0.0
1515,escolacastanheiras,35,0.0
1516,escolaceciliameireles,23,0.29411764705882354
1517,escolaceciliameireles,24,0.058823529411764705
1518,escolaceciliameireles,26,0.09016393442622951
1519,escolaceciliameireles,27,0.15503875968992248
1520,escolaceciliameireles,28,0.4444444444444444
1521,escolaceciliameireles,30,0.058823529411764705
1522,escolaceciliameireles,31,0.24615384615384617
1523,escolaceciliameireles,32,0.19540229885057472
1524,escolaceciliameireles,33,0.1956521739130435
1525,escolaceciliameireles,35,0.125
1526,escoladeimpacto,28,0.0
1527,escoladofuturo,23,0.0
1528,escoladofuturo,24,0.0
1529,escoladofuturo,25,0.0
1530,escoladofuturo,27,0.0
1531,escoladofuturo,28,0.0
1532,escoladofuturo,29,0.0
1533,escoladofuturo,30,0.0
1534,escoladofuturo,32,0.0
1535,escoladofuturo,33,0.0
1536,escoladofuturo,34,0.0
1537,escoladofuturo,35,0.0
1538,escoladomingossavio,23,0.0
1539,escoladomingossavio,24,0.0
1540,escoladomingossavio,25,0.0
1541,escoladomingossavio,26,0.0
1542,escoladomingossavio,27,0.0
1543,escoladomingossavio,28,0.0
1544,escoladomingossavio,31,0.0
1545,escoladomingossavio,32,0.0
1546,escoladomingossavio,33,0.0
1547,escoladomingossavio,35,0.0
1548,escolaidaam,23,0.0
1549,escolaidaam,24,0.0
1550,escolaidaam,25,0.0
1551,escolaidaam,27,0.0
1552,escolaidaam,28,0.0
1553,escolaidaam,29,0.0
1554,escolaidaam,30,0.0
1555,escolaidaam,32,0.0
1556,escolaidaam,33,0.0
1557,escolaidaam,34,0.0
1558,escolaidaam,35,0.0
1559,escolainternacional,23,0.0
1560,escolainternacional,24,0.0
1561,escolainternacional,25,0.0
1562,escolainternacional,27,0.0
1563,escolainternacional,28,0.0
1564,escolainternacional,29,0.0
1565,escolainternacional,30,0.0
1566,escolainternacional,32,0.0
1567,escolainternacional,33,0.0
1568,escolainternacional,34,0.0
1569,escolainternacional,35,0.0
1570,escolajardimdasnacoes,23,0.0
1571,escolajardimdasnacoes,24,0.0
1572,escolajardimdasnacoes,25,0.0
1573,escolajardimdasnacoes,27,0.0
1574,escolajardimdasnacoes,28,0.0
1575,escolajardimdasnacoes,29,0.0
1576,escolajardimdasnacoes,30,0.0
1577,escolajardimdasnacoes,32,0.0
1578,escolajardimdasnacoes,33,0.0
1579,escolajardimdasnacoes,34,0.0
1580,escolajardimdasnacoes,35,0.0
1581,escolamaster,23,0.3741721854304636
1582,escolamaster,24,0.4383561643835616
1583,escolamaster,25,0.4708171206225681
1584,escolamaster,26,0.2631578947368421
1585,escolamaster,31,0.13333333333333333
1586,escolamaster,33,0.20146520146520147
