,namespace,Semana,Número de AAs por turma
784,mariliamattoso,32,2.75
785,mariliamattoso,33,2.5833333333333335
786,mariliamattoso,34,2.25
787,mariliamattoso,35,1.25
788,master,23,0.32061068702290074
789,master,24,0.4658385093167702
790,master,25,0.25728155339805825
791,master,26,0.3918918918918919
792,master,27,0.21830985915492956
793,master,28,0.12359550561797752
794,master,29,0.14285714285714285
795,master,31,0.2804232804232804
796,master,32,0.21153846153846154
797,master,33,0.26291079812206575
798,master,34,0.31343283582089554
799,master,35,0.7222222222222222
800,meta,30,1.0
801,minhalista,24,2.0
802,minhalista,25,5.0
803,minhalista,32,2.0
804,moaciralves,33,1.0
805,moaciralves,34,0.5
806,montessori,23,0.3333333333333333
807,montessori,33,0.3333333333333333
808,montessori,34,0.3333333333333333
809,murilorocha,31,0.25
810,murilorocha,32,0.5
811,murilorocha,35,0.5
812,navegasas,27,1.0
813,novotempo,23,0.16666666666666666
814,novotempo,24,1.0
815,novotempo,33,0.16666666666666666
816,novotempo,34,0.16666666666666666
817,nucleocriativo,23,4.2
818,nucleocriativo,24,4.8
819,nucleocriativo,25,6.75
820,nucleocriativo,32,2.0
821,nucleocriativo,34,1.9
822,nucleocriativo,35,4.1
823,nucleopva,28,2.0
824,objetivolorena,23,2.0
825,objetivolorena,24,1.7142857142857142
826,objetivolorena,25,0.9333333333333333
827,objetivolorena,26,0.9607843137254902
828,objetivolorena,31,1.0
829,objetivolorena,32,2.5294117647058822
830,objetivolorena,33,2.36
831,objetivolorena,34,2.409090909090909
832,objetivolorena,35,1.25
833,objetivoteresina,24,1.0
834,objetivoteresina,28,1.0
835,oficinadoestudante,23,1.0833333333333333
836,oficinadoestudante,24,0.7857142857142857
837,oficinadoestudante,25,1.0
838,oficinadoestudante,26,1.3333333333333333
839,osequim,34,1.0
840,overabelcabral,23,1.7333333333333334
841,overabelcabral,24,2.9310344827586206
842,overabelcabral,25,4.208333333333333
843,overabelcabral,26,2.75
844,overabelcabral,27,2.0
845,overabelcabral,28,0.5
846,overabelcabral,29,0.5
847,overabelcabral,30,0.8
848,overabelcabral,31,1.4375
849,overabelcabral,32,1.0
850,overabelcabral,33,1.5
851,overabelcabral,34,1.9230769230769231
852,overabelcabral,35,1.3333333333333333
853,overjoaopessoa,23,0.8571428571428571
854,overjoaopessoa,24,13.0
855,overjoaopessoa,25,7.6
856,overjoaopessoa,26,5.333333333333333
857,overjoaopessoa,32,2.0
858,overjoaopessoa,33,0.75
859,overjoaopessoa,34,1.1428571428571428
860,overjoaopessoa,35,2.6666666666666665
861,overlimaesilva,23,1.0
862,overlimaesilva,24,2.3333333333333335
863,overlimaesilva,25,0.8333333333333334
864,overlimaesilva,26,1.3333333333333333
865,overlimaesilva,31,1.0
866,overlimaesilva,32,1.0
867,overlimaesilva,33,1.4285714285714286
868,overlimaesilva,34,2.5555555555555554
869,overlimaesilva,35,1.0
870,overmarciliofurtado,23,1.6666666666666667
871,overmarciliofurtado,24,5.230769230769231
872,overmarciliofurtado,25,5.583333333333333
873,overmarciliofurtado,26,3.9285714285714284
874,overmarciliofurtado,27,5.666666666666667
875,overmarciliofurtado,28,0.75
876,overmarciliofurtado,29,0.75
877,overmarciliofurtado,30,1.0
878,overmarciliofurtado,31,1.7272727272727273
879,overmarciliofurtado,32,1.7
880,overmarciliofurtado,33,1.6818181818181819
881,overmarciliofurtado,34,1.6
882,overmarciliofurtado,35,2.25
883,overmossoro,23,0.8181818181818182
884,overmossoro,24,3.7142857142857144
885,overmossoro,25,5.142857142857143
886,overmossoro,26,7.8
887,overmossoro,30,1.0
888,overmossoro,31,1.2
889,overmossoro,32,1.6666666666666667
890,overmossoro,33,1.4
891,overmossoro,34,0.875
892,overmossoro,35,2.1666666666666665
893,overnascimentodecastro,23,0.2
894,overnascimentodecastro,25,2.0
895,overnascimentodecastro,27,0.6
896,overnascimentodecastro,33,0.14285714285714285
897,overnascimentodecastro,34,0.14285714285714285
898,overpontanegra,23,2.3125
899,overpontanegra,24,3.857142857142857
900,overpontanegra,25,5.0
901,overpontanegra,26,3.0
902,overpontanegra,28,1.0
903,overpontanegra,29,1.0
904,overpontanegra,31,2.5
905,overpontanegra,32,1.1428571428571428
906,overpontanegra,33,1.15
907,overpontanegra,34,2.25
908,overpontanegra,35,1.75
909,overzonanorte,23,2.0
910,overzonanorte,24,4.866666666666666
911,overzonanorte,25,5.909090909090909
912,overzonanorte,26,3.6923076923076925
913,overzonanorte,27,0.4
914,overzonanorte,30,1.0
915,overzonanorte,31,1.6666666666666667
916,overzonanorte,32,1.8571428571428572
917,overzonanorte,33,1.4444444444444444
918,overzonanorte,34,2.4705882352941178
919,overzonanorte,35,1.8
920,pauloviana,31,0.5
921,pearson,31,1.0
922,pesenglish,34,1.0
923,physicsalcindocacela,23,0.29411764705882354
924,physicsalcindocacela,24,0.6666666666666666
925,physicsalcindocacela,25,8.25
926,physicsalcindocacela,27,0.16666666666666666
927,physicsalcindocacela,33,0.14285714285714285
928,physicsalcindocacela,34,0.3157894736842105
929,physicsalmirantebarroso,23,1.8333333333333333
930,physicsalmirantebarroso,24,1.7333333333333334
931,physicsalmirantebarroso,25,4.214285714285714
932,physicsalmirantebarroso,26,1.0
933,physicsalmirantebarroso,33,0.625
934,physicsalmirantebarroso,34,0.25
935,physicsaugustomontenegro,23,1.8888888888888888
936,physicsaugustomontenegro,24,1.0
937,physicsaugustomontenegro,25,6.857142857142857
938,physicsaugustomontenegro,26,3.7142857142857144
939,physicsaugustomontenegro,33,0.625
940,physicsaugustomontenegro,34,0.25
941,physicsbatistacampos,23,0.9
942,physicsbatistacampos,24,1.0
943,physicsbatistacampos,25,1.625
944,physicsbatistacampos,26,5.0
945,physicsbatistacampos,32,0.5
946,physicsbatistacampos,33,0.5
947,physicscidadenova,23,0.8125
948,physicscidadenova,24,0.6666666666666666
949,physicscidadenova,25,3.5
950,physicscidadenova,26,6.0
951,physicscidadenova,33,0.38461538461538464
952,physicscidadenova,34,0.125
953,physicsconselheirofurtado,23,0.8181818181818182
954,physicsconselheirofurtado,25,4.363636363636363
955,physicsconselheirofurtado,26,2.0
956,physicsconselheirofurtado,31,0.16666666666666666
957,physicsconselheirofurtado,32,0.16666666666666666
958,physicsconselheirofurtado,33,0.1
959,physicsconselheirofurtado,34,0.1
960,physicsmacapa,23,2.2
961,physicsmacapa,25,7.428571428571429
962,physicsmacapa,33,0.625
963,physicsmacapa,34,0.25
964,physicsumarizal,23,2.1666666666666665
965,physicsumarizal,24,1.9230769230769231
966,physicsumarizal,25,4.6923076923076925
967,physicsumarizal,26,4.2
968,physicsumarizal,33,0.7142857142857143
969,physicsumarizal,34,0.3333333333333333
970,pioxi,23,1.3823529411764706
971,pioxi,24,1.48
972,pioxi,25,0.9166666666666666
973,pioxi,26,0.8888888888888888
974,pioxi,34,0.36363636363636365
975,pioxi,35,0.5454545454545454
976,pioxiicolegio,23,1.0
977,pioxiicolegio,30,0.625
978,pioxiicolegio,31,0.8571428571428571
979,pioxiicolegio,32,1.6
980,pioxiicolegio,33,1.2
981,pioxiicolegio,34,0.8
982,pioxiicolegio,35,0.5
983,plannetaosasco,27,0.25
984,plannetataboao,28,0.45506692160611856
985,poliedro,24,1.0
986,poliedro,25,0.3333333333333333
987,poliedro,27,0.2
988,poliedro,29,1.0
989,poliedro,32,1.3333333333333333
990,poliedro,33,0.25
991,poliedro,35,1.0
992,poliedropv,23,0.5
993,poliedropv,24,0.8
994,poliedropv,25,0.5
995,poliedropv,26,0.5
996,poliedropv,28,0.75
997,poliedropv,29,0.3333333333333333
998,poliedropv,30,0.3333333333333333
999,poliedropv,31,0.3333333333333333
1000,poliedropv,32,0.75
1001,poliedropv,34,0.3333333333333333
1002,poliedrotreinamento,34,1.0
1003,portinari,23,0.38461538461538464
1004,portinari,24,0.38461538461538464
1005,portinari,26,0.9090909090909091
1006,portinari,27,0.5357142857142857
1007,portinari,28,0.5
1008,portinari,29,0.7083333333333334
1009,portinari,30,0.5
1010,portinari,31,0.4838709677419355
1011,portinari,32,0.4838709677419355
1012,portinari,33,0.4864864864864865
1013,portinari,34,0.5121951219512195
1014,portinari,35,0.5833333333333334
1015,porto,23,1.3076923076923077
1016,porto,24,1.12
1017,porto,25,1.4482758620689655
1018,porto,26,1.0
1019,porto,27,0.3333333333333333
1020,porto,28,0.25
1021,porto,31,1.0
1022,porto,32,1.8095238095238095
1023,porto,33,2.0434782608695654
1024,porto,34,3.0
1025,porto,35,1.9
1026,portoseguro,34,1.0
1027,portoseguro,35,0.6190476190476191
1028,positivoon,28,1.0
1029,prevest,32,1.0
1030,prevest,34,1.0
1031,primeirodemaio,31,1.0
1032,primeirodemaio,32,1.0
1033,prismapatrocinio,23,2.05
1034,prismapatrocinio,24,2.5
1035,prismapatrocinio,25,2.0
1036,prismapatrocinio,26,1.75
1037,prismapatrocinio,27,1.05
1038,prismapatrocinio,28,1.0
1039,prismapatrocinio,30,0.4
1040,prismapatrocinio,31,1.3333333333333333
1041,prismapatrocinio,32,1.6842105263157894
1042,prismapatrocinio,33,3.4210526315789473
1043,prismapatrocinio,34,2.6666666666666665
1044,prismapatrocinio,35,0.8571428571428571
1045,profederal,23,1.5
1046,profederal,24,0.5
1047,profederal,25,0.75
1048,profederal,26,1.0
1049,profederal,27,0.75
1050,profederal,29,1.0
1051,profederal,30,1.0
1052,profederal,31,12.0
1053,profederal,32,3.6666666666666665
1054,profederal,33,2.2857142857142856
1055,profederal,34,1.875
1056,profederal,35,1.5
1057,progressaodc,23,2.3636363636363638
1058,progressaodc,24,1.7142857142857142
1059,progressaodc,25,6.666666666666667
1060,progressaodc,26,5.666666666666667
1061,progressaodc,27,3.6666666666666665
1062,progressaodc,28,1.6666666666666667
1063,progressaodc,30,1.0
1064,progressaodc,31,4.5
1065,progressaodc,32,7.333333333333333
1066,progressaodc,33,10.333333333333334
1067,progressaodc,34,1.25
1068,progressaodc,35,1.0666666666666667
1069,progressaoig,23,1.2857142857142858
1070,progressaoig,24,1.0
1071,progressaoig,25,1.2857142857142858
1072,progressaoig,26,2.2
1073,progressaoig,27,2.1666666666666665
1074,progressaoig,28,0.75
1075,progressaoig,30,1.0
1076,progressaoig,31,2.1666666666666665
1077,progressaoig,32,3.3333333333333335
1078,progressaoig,33,7.0
1079,progressaoig,34,1.1176470588235294
1080,progressaoig,35,1.0
1081,provaspoliedro,23,0.6756756756756757
1082,provaspoliedro,24,1.0813953488372092
1083,provaspoliedro,25,0.8360655737704918
1084,provaspoliedro,26,0.9
1085,provaspoliedro,27,2.888888888888889
1086,provaspoliedro,28,0.5333333333333333
1087,provaspoliedro,30,0.7543859649122807
1088,provaspoliedro,31,0.7611940298507462
1089,provaspoliedro,32,0.8695652173913043
1090,provaspoliedro,33,1.105263157894737
1091,provaspoliedro,34,1.184782608695652
1092,provaspoliedro,35,0.7924528301886793
1093,psantagema,23,2.6666666666666665
1094,psantagema,24,2.8333333333333335
1095,psantagema,25,1.0833333333333333
1096,psantagema,26,1.0
1097,psantagema,30,3.0
1098,psantagema,32,0.6666666666666666
1099,psantagema,33,1.2916666666666667
1100,psantagema,34,0.6
1101,psantagema,35,1.5
1102,qescola,23,2.8
1103,qescola,24,1.0
1104,qescola,25,1.0
1105,qescola,26,1.75
1106,qescola,27,0.8
1107,qescola,28,0.8947368421052632
1108,qescola,29,1.2
1109,qescola,30,0.9444444444444444
1110,qescola,31,1.25
1111,qescola,32,1.3333333333333333
1112,qescola,33,1.2
1113,qescola,34,2.0
1114,qescola,35,2.4285714285714284
1115,qescola.qmagico.com.br,25,1.0
1116,rede,35,1.0
1117,saberviver,32,0.25
1118,saea,33,1.0
1119,saea,35,1.0
1120,sagradafamilia,33,1.0
1121,sagradafamilia,34,2.5
1122,santadoroteia,23,1.0
1123,santadoroteia,33,1.0
1124,santadoroteia,34,2.0
1125,santamariacn,25,0.5
1126,santamariacn,26,1.0
1127,santamariacn,27,1.25
1128,santamariacn,28,1.0
1129,santamariacn,29,0.75
1130,santamariacn,30,0.5
1131,santamariacn,31,0.75
1132,santamariacn,32,0.5
1133,santamariacn,33,0.5
1134,santamariacn,34,0.5
1135,santoagostinho,24,1.0
1136,santoamerico,23,1.2424242424242424
1137,santoamerico,24,1.7575757575757576
1138,santoamerico,25,0.8888888888888888
1139,santoamerico,26,0.26666666666666666
1140,santoamerico,27,0.85
1141,santoamerico,28,2.0
1142,santoamerico,30,1.0
1143,santoamerico,31,1.2666666666666666
1144,santoamerico,32,1.1875
1145,santoamerico,33,0.7894736842105263
1146,santoamerico,34,0.6
1147,santoamerico,35,1.0
1148,santoantonio,23,2.0
1149,santoantonio,27,0.3333333333333333
1150,sas,23,6.0
1151,sas,25,1.0
1152,sas,29,1.0
1153,sas,30,2.0
1154,sas,31,2.0
1155,sas,32,6.0
1156,sas,33,10.0
1157,sasadapt,25,2.0
1158,sasadaptem,23,1.0
1159,sasadaptem,25,0.5
1160,saseducacao,23,5.0
1161,seletivoeducallis,23,0.5
1162,seletivoeducallis,26,1.0
1163,seletivoeducallis,28,1.0
1164,seletivoeducallis,32,1.0
1165,serios,24,1.0
1166,simbios,23,0.3333333333333333
1167,simbios,33,0.3333333333333333
1168,simbios,34,0.3333333333333333
1169,simuladoita,26,1.5
1170,sobral,29,1.0
1171,souhabilis,23,0.5
1172,souhabilis,24,0.5
1173,souhabilis,25,2.0
1174,souhabilis,26,1.6666666666666667
1175,souhabilis,29,0.3333333333333333
1176,souhabilis,30,0.6666666666666666
1177,souhabilis,31,0.6666666666666666
1178,souhabilis,32,1.0
1179,souhabilis,33,0.3333333333333333
1180,souhabilis,34,1.0
1181,souhabilis,35,0.3333333333333333
1182,spdacruz,23,0.7857142857142857
1183,spdacruz,24,2.0303030303030303
1184,spdacruz,25,1.4473684210526316
1185,spdacruz,26,0.5454545454545454
1186,spdacruz,31,0.5882352941176471
1187,spdacruz,32,2.6216216216216215
1188,spdacruz,33,1.6818181818181819
1189,spdacruz,34,1.0
1190,spdacruz,35,0.6666666666666666
1191,stellamarisaguaverde,23,1.0
1192,stellamarisaguaverde,24,1.0833333333333333
1193,stellamarisaguaverde,25,2.0
1194,stellamarisaguaverde,26,2.5555555555555554
1195,stellamarisaguaverde,33,0.5384615384615384
1196,stellamarisaguaverde,34,0.46153846153846156
1197,stellamarisaguaverde,35,0.5384615384615384
1198,stellamarisjuveve,23,1.962962962962963
1199,stellamarisjuveve,24,2.2333333333333334
1200,stellamarisjuveve,25,2.7
1201,stellamarisjuveve,26,4.173913043478261
1202,stellamarisjuveve,27,0.5
1203,stellamarisjuveve,29,18.0
1204,stellamarisjuveve,31,1.0
1205,stellamarisjuveve,32,1.8
1206,stellamarisjuveve,33,1.1071428571428572
1207,stellamarisjuveve,34,1.1071428571428572
1208,stellamarisjuveve,35,1.25
1209,stellamarisxaxim,23,1.7777777777777777
1210,stellamarisxaxim,24,3.235294117647059
1211,stellamarisxaxim,25,4.25
1212,stellamarisxaxim,26,4.625
1213,stellamarisxaxim,27,1.0
1214,stellamarisxaxim,29,14.0
1215,stellamarisxaxim,31,1.0
1216,stellamarisxaxim,32,1.6666666666666667
1217,stellamarisxaxim,33,1.0
1218,stellamarisxaxim,34,0.8333333333333334
1219,stellamarisxaxim,35,0.9444444444444444
1220,studos,30,1.0
1221,testevictorhugo,32,1.0
1222,testevictorhugo,35,0.4
1223,universitariolondrina,23,2.3125
1224,universitariolondrina,24,2.323529411764706
1225,universitariolondrina,25,2.533333333333333
1226,universitariolondrina,26,3.52
1227,universitariolondrina,27,2.0
1228,universitariolondrina,28,0.3333333333333333
1229,universitariolondrina,29,1.5
1230,universitariolondrina,30,2.0
1231,universitariolondrina,31,1.5806451612903225
1232,universitariolondrina,32,1.3448275862068966
1233,universitariolondrina,33,0.8333333333333334
1234,universitariolondrina,34,1.0232558139534884
1235,universitariolondrina,35,0.5
1236,universobarcarena,23,3.590909090909091
1237,universobarcarena,24,6.8125
1238,universobarcarena,25,2.6818181818181817
1239,universobarcarena,26,2.3076923076923075
1240,universobarcarena,27,1.0
1241,universobarcarena,28,0.8235294117647058
1242,universobarcarena,29,0.75
1243,universobarcarena,30,2.1052631578947367
1244,universobarcarena,31,5.681818181818182
1245,universobarcarena,34,1.0
1246,universobarcarena,35,0.5
1247,villalobos,23,2.111111111111111
1248,villalobos,24,1.9375
1249,villalobos,25,2.857142857142857
1250,villalobos,26,1.3636363636363635
1251,villalobos,27,1.2
1252,villalobos,30,2.0
1253,villalobos,31,1.3846153846153846
1254,villalobos,32,2.2941176470588234
1255,villalobos,33,2.2857142857142856
1256,villalobos,34,1.8333333333333333
1257,villalobos,35,1.25
1258,vitae,23,1.6
1259,vitae,28,10.0
1260,wilsondeandradebarreto,35,1.0
