,namespace,Semana,Porcentagem de engajamento em AAs,Número de AAs por turma,Média de exercícios de AA por turma,Tempo de correção por aluno por questão,Tempo médio entre criação e publicação de AA por questão,Tempo médio entre publicação e ínicio de AA,Porcentagem de visualização de relatórios de AA,Porcentagem de relatórios de AA visualizados por docente
1221,charlesdarwin,27.0,0.0,1.0,3.0,0,0 days 00:01:29.039521666,-1 days +23:57:48.180259,0.0,0.0
1222,simbios,34.0,0.0,0.3333333333333333,90.0,0,0 days 00:01:21.012204300,1 days 21:33:22.925818,0.0,0.0
1223,amais,34.0,0.0,1.0,85.0,0,0 days 00:00:40.128039237,1 days 12:54:10.397890,0.0,0.0
1224,sobral,29.0,0.0,1.0,7.0,0,0 days 00:00:04.640015,0 days 00:03:41.198004,0.0,0.0
1225,colegioriobranco,27.0,0.0,1.0,2.0,0,0 days 00:00:57.105265,-1 days +23:59:02.180970,0.0,0.0
1226,sas,30.0,0.0,2.0,202.0,0,0 days 00:00:01.439788994,0 days 00:02:42.132000500,0.25,0.0
1227,colegionovopatio,23.0,0.0,0.6666666666666666,34.0,0,0 days 01:52:37.656362866,2 days 11:00:00.343620500,0.56,0.0
1228,santoantonio,23.0,0.0,2.0,6.0,0,0 days 00:00:37.456418125,0 days 00:00:18.273572,0.0,0.0
1229,anchietaba,30.0,0.0,1.0,24.0,0,0 days 00:00:03.459326500,-1 days +23:58:11.878763,0.0,0.5
1230,poliedro,29.0,0.0,1.0,40.0,0,0 days 00:16:41.289434100,2 days 14:30:19.814533,0.008,0.0
1231,bertelsmann,31.0,0.0,1.0,4.0,0,0 days 00:00:09.343244500,0 days 00:00:11.067618,0.0,0.0
1232,bertelsmann,28.0,0.0,1.0,8.0,0,0 days 00:00:59.668170500,-1 days +23:58:18.403241500,0.1,0.0
1233,beityaacov,33.0,0.0,1.0,5.0,0,0 days 00:00:13.947055200,0 days 00:03:56.156403,0.0,0.0
1234,poliedro,27.0,0.0,0.2,3.0,0,0 days 00:01:48.077894,13 days 20:23:23.912251,0.0,0.0
1235,poliedro,25.0,0.0,0.3333333333333333,3.0,0,0 days 00:59:14.003246666,1 days 17:19:46.024705,0.0,0.0
1236,santoagostinho,24.0,0.0,1.0,3.0,0,0 days 00:00:10.304983,0 days 00:00:48.136266,0.0,0.0
1237,beityaacov,32.0,0.0,1.0,5.0,0,0 days 00:01:21.157584400,0 days 00:01:09.855073,0.0,0.0
1238,arlindocavalcanti,25.0,0.0,1.0,12.0,0,1 days 16:16:07.798336583,9 days 23:36:47.802858,0.0,0.5
1239,poliedro,24.0,0.0,1.0,40.0,0,0 days 00:42:00.627422583,4 days 01:04:37.015202333,0.0,0.0
1240,institutocristao,32.0,0.0,1.0,15.0,0,0 days 00:00:10.320147333,0 days 00:00:36.932352,0.0,0.0
1241,colegiomartinus,23.0,0.0,1.0,3.0,0,0 days 00:00:16.847940,-1 days +23:58:19.599950,0.0,0.0
1242,colegiomodelo,29.0,0.0,0.5,3.0,0,0 days 00:00:19.131045333,-1 days +23:54:42.679538,0.0,0.0
1243,colegiomodelo,30.0,0.0,1.0,1.0,0,0 days 00:00:45.873137,0 days 00:01:06.518974,0.0,0.0
1244,colegiomodelo,35.0,0.0,0.5,4.0,0,0 days 00:00:05.706263,-1 days +23:59:54.346322,0.0,0.0
1245,colegionobre,30.0,0.0,1.0,4.0,0,0 days 00:00:06.628859250,-1 days +23:59:34.917865,0.0,1.0
1246,colegionobre,34.0,0.0,0.5,1.0,0,1 days 21:44:40.478433,-1 days +23:58:17.344214,0.0,1.0
1247,wilsondeandradebarreto,35.0,0.0,1.0,8.0,0,0 days 00:00:12.216641,-1 days +23:59:59.933496,0.0,0.0
1248,castelobruxo,30.0,0.0,1.0,1.0,0,0 days 00:01:19.877886,-1 days +23:59:47.571447,0.0,0.0
1249,fleming,31.0,0.0,1.0,50.0,0,0 days 00:00:48.507705020,0 days 00:03:13.777662,0.0,0.0
1250,fleming,33.0,0.0,1.0,50.0,0,0 days 00:00:01.524803020,0 days 00:00:40.308653,0.0,0.0
1251,minhalista,24.0,0.0,2.0,24.5,0,0 days 00:00:01.567169807,0 days 00:01:27.075128750,0.0,0.5
1252,minhalista,32.0,0.0,2.0,34.0,0,0 days 00:00:01.249353987,0 days 00:00:43.501605500,0.0,0.0
1253,oficinadoestudante,25.0,0.0,1.0,25.0,0,0 days 00:00:04.412978420,0 days 16:09:09.442887,0.0,0.0
1254,prevest,32.0,0.0,1.0,12.0,0,0 days 00:06:00.910156,0 days 00:00:07.012195,0.0,0.0
1255,psantagema,30.0,0.0,3.0,48.0,0,0 days 12:47:56.044556770,0 days 00:03:11.829486333,0.0,1.0
1256,qescola.qmagico.com.br,25.0,0.0,1.0,1.0,0,0,0,0.0,0.0
1257,sas,23.0,0.0,6.0,454.0,0,0 days 20:06:32.758594698,-1 days +23:56:10.946800,0.0,0.0
1258,sas,25.0,0.0,1.0,4.0,0,0 days 00:01:01.158594,-1 days +23:58:31.858534,0.0,0.0
1259,sas,29.0,0.0,1.0,8.0,0,0 days 00:00:04.398983750,-1 days +23:59:52.349962,0.0,0.0
1260,vitae,23.0,0.0,1.6,16.0,0,0 days 00:00:35.781038962,11 days 16:41:12.736007500,0.0,0.0
1261,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1262,acesso,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1263,acesso,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1264,acesso,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1265,acesso,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1266,acesso,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1267,acesso,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1268,acesso,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1269,acesso,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1270,acesso,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1271,acesso,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1272,acessoemilianoperneta,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1273,acessoemilianoperneta,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1274,acessoemilianoperneta,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1275,acessoemilianoperneta,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1276,acessoemilianoperneta,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1277,acessoemilianoperneta,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1278,acessoemilianoperneta,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1279,acessoemilianoperneta,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1280,acessoemilianoperneta,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1281,acessoemilianoperneta,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1282,acessoemilianoperneta,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1283,adrianochan,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1284,adrianochan,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1285,albertsabin,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1286,albertsabin,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1287,albertsabin,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1288,albertsabin,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1289,albertsabin,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1290,albertsabin,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1291,albertsabin,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1292,albertsabin,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1293,albertsabin,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1294,albertsabin,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1295,albertsabin,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1296,alfacembilingue,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1297,alfacembilingue,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1298,alfacembilingue,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1299,alfacembilingue,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1300,alfacembilingue,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1301,alfacembilingue,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1302,alfacembilingue,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1303,alfacembilingue,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1304,alfacembilingue,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1305,alfacembilingue,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1306,alfeurosa,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1307,alfeurosa,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1308,alfeurosa,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1309,alfeurosa,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1310,alfeurosa,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1311,alfeurosa,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1312,alfeurosa,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1313,alfeurosa,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1314,alfeurosa,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1315,alfeurosa,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1316,alpha,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1317,alpha,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1318,alpha,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1319,alpha,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1320,alpha,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1321,alpha,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1322,alpha,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1323,alpha,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1324,alpha,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1325,alpha,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1326,amadeus,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1327,amadeus,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1328,amais,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1329,amais,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1330,amais,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1331,amais,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1332,amais,31.0,0.0,0.0,0.0,0,0,0,0.0,1.0
1333,amais,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1334,amais,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1335,amaismaker,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1336,amaismaker,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1337,amaismaker,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1338,amaismaker,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1339,amaismaker,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1340,amaismaker,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1341,anchietaba,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1342,anchietaba,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1343,anchietaba,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1344,anchietaba,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1345,anchietaba,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1346,anchietaba,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1347,anchietaba,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1348,anchietaba,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1349,anchietaba,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1350,anchietaba,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1351,anossaatmosfera,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1352,anossaatmosfera,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1353,anossaatmosfera,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1354,anossaatmosfera,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1355,anossaatmosfera,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1356,anossaatmosfera,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1357,anossaatmosfera,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1358,anossaatmosfera,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1359,anossaatmosfera,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1360,anossaatmosfera,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1361,apogeubenfica,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1362,apogeubenfica,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1363,apogeubenfica,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1364,apogeubenfica,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1365,apogeubenfica,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1366,apogeupousoalegre,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1367,apogeupousoalegre,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1368,apogeupousoalegre,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1369,apogeupousoalegre,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1370,apogeupousoalegre,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1371,apogeustoantonio1,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1372,apogeustoantonio1,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1373,apogeustoantonio1,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1374,apogeustoantonio1,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1375,apogeustoantonio1,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1376,arena,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1377,arena,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1378,arena,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1379,arena,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1380,arena,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1381,arena,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1382,arena,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1383,arena,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1384,arena,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1385,arena,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1386,arena,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1387,atmo,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1388,atmo,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1389,atmo,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1390,atmo,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1391,atmo,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1392,atmo,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1393,atmo,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1394,atmo,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1395,atmo,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1396,atmo,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1397,atmo,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1398,augustolaranja,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1399,augustolaranja,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1400,augustolaranja,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1401,augustolaranja,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1402,augustolaranja,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1403,augustolaranja,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1404,augustolaranja,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1405,augustolaranja,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1406,augustolaranja,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1407,augustolaranja,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1408,augustolaranja,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1409,avaliacaoapogeu,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1410,avaliacaoapogeu,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1411,avaliacaoapogeu,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1412,avaliacaoapogeu,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1413,avaliacaoapogeu,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1414,avaliacaoapogeu,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1415,avaliacaoapogeu,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1416,avaliacaoapogeu,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1417,avaliacaoapogeu,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1418,bahema,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1419,bahema,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1420,bahema,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1421,bahema,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1422,bahema,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1423,bahema,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1424,bahema,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1425,bahema,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1426,bahema,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1427,bahema,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1428,bahema,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1429,beityaacov,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1430,beityaacov,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1431,beityaacov,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1432,beityaacov,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1433,beityaacov,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1434,beityaacov,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1435,beityaacov,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1436,beityaacov,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1437,benjaminconstant,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1438,benjaminconstant,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1439,benjaminconstant,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1440,benjaminconstant,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1441,benjaminconstant,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1442,benjaminconstant,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1443,benjaminconstant,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1444,benjaminconstant,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1445,benjaminconstant,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1446,benjaminconstant,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1447,benjaminconstant,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1448,bertelsmann,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1449,bertelsmann,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1450,bertelsmann,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1451,bertelsmann,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1452,bertelsmann,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1453,bertelsmann,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1454,bertelsmann,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1455,bertelsmann,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1456,blueschooleducacional,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1457,blueschooleducacional,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1458,blueschooleducacional,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1459,blueschooleducacional,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1460,blueschooleducacional,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1461,blueschooleducacional,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1462,blueschooleducacional,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1463,blueschooleducacional,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1464,blueschooleducacional,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1465,blueschooleducacional,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1466,blueschooleducacional,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1467,boaviagem,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1468,boaviagem,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1469,boaviagem,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1470,boaviagem,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1471,boaviagem,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1472,boaviagem,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1473,boaviagem,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1474,boaviagem,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1475,boaviagem,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1476,boaviagem,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1477,borapassar,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1478,borapassar,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1479,borapassar,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1480,borapassar,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1481,borapassar,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1482,borapassar,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1483,borapassar,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1484,borapassar,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1485,borapassar,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1486,borapassar,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1487,bosquemananciais,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1488,bosquemananciais,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1489,bosquemananciais,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1490,bosquemananciais,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1491,bosquemananciais,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1492,bosquemananciais,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1493,bosquemananciais,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1494,bosquemananciais,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1495,bosquemananciais,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1496,bosquemananciais,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1497,bosquemananciais,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1498,capacitacaoinspira,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1499,casdvest,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1500,casdvest,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1501,catamaravita,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1502,catamaravita,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1503,catamaravita,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1504,catamaravita,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1505,catamaravita,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1506,catamaravita,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1507,catamaravita,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1508,catamaravita,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1509,catamaravita,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1510,catamaravita,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1511,catarinense,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1512,catarinense,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1513,catarinense,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1514,catarinense,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1515,catarinense,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1516,catarinense,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1517,catarinense,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1518,catarinense,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1519,catarinense,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1520,catarinense,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1521,catarinense,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1522,caur,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1523,caur,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1524,caur,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1525,caur,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1526,caur,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1527,caur,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1528,caur,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1529,caur,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1530,caur,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1531,cav,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1532,cav,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1533,cav,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1534,cav,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1535,cav,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1536,cav,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1537,cav,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1538,cav,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1539,cav,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1540,cav,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1541,cav,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1542,cbpdigital,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1543,ceabb,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1544,cecbdf,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1545,cecbdf,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1546,cecbdf,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1547,cecbdf,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1548,cecbdf,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
1549,cecbdf,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
