,namespace,Semana,Porcentagem de relatórios de AA visualizados por docente
772,overpontanegra,25,0.8136904761904761
773,overpontanegra,26,0.7205882352941176
774,overpontanegra,28,0.5
775,overpontanegra,29,0.375
776,overpontanegra,31,0.506060606060606
777,overpontanegra,32,0.6
778,overpontanegra,33,0.75
779,overpontanegra,34,0.5925925925925927
780,overpontanegra,35,0.28205128205128205
781,overzonanorte,23,0.8888888888888888
782,overzonanorte,24,0.9207792207792208
783,overzonanorte,25,0.8730952380952381
784,overzonanorte,26,0.9351851851851853
785,overzonanorte,27,0.5
786,overzonanorte,30,0.5
787,overzonanorte,31,0.5952380952380951
788,overzonanorte,32,0.8333333333333334
789,overzonanorte,33,0.42410714285714285
790,overzonanorte,34,0.63125
791,overzonanorte,35,0.5909090909090909
792,pauloviana,31,1.0
793,pedromurilo,27,0.0
794,pesenglish,34,0.0
795,physicsalcindocacela,24,0.5
796,physicsalcindocacela,30,0.0
797,physicsalcindocacela,34,0.0
798,physicsalmirantebarroso,23,1.0
799,physicsalmirantebarroso,24,0.8
800,physicsalmirantebarroso,25,1.0
801,physicsalmirantebarroso,26,1.0
802,physicsalmirantebarroso,35,0.25
803,physicsaugustomontenegro,23,1.0
804,physicsaugustomontenegro,24,0.9333333333333332
805,physicsaugustomontenegro,25,0.6666666666666666
806,physicsaugustomontenegro,26,0.7083333333333334
807,physicsbatistacampos,23,1.0
808,physicsbatistacampos,24,1.0
809,physicsbatistacampos,25,1.0
810,physicsbatistacampos,26,1.0
811,physicscidadenova,24,1.0
812,physicscidadenova,25,0.06666666666666667
813,physicscidadenova,26,0.9090909090909091
814,physicsconselheirofurtado,23,0.0
815,physicsconselheirofurtado,25,0.25
816,physicsmacapa,23,1.0
817,physicsmacapa,25,0.0
818,physicsumarizal,23,1.0
819,physicsumarizal,24,0.64
820,physicsumarizal,25,0.8666666666666666
821,physicsumarizal,26,1.0
822,physicsumarizal,31,0.0
823,physicsumarizal,34,0.6666666666666666
824,physicsumarizal,35,0.0
825,pioxi,23,0.5292929292929294
826,pioxi,24,0.7317857142857142
827,pioxi,25,0.792063492063492
828,pioxi,26,0.6171875
829,pioxi,31,0.0
830,pioxi,32,0.0
831,pioxi,33,0.0
832,pioxi,34,0.11111111111111109
833,pioxi,35,0.20098039215686272
834,pioxiicolegio,23,0.6666666666666666
835,pioxiicolegio,30,0.6666666666666666
836,pioxiicolegio,31,1.0
837,pioxiicolegio,32,0.8148148148148148
838,pioxiicolegio,33,1.0
839,pioxiicolegio,34,0.3888888888888889
840,pioxiicolegio,35,0.3095238095238096
841,plannetataboao,28,0.96
842,portinari,23,0.8181818181818182
843,portinari,24,0.7333333333333333
844,portinari,26,0.8125
845,portinari,27,0.8166666666666667
846,portinari,28,0.6960784313725491
847,portinari,29,0.8461538461538461
848,portinari,30,0.7777777777777778
849,portinari,31,0.6431372549019608
850,portinari,32,0.8541666666666666
851,portinari,33,0.703125
852,portinari,34,0.5833333333333334
853,portinari,35,0.03333333333333333
854,porto,23,0.7333333333333333
855,porto,24,0.759004884004884
856,porto,25,0.7693107546048723
857,porto,26,0.5972222222222222
858,porto,27,1.0
859,porto,28,0.5
860,porto,31,1.0
861,porto,32,0.5751659451659452
862,porto,33,0.5993382961124897
863,porto,34,0.6951138659798284
864,porto,35,0.42124999999999996
865,primeirodemaio,31,0.05263157894736842
866,prismapatrocinio,23,0.7592592592592593
867,prismapatrocinio,24,0.752046783625731
868,prismapatrocinio,25,0.8235294117647058
869,prismapatrocinio,26,0.7166666666666666
870,prismapatrocinio,27,0.6595238095238096
871,prismapatrocinio,28,0.7321428571428571
872,prismapatrocinio,30,1.0
873,prismapatrocinio,31,1.0
874,prismapatrocinio,32,0.5823529411764706
875,prismapatrocinio,33,0.6975274725274724
876,prismapatrocinio,34,0.6793650793650793
877,prismapatrocinio,35,0.4583333333333333
878,profederal,23,0.6666666666666666
879,profederal,24,0.0
880,profederal,25,0.3333333333333333
881,profederal,26,0.6666666666666666
882,profederal,27,0.8333333333333333
883,profederal,30,0.5
884,profederal,31,0.5333333333333333
885,profederal,32,0.5818181818181819
886,profederal,33,0.7222222222222222
887,profederal,34,0.5499999999999999
888,profederal,35,0.525
889,progressaodc,23,0.63125
890,progressaodc,24,0.9
891,progressaodc,25,0.6969696969696969
892,progressaodc,26,0.5428571428571428
893,progressaodc,27,0.85
894,progressaodc,28,0.6666666666666666
895,progressaodc,30,1.0
896,progressaodc,31,0.6666666666666666
897,progressaodc,32,0.8
898,progressaodc,33,0.6964285714285714
899,progressaodc,34,0.8611111111111112
900,progressaodc,35,0.5833333333333334
901,progressaoig,23,0.7934391534391535
902,progressaoig,24,0.9285714285714286
903,progressaoig,25,0.8666666666666666
904,progressaoig,26,0.8571428571428571
905,progressaoig,27,0.7708333333333334
906,progressaoig,28,0.6666666666666666
907,progressaoig,30,1.0
908,progressaoig,31,0.775
909,progressaoig,32,0.8555555555555556
910,progressaoig,33,0.9166666666666666
911,progressaoig,34,0.7166666666666667
912,progressaoig,35,0.6900000000000001
913,provaspoliedro,23,0.753623188405797
914,provaspoliedro,24,0.7333327946563241
915,provaspoliedro,25,0.7688888888888888
916,provaspoliedro,26,0.6538461538461539
917,provaspoliedro,27,0.0
918,provaspoliedro,28,1.0
919,provaspoliedro,30,0.5
920,provaspoliedro,31,0.824074074074074
921,provaspoliedro,32,0.8571428571428571
922,provaspoliedro,33,0.6785310734463277
923,provaspoliedro,34,0.5228893489763056
924,provaspoliedro,35,0.3055555555555556
925,psantagema,23,0.6153846153846154
926,psantagema,24,0.5277302943969611
927,psantagema,25,0.14055555555555554
928,psantagema,26,0.11904761904761904
929,psantagema,30,1.0
930,psantagema,31,0.0
931,psantagema,32,0.8433333333333334
932,psantagema,33,0.756439393939394
933,psantagema,34,0.6666666666666666
934,psantagema,35,0.5
935,qescola,23,1.0
936,qescola,24,0.5
937,qescola,25,0.3333333333333333
938,qescola,26,0.7333333333333333
939,qescola,27,0.3333333333333333
940,qescola,28,0.4259259259259259
941,qescola,29,1.0
942,qescola,30,0.5333333333333333
943,qescola,31,0.53125
944,qescola,32,0.8333333333333333
945,qescola,33,1.0
946,qescola,34,0.043478260869565216
947,qescola,35,0.9285714285714286
948,raizeducacao,23,0.0
949,raizeducacao,25,0.0
950,raizeducacao,27,0.0
951,raizeducacao,30,0.0
952,raizeducacao,31,0.0
953,raizeducacao,32,0.0
954,raizeducacao,34,0.0
955,rede,35,0.0
956,saea,33,0.0
957,saea,35,1.0
958,sagradafamilia,33,1.0
959,sagradafamilia,34,1.0
960,santadoroteia,23,0.5
961,santamariacn,25,0.8333333333333334
962,santamariacn,26,0.4
963,santamariacn,27,0.6666666666666666
964,santamariacn,28,0.5
965,santamariacn,29,0.875
966,santamariacn,30,0.3333333333333333
967,santamariacn,31,0.6666666666666666
968,santamariacn,32,1.0
969,santamariacn,33,1.0
970,santamariacn,34,0.5
971,santamariacn,35,0.0
972,santoamerico,23,0.8270308123249299
973,santoamerico,24,0.5142715419501134
974,santoamerico,25,0.6095238095238096
975,santoamerico,26,0.26666666666666666
976,santoamerico,27,1.0
977,santoamerico,28,1.0
978,santoamerico,29,0.0
979,santoamerico,30,0.41351010101010105
980,santoamerico,31,0.7928571428571428
981,santoamerico,32,0.7140022675736961
982,santoamerico,33,0.875
983,santoamerico,34,1.0
984,santoamerico,35,0.125
985,santoamericoteste,23,0.0
986,santoantonio,23,0.0
987,santoantonio,27,0.0
988,sas,25,0.0
989,sas,30,0.0
990,sasadapt,25,0.4
991,sasadapt,26,0.0
992,sasadapt,33,0.0
993,sasadapt,34,0.0
994,sasadaptem,23,1.0
995,sasadaptem,25,1.0
996,sasadaptem,31,0.0
997,sasadaptem,32,0.0
998,sasadaptfund,24,1.0
999,saseducacao,23,0.42857142857142855
1000,sistemadeensinogpi,34,0.0
1001,souhabilis,23,0.6666666666666666
1002,souhabilis,24,0.0
1003,souhabilis,25,0.0
1004,souhabilis,26,0.0
1005,souhabilis,29,0.0
1006,souhabilis,30,0.5
1007,souhabilis,31,0.3611111111111111
1008,souhabilis,32,0.3333333333333333
1009,souhabilis,33,0.0
1010,spdacruz,23,0.9444444444444443
1011,spdacruz,24,0.8820436507936509
1012,spdacruz,25,0.9743589743589745
1013,spdacruz,26,0.7916666666666666
1014,spdacruz,30,0.0
1015,spdacruz,31,1.0
1016,spdacruz,32,0.9526143790849673
1017,spdacruz,33,0.9077380952380952
1018,spdacruz,34,0.8055555555555556
1019,spdacruz,35,0.3444444444444445
1020,stellamarisaguaverde,23,1.0
1021,stellamarisaguaverde,24,1.0
1022,stellamarisaguaverde,25,0.875
1023,stellamarisaguaverde,26,0.9333333333333332
1024,stellamarisaguaverde,33,0.9285714285714286
1025,stellamarisaguaverde,34,0.75
1026,stellamarisaguaverde,35,0.55
1027,stellamarisjuveve,23,0.9078947368421053
1028,stellamarisjuveve,24,0.9881944444444445
1029,stellamarisjuveve,25,0.9565217391304348
1030,stellamarisjuveve,26,0.8764705882352941
1031,stellamarisjuveve,29,0.9197530864197532
1032,stellamarisjuveve,30,0.0
1033,stellamarisjuveve,31,0.0
1034,stellamarisjuveve,32,0.16666666666666666
1035,stellamarisjuveve,33,0.8
1036,stellamarisjuveve,34,0.7135416666666666
1037,stellamarisjuveve,35,0.37296918767507004
1038,stellamarisxaxim,23,1.0
1039,stellamarisxaxim,24,0.7941176470588234
1040,stellamarisxaxim,25,0.9515151515151515
1041,stellamarisxaxim,26,0.8404761904761904
1042,stellamarisxaxim,29,0.9615384615384616
1043,stellamarisxaxim,31,1.0
1044,stellamarisxaxim,32,0.8333333333333333
1045,stellamarisxaxim,33,0.9285714285714286
1046,stellamarisxaxim,34,0.9318181818181818
1047,stellamarisxaxim,35,0.38436639118457294
1048,studos,30,1.0
1049,universitariolondrina,23,0.8840245775729646
1050,universitariolondrina,24,0.9377777777777777
1051,universitariolondrina,25,0.8870967741935485
1052,universitariolondrina,26,0.9160493827160495
1053,universitariolondrina,27,0.5416666666666666
1054,universitariolondrina,28,1.0
1055,universitariolondrina,29,0.6666666666666666
1056,universitariolondrina,30,0.7863636363636364
1057,universitariolondrina,31,0.712962962962963
1058,universitariolondrina,32,0.7583333333333333
1059,universitariolondrina,33,0.6777777777777778
1060,universitariolondrina,34,0.6421875
1061,universitariolondrina,35,0.2760416666666667
1062,universobarcarena,23,0.6586734693877551
1063,universobarcarena,24,0.5716289882956549
1064,universobarcarena,25,0.4901960784313725
1065,universobarcarena,26,0.4930555555555555
1066,universobarcarena,27,1.0
1067,universobarcarena,28,0.0
1068,universobarcarena,29,0.0
1069,universobarcarena,30,0.5674931129476585
1070,universobarcarena,31,0.18620071684587813
1071,universobarcarena,34,1.0
1072,universobarcarena,35,0.25
1073,valdemiracoelho,23,0.0
1074,villalobos,23,0.85
1075,villalobos,24,0.982456140350877
1076,villalobos,25,1.0
1077,villalobos,26,1.0
1078,villalobos,27,1.0
1079,villalobos,30,1.0
1080,villalobos,31,0.6333333333333333
1081,villalobos,32,0.925925925925926
1082,villalobos,33,0.8529411764705882
1083,villalobos,34,0.5910714285714286
1084,villalobos,35,0.5750000000000001
