,namespace,Semana,Porcentagem de engajamento em AAs
640,elitecuritibaemilianoperneta,23,0.44157630684576793
793,master,32,0.43989100966673056
1032,prismapatrocinio,30,0.4397834912043302
783,mariliamattoso,34,0.4384331635341648
901,overpontanegra,34,0.43773674242424243
48,acessofazendariogrande,27,0.4371957645405731
470,colegiopremium,33,0.43705094709340303
553,crescercampinas,33,0.4369470126255095
594,deltaeducacional,24,0.4361924686192469
69,acessopinhais,27,0.4357718677013486
436,colegiojoaopaulo,33,0.43141883615794047
866,overmarciliofurtado,25,0.430712804975283
958,physicsumarizal,23,0.4300635324015248
920,physicsalcindocacela,27,0.43
441,colegiomagnum,33,0.4294117647058823
919,physicsalcindocacela,25,0.42908726178535606
457,colegioplanck,28,0.4288219818766443
202,ceespacolivre,28,0.42857142857142855
1138,santoamerico,35,0.425
243,cnslpb,26,0.42395437262357416
0,acessoalmirantetamandare,23,0.42394169638703677
142,apogeustoantonio2,26,0.4235294117647059
438,colegiojoaopaulo,35,0.42250530785562634
697,institutocristao,23,0.421474358974359
1124,santamariacn,33,0.42105263157894735
44,acessofazendariogrande,23,0.4204499914123776
929,physicsaugustomontenegro,23,0.42024897171768644
646,elitecuritibaemilianoperneta,30,0.4200792602377807
91,acessosjpinhais,27,0.42004108394068157
1023,prevest,34,0.41935483870967744
249,cnslpb,34,0.41842105263157897
1076,provaspoliedro,25,0.4181230873852431
878,overmossoro,24,0.4173027989821883
526,contemporaneocidadeverde,33,0.4167641325536062
765,maplebearslz,26,0.4142857142857143
655,escolaceciliameireles,23,0.4117647058823529
580,cursosazambuja,23,0.4107142857142857
55,acessohauer,23,0.4093717040831701
364,colegioensitec,28,0.4068522483940043
76,acessosantafelicidade,23,0.406547214673913
1194,stellamarisjuveve,33,0.40608345248927596
1184,stellamarisaguaverde,34,0.4049079754601227
941,physicscidadenova,23,0.4041276941846279
753,macvest,27,0.4032258064516129
431,colegiojoaopaulo,28,0.40116375727348297
1195,stellamarisjuveve,34,0.4002336448598131
1114,santadoroteia,33,0.4
922,physicsalcindocacela,34,0.3971600519214884
496,colegiouirapuru,34,0.3954504094631483
1223,universitariolondrina,35,0.3943808707633883
1134,santoamerico,31,0.39385716047859876
967,pioxi,26,0.3937738940469689
242,cnslpb,25,0.3909136295556665
1082,provaspoliedro,32,0.38727498140342176
755,macvest,33,0.3870967741935484
912,overzonanorte,34,0.38552770914225204
905,overzonanorte,25,0.3851247734560156
892,overpontanegra,23,0.3827303985665165
437,colegiojoaopaulo,34,0.3824152542372881
442,colegiomagnum,34,0.3803921568627451
698,institutocristao,24,0.3795620437956204
1185,stellamarisaguaverde,35,0.37631887456037516
223,ceprimeiromundo,31,0.37563603711463633
917,physicsalcindocacela,23,0.37244873572008985
467,colegiopremium,25,0.3723404255319149
11,acessoboqueirao,23,0.3701612108874807
492,colegiouirapuru,29,0.3695652173913043
900,overpontanegra,33,0.36692708333333335
542,crb,32,0.3656978266561927
275,colegiobatistaindependente,28,0.36220472440944884
377,colegioflamingo,33,0.3610023492560689
830,oficinadoestudante,23,0.35960044395116536
1213,universitariolondrina,25,0.35938477810585695
56,acessohauer,24,0.358733427725576
9,acessoalmirantetamandare,34,0.3587214611872146
731,invictus,35,0.35819430814524045
1075,provaspoliedro,24,0.35733609570891467
1233,universobarcarena,34,0.35714285714285715
582,cursosazambuja,25,0.35710646968925114
921,physicsalcindocacela,33,0.35364431486880465
146,apogeustoantonio2,32,0.3523746410426331
1191,stellamarisjuveve,29,0.35206312987259936
1218,universitariolondrina,30,0.3516843677397942
852,overjoaopessoa,33,0.3468534906588004
1085,provaspoliedro,35,0.34670246409276584
1188,stellamarisjuveve,25,0.34645212126238956
574,cursoisfera,32,0.3451047947171978
853,overjoaopessoa,34,0.3443708609271523
46,acessofazendariogrande,25,0.34381617958492167
741,isem,32,0.34238310708898945
1100,qescola,29,0.3402061855670103
575,cursoisfera,33,0.33999333999333997
583,cursosazambuja,26,0.3394123606889564
617,eccos,33,0.3386861313868613
85,acessosantafelicidade,34,0.33747993579454255
596,deltaeducacional,26,0.33461302211302213
1208,studos,30,0.3333333333333333
949,physicsconselheirofurtado,26,0.3333333333333333
807,navegasas,27,0.3333333333333333
323,colegiodasamericas,23,0.3333333333333333
509,colegioup,28,0.3309246785058175
1239,villalobos,27,0.32857142857142857
747,joaobelem,25,0.328042328042328
339,colegioecursodesafio,24,0.3266437864774204
98,acessosjpinhais,34,0.32663490355798047
1135,santoamerico,32,0.3263146643864899
250,cnslpb,35,0.3237971391417425
24,acessocampolargo,23,0.32276897414512096
99,acessosjpinhais,35,0.3226443532040954
234,ciadosaber,31,0.3225806451612903
247,cnslpb,32,0.3218884120171674
33,acessocampolargo,34,0.3216996576871558
812,nucleocriativo,23,0.3215905495200928
245,cnslpb,30,0.3195455220555473
1047,profederal,33,0.31814659848132654
1083,provaspoliedro,33,0.31741189692542343
757,magister,25,0.3157894736842105
907,overzonanorte,27,0.3148936170212766
74,acessopinhais,34,0.314519427402863
240,cnslpb,23,0.31282271944922546
408,colegioiguatemy,30,0.3118556701030928
412,colegioiguatemy,34,0.3114796579424721
28,acessocampolargo,27,0.31142071064801263
591,cursosazambuja,35,0.30603689211850194
409,colegioiguatemy,31,0.30552803645730137
65,acessopinhais,23,0.3053435114503817
1183,stellamarisaguaverde,33,0.3052016985138004
1154,simbios,23,0.30434782608695654
1232,universobarcarena,31,0.30356525836343645
53,acessofazendariogrande,34,0.3023484887759863
1202,stellamarisxaxim,29,0.3008522727272727
1048,profederal,34,0.2990331491712707
796,master,35,0.29885416666666664
519,conexaosaber,35,0.29633582355033794
235,ciadosaber,32,0.2950034223134839
911,overzonanorte,33,0.29312946383663613
813,nucleocriativo,24,0.29147286821705426
894,overpontanegra,25,0.29134850035424703
410,colegioiguatemy,32,0.2905376649170095
890,overnascimentodecastro,33,0.2898550724637681
906,overzonanorte,26,0.28774953829918215
22,acessoboqueirao,34,0.28684715135363514
1077,provaspoliedro,26,0.2862974098057354
43,acessocampolargokids,34,0.2857142857142857
587,cursosazambuja,30,0.28290468986384265
217,ceprimeiromundo,25,0.2824427480916031
1081,provaspoliedro,31,0.2803206158363589
226,ceprimeiromundo,34,0.2791166586653865
340,colegioecursodesafio,25,0.27906976744186046
517,conexaosaber,33,0.2776831345826235
879,overmossoro,25,0.2768101761252446
427,colegiojoaopaulo,24,0.2745719949540458
867,overmarciliofurtado,26,0.2735115351937782
824,objetivolorena,32,0.2734933333333333
694,implantacao,26,0.2727272727272727
274,colegiobatistaindependente,27,0.2722722722722723
562,cursoenfase,25,0.26956521739130435
1084,provaspoliedro,34,0.2695598821093228
316,colegiocb,31,0.26778846153846153
895,overpontanegra,26,0.26703616854970513
884,overmossoro,33,0.2670219064535228
169,casdvest,24,0.26666666666666666
590,cursosazambuja,34,0.2664413828957629
144,apogeustoantonio2,29,0.26449974606399185
670,escolamaster,26,0.2631578947368421
216,ceprimeiromundo,24,0.2627450980392157
779,mariliamattoso,30,0.26165291177496225
434,colegiojoaopaulo,31,0.26143715341959334
1049,profederal,35,0.26101831354397265
1039,profederal,24,0.2578616352201258
543,crb,33,0.2576271186440678
960,physicsumarizal,25,0.25744793039810177
508,colegioup,27,0.2547766176575041
1169,souhabilis,35,0.2541436464088398
887,overnascimentodecastro,23,0.2535211267605634
865,overmarciliofurtado,24,0.2533821246396097
411,colegioiguatemy,33,0.25326199192715665
815,nucleocriativo,32,0.25
977,plannetaosasco,27,0.25
638,einsteinassis,35,0.25
850,overjoaopessoa,26,0.25
823,objetivolorena,31,0.25
938,physicsbatistacampos,26,0.2495201535508637
885,overmossoro,34,0.24736415247364152
893,overpontanegra,24,0.24735566752567406
588,cursosazambuja,31,0.24697469746974698
1091,psantagema,33,0.24652087475149106
661,escolaceciliameireles,31,0.24615384615384617
1125,santamariacn,34,0.24561403508771928
398,colegioguilhermedealmeida,31,0.2431818181818182
849,overjoaopessoa,25,0.242802824551874
1090,psantagema,32,0.2422062350119904
932,physicsaugustomontenegro,26,0.24079754601226994
439,colegioliceu,33,0.23699626498918813
581,cursosazambuja,24,0.23653566229985443
1199,stellamarisxaxim,25,0.23627744510978044
214,cem,35,0.23529411764705882
1182,stellamarisaguaverde,26,0.2351995713903027
586,cursosazambuja,29,0.23332401714179243
192,ceabb,27,0.22954822954822954
236,ciadosaber,33,0.22866043613707165
407,colegioiguatemy,27,0.22857142857142856
817,nucleocriativo,35,0.22811671087533156
847,overjoaopessoa,23,0.22662889518413598
433,colegiojoaopaulo,30,0.22641509433962265
939,physicsbatistacampos,32,0.22580645161290322
647,elitecuritibaemilianoperneta,31,0.22567287784679088
522,contemporaneocidadeverde,23,0.22535211267605634
611,eacorcovado,35,0.225
376,colegioflamingo,32,0.2238562091503268
858,overlimaesilva,26,0.22346368715083798
825,objetivolorena,33,0.22271523652758893
237,ciadosaber,34,0.22254169062679702
877,overmossoro,23,0.22246696035242292
426,colegiojoaopaulo,23,0.22199588477366256
1231,universobarcarena,30,0.22104404567699837
1203,stellamarisxaxim,31,0.21951219512195122
563,cursoenfase,33,0.21740226986128625
225,ceprimeiromundo,33,0.21652246900826447
848,overjoaopessoa,24,0.2151046405823476
1045,profederal,31,0.21428571428571427
384,colegiofuturageracao,31,0.2133492252681764
803,montessori,34,0.21311475409836064
523,contemporaneocidadeverde,28,0.21052631578947367
1163,souhabilis,29,0.20994475138121546
589,cursosazambuja,33,0.2094580456162377
924,physicsalmirantebarroso,24,0.20600272851296045
631,educarse,32,0.20554315476190477
181,cats,34,0.20454545454545456
816,nucleocriativo,34,0.2015888778550149
1040,profederal,25,0.20125786163522014
576,cursoisfera,34,0.20116618075801748
170,casdvest,25,0.2
1133,santoamerico,30,0.1996904024767802
130,amadeus,35,0.19828550130450986
1038,profederal,23,0.19768381362779425
221,ceprimeiromundo,29,0.19696969696969696
931,physicsaugustomontenegro,25,0.19584050936798705
218,ceprimeiromundo,26,0.19527235354573483
1159,souhabilis,23,0.19463087248322147
432,colegiojoaopaulo,29,0.19230769230769232
104,adrianochan,31,0.19036164915390133
528,contemporaneolagoanova,23,0.1895734597156398
955,physicsmacapa,25,0.18915257404466038
615,eccos,31,0.18867924528301888
609,eacorcovado,32,0.18867924528301888
1130,santoamerico,26,0.18848437903434032
795,master,34,0.18808411214953272
533,contemporaneolagoanova,34,0.18710438128335607
1230,universobarcarena,29,0.1865671641791045
544,crb,34,0.1853565596080566
126,amadeus,31,0.18435647756138865
880,overmossoro,26,0.1836734693877551
1104,qescola,33,0.18181818181818182
1229,universobarcarena,28,0.18137254901960784
224,ceprimeiromundo,32,0.17943022158049649
577,cursoleopoldo,32,0.17829457364341086
660,escolaceciliameireles,30,0.17647058823529413
891,overnascimentodecastro,34,0.17391304347826086
808,novotempo,23,0.17307692307692307
564,cursoenfase,34,0.17142857142857143
1044,profederal,30,0.170316301703163
125,amadeus,30,0.16861370716510904
119,aescobjetivo,34,0.1671495245172117
194,ceabb,35,0.1669447092469018
578,cursoleopoldo,34,0.16666666666666666
383,colegiofuturageracao,26,0.16666666666666666
1113,santadoroteia,23,0.16666666666666666
1189,stellamarisjuveve,26,0.16528687639478798
265,colegioarena,31,0.16377526174823473
191,ceabb,26,0.1625
1160,souhabilis,24,0.1610738255033557
959,physicsumarizal,24,0.1605351170568562
1161,souhabilis,25,0.1589310829817159
961,physicsumarizal,26,0.1580188679245283
327,colegiodasamericas,27,0.15789473684210525
222,ceprimeiromundo,30,0.15747241725175526
1162,souhabilis,26,0.1558011049723757
500,colegiouniverso,25,0.15462236265416368
463,colegioplanck,34,0.15418353576248314
413,colegioiguatemy,35,0.15309882747068676
1200,stellamarisxaxim,26,0.1528947523411273
406,colegioiguatemy,26,0.15085638998682477
105,adrianochan,32,0.1497212006169178
518,conexaosaber,34,0.14945652173913043
948,physicsconselheirofurtado,25,0.14827391943914117
662,escolaceciliameireles,32,0.14781746031746032
802,montessori,33,0.14754098360655737
1165,souhabilis,31,0.14741035856573706
155,brasilcursinhos,25,0.14685314685314685
244,cnslpb,28,0.14634146341463414
1181,stellamarisaguaverde,25,0.1452249408050513
111,aescobjetivo,25,0.14514855861829434
1192,stellamarisjuveve,31,0.14423076923076922
944,physicscidadenova,26,0.14385964912280702
746,jazzvestibular,35,0.14285714285714285
1140,santoantonio,27,0.14285714285714285
1151,seletivoeducallis,28,0.14285714285714285
1150,seletivoeducallis,26,0.14285714285714285
679,faculdadeflamingo,34,0.14214046822742474
1042,profederal,27,0.14150943396226415
141,apogeustoantonio2,25,0.1407766990291262
527,contemporaneocidadeverde,34,0.1394422310756972
831,oficinadoestudante,24,0.13809732573432704
925,physicsalmirantebarroso,25,0.1377755511022044
193,ceabb,31,0.13636363636363635
1164,souhabilis,30,0.13545816733067728
545,crb,35,0.13544018058690746
1046,profederal,32,0.13486536675951719
405,colegioiguatemy,25,0.13186029935851745
926,physicsalmirantebarroso,26,0.13043478260869565
663,escolaceciliameireles,33,0.13043478260869565
664,escolaceciliameireles,35,0.125
632,educarse,33,0.125
100,adrianochan,23,0.12398042414355628
789,master,27,0.1207577683410539
1166,souhabilis,32,0.12
560,cursoenfase,23,0.11976047904191617
777,mariliamattoso,28,0.11951384199864956
101,adrianochan,24,0.11941950559586767
656,escolaceciliameireles,24,0.11764705882352941
479,colegiosete,24,0.11683587140439933
889,overnascimentodecastro,27,0.11677018633540373
637,einsteinassis,32,0.11627906976744186
34,acessocampolargo,35,0.11513560804899388
801,montessori,23,0.11475409836065574
1167,souhabilis,33,0.11049723756906077
1106,qescola,35,0.10982658959537572
602,domus,23,0.10784313725490197
16,acessoboqueirao,28,0.1076923076923077
541,crb,31,0.10295631188558044
676,faculdadeflamingo,31,0.10025062656641603
671,escolamaster,31,0.1
970,pioxiicolegio,23,0.0994258872651357
1014,porto,28,0.0962962962962963
10,acessoalmirantetamandare,35,0.09612756264236902
699,institutocristao,25,0.09492419248516809
1041,profederal,26,0.09433962264150944
107,adrianochan,34,0.09377759463118855
814,nucleocriativo,25,0.09260908281389137
700,institutocristao,26,0.09235294117647058
171,casdvest,26,0.09118012422360249
1168,souhabilis,34,0.09034267912772585
106,adrianochan,33,0.0875909090909091
799,moaciralves,33,0.08542713567839195
727,invictus,28,0.0852510460251046
827,objetivolorena,35,0.08440111420612813
610,eacorcovado,33,0.08421052631578947
75,acessopinhais,35,0.078951379362902
182,cbpdigital,23,0.0777988614800759
233,ciadosaber,30,0.07627118644067797
826,objetivolorena,34,0.0762081784386617
92,acessosjpinhais,28,0.07557117750439367
1227,universobarcarena,26,0.07529826667667142
516,conexaosaber,26,0.07407407407407407
54,acessofazendariogrande,35,0.07265079820284867
1105,qescola,34,0.07163323782234957
800,moaciralves,34,0.07142857142857142
1061,progressaodc,35,0.06896551724137931
86,acessosantafelicidade,35,0.0688130081300813
565,cursoisfera,23,0.06494900697799248
838,overabelcabral,27,0.0639386189258312
402,colegioguilhermedealmeida,35,0.06039076376554174
1216,universitariolondrina,28,0.06018518518518518
567,cursoisfera,25,0.05970695970695971
1228,universobarcarena,27,0.058823529411764705
778,mariliamattoso,29,0.05783385909568875
1078,provaspoliedro,27,0.0563264765092331
1217,universitariolondrina,29,0.05313214449016918
1073,progressaoig,35,0.05263157894736842
702,institutocristao,34,0.05263157894736842
120,aescobjetivo,35,0.050239712345185775
732,iracemarufino,31,0.05
185,cbpdigital,26,0.043689320388349516
176,casdvest,31,0.04328358208955224
227,ceprimeiromundo,35,0.04244865874029675
682,francobrasileiro,30,0.041666666666666664
174,casdvest,29,0.04
397,colegioglobal,35,0.04
172,casdvest,27,0.03880597014925373
371,colegioensitec,35,0.038461538461538464
549,crescercampinas,26,0.0375
678,faculdadeflamingo,33,0.03690036900369004
112,aescobjetivo,26,0.03541041041041041
788,master,26,0.034102367848768696
677,faculdadeflamingo,32,0.03333333333333333
124,amadeus,29,0.02895076525908169
821,objetivolorena,25,0.027757487216946677
566,cursoisfera,24,0.027153871940998994
23,acessoboqueirao,35,0.026803142109021662
501,colegiouniverso,26,0.02631578947368421
689,gerabixo,24,0.026200873362445413
822,objetivolorena,26,0.025817555938037865
177,casdvest,32,0.025373134328358207
750,litteratus,33,0.024390243902439025
1095,qescola,24,0.024229074889867842
1210,testevictorhugo,35,0.023809523809523808
658,escolaceciliameireles,27,0.022641509433962263
175,casdvest,30,0.022388059701492536
178,casdvest,33,0.022388059701492536
690,gerabixo,33,0.021834061135371178
1101,qescola,30,0.018354299855640337
480,colegiosete,25,0.01694915254237288
657,escolaceciliameireles,26,0.016222479721900347
681,francobrasileiro,28,0.015873015873015872
639,elitecuritiba,23,0.011627906976744186
1098,qescola,27,0.011578947368421053
868,overmarciliofurtado,27,0.010752688172043012
1131,santoamerico,27,0.00942697068193993
1099,qescola,28,0.008815426997245178
1096,qescola,25,0.006024096385542169
1103,qescola,32,0.004311774461028192
162,camerinocursos,29,0.004210526315789474
569,cursoisfera,27,0.002188183807439825
573,cursoisfera,31,0.0008602150537634409
1097,qescola,26,0.000741962077493817
568,cursoisfera,26,0.00020048115477145148
832,oficinadoestudante,26,0.0
572,cursoisfera,30,0.0
916,pesenglish,34,0.0
571,cursoisfera,29,0.0
570,cursoisfera,28,0.0
833,osequim,34,0.0
828,objetivoteresina,24,0.0
829,objetivoteresina,28,0.0
534,cparaiso,32,0.0
914,pauloviana,31,0.0
559,cursobase,34,0.0
558,cursobase,25,0.0
535,cparaiso,34,0.0
556,cursinhoeach,25,0.0
520,contemporaneo,31,0.0
888,overnascimentodecastro,25,0.0
818,nucleopva,28,0.0
133,amais,33,0.0
132,amais,24,0.0
540,crb,29,0.0
131,amais,23,0.0
121,alfacembilingue,25,0.0
521,contemporaneo,33,0.0
557,cursobase,24,0.0
228,charlesdarwin,24,0.0
579,cursoprogressao,32,0.0
653,equipe,34,0.0
745,jardimsaopaulo,24,0.0
744,jardimsaopaulo,23,0.0
665,escoladeimpacto,28,0.0
666,escolajardimdasnacoes,24,0.0
673,esperanza,34,0.0
674,estantemagica,27,0.0
675,faculdadeflamingo,30,0.0
680,faculdadeflamingo,35,0.0
683,fundacaobradesco,29,0.0
684,galois,28,0.0
685,garra,23,0.0
686,garra,24,0.0
687,garra,30,0.0
688,garra,31,0.0
1246,vitae,28,0.0
654,escola,34,0.0
652,eluneonline,27,0.0
809,novotempo,24,0.0
60,acessohauer,29,0.0
806,murilorocha,35,0.0
805,murilorocha,32,0.0
804,murilorocha,31,0.0
797,meta,30,0.0
592,dante,33,0.0
597,deltaeducacional,32,0.0
598,deltaeducacional,33,0.0
476,colegioser,26,0.0
599,deltaeducacional,34,0.0
600,deltaeducacional,35,0.0
620,educamais,24,0.0
621,educamais,33,0.0
633,eduqo,32,0.0
758,magister,29,0.0
651,eluneonline,26,0.0
477,colegioser,34,0.0
1155,simbios,33,0.0
475,colegiosantamaria,34,0.0
990,poliedropv,28,0.0
333,colegiodompedrosegundo,28,0.0
996,poliedrotreinamento,34,0.0
995,poliedropv,34,0.0
994,poliedropv,32,0.0
993,poliedropv,31,0.0
992,poliedropv,30,0.0
991,poliedropv,29,0.0
173,casdvest,28,0.0
989,poliedropv,26,0.0
160,brasilcursinhos,34,0.0
988,poliedropv,25,0.0
987,poliedropv,24,0.0
1109,saea,33,0.0
1110,saea,35,0.0
986,poliedropv,23,0.0
985,poliedro,35,0.0
984,poliedro,33,0.0
983,poliedro,32,0.0
322,colegiocognos,33,0.0
321,colegiocognos,23,0.0
303,colegiobrasilia,27,0.0
289,colegiobianguloiv,34,0.0
1043,profederal,29,0.0
238,cmdpii,33,0.0
239,cmdpii,34,0.0
196,cecbdf,34,0.0
195,cecbdf,33,0.0
251,cognitivo,32,0.0
1025,primeirodemaio,32,0.0
1024,primeirodemaio,31,0.0
258,colegioanchietai,33,0.0
259,colegioanchietai,34,0.0
187,cbpdigital,32,0.0
1020,portoseguro,34,0.0
260,colegioanchietaii,33,0.0
261,colegioanchietaii,34,0.0
264,colegioarena,25,0.0
186,cbpdigital,31,0.0
288,colegiobianguloiv,33,0.0
161,brasilcursinhos,35,0.0
159,brasilcursinhos,30,0.0
474,colegiosantamaria,33,0.0
453,colegionovopatio,25,0.0
1142,sas,31,0.0
1143,sas,32,0.0
1144,sas,33,0.0
137,amaisteste,35,0.0
1146,sasadaptem,23,0.0
1147,sasadaptem,25,0.0
1148,saseducacao,23,0.0
1149,seletivoeducallis,23,0.0
471,colegioprogresso,28,0.0
158,brasilcursinhos,29,0.0
136,amaisteste,33,0.0
1153,serios,24,0.0
472,colegioradar,33,0.0
229,charlesdarwin,27,0.0
1156,simbios,34,0.0
134,amais,34,0.0
1158,sobral,29,0.0
473,colegioriobranco,27,0.0
1141,sas,30,0.0
452,colegionovopatio,23,0.0
1139,santoantonio,23,0.0
138,anchietaba,30,0.0
982,poliedro,29,0.0
154,bertelsmann,31,0.0
153,bertelsmann,28,0.0
152,beityaacov,33,0.0
981,poliedro,27,0.0
980,poliedro,25,0.0
1126,santoagostinho,24,0.0
151,beityaacov,32,0.0
149,arlindocavalcanti,25,0.0
979,poliedro,24,0.0
701,institutocristao,32,0.0
443,colegiomartinus,23,0.0
444,colegiomodelo,29,0.0
445,colegiomodelo,30,0.0
446,colegiomodelo,35,0.0
449,colegionobre,30,0.0
450,colegionobre,34,0.0
1247,wilsondeandradebarreto,35,0.0
