,namespace,Porcentagem de exercícios de AAs em relatórios de AD,Média de exercícios em relatórios de AD por turma,Nº de AAs aplicadas da estante,Porcentagem de AAs com classificação de habilidades iniciada,Porcentagem de AAs com classificação de habilidades finalizada,Porcentagem de AAs com classificação de habilidades finalizada (ao menos foi iniciada),Porcentagem de visualização dos relatórios de AD por alunos,Porcentagem de professores que visualizaram relatórios de AD,Porcentagem de administradores que visualizaram relatórios de AD
907,colegiodosalvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,colegiodomboscomanaus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,colegioexatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,colegioexternatosjbv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,colegiofantastico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,colegiofato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,colegioipe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,colegiointellectus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,colegiointegralsolar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,colegioincomar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,colegioideal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,colegiohelioalonso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,colegiogradual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,colegiograciosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,colegiogamaliel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,colegiogalileu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,colegiofenix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,colegiodom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,colegiodiaspora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,colegioagape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,colegioapoio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,colegiobal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,colegioauxiliadora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,colegioatenas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,colegioassembleiadedeus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,colegioarca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,colegioaprendiz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,colegioapoiomg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,colegioanglobras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,colegioalvaromelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,colegioalexandra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,colegioalbertsabin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,colegioalberteinstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,colegioalamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,colegiobiangulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,colegiodarwin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,colegiocristaopr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,colegiocristaoaquas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,colegiocriativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,colegiocrescer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,colegiocpm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,colegiockids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,colegiocebrapi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,colegiocdc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951,colegiocatamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,colegiocastro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,colegiocastelosp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,colegiocastelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,colegiocanarinho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,colegiocaetano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,cebnossasenhoraaparecida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,cebapm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,antarespapicu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,antonioportela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,antoniomelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,antoniolima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,antoniocesar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,antoniairene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,antaresseisbocas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,antaressantosdumont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,antarespraiadeiracema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,antaresjardins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,andreiacastro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,antaresirmamaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,antaresfatima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,antaresbarbosadefreitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,anisiopereira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,animalnaopercebe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,anglojacarei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,anglocassianoricardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,anglocamaragibe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,aog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,apogeu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,apogeuarcoiris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,apogeubenfica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,arena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,arco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,arbos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,aprendemesmo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,aprendaquimica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,apotec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,apogeuuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,apogeustoantonio1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,apogeupousoalegre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,apogeupiaget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,apogeuparademinas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,apogeumbcursos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,apogeudivinopolis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,apogeucemap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,andrews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,andersonaraujo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,arturtavares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,adventistajiparana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,adv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,adilsonfranco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,adeajuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,acessoportao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,acesso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,academiaboaviagem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,abm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,abiliomartins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,abdiasmartins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,adventistasjrp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,adventus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,aeai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,aees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,anchieta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,anaoliveira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,alua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,altopadraocuritiba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,alphabc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,alphaacompanhamento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,alfredocastro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,alfeurosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,albertsabin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,albertocabral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,aja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,aguiasdosaber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,agoramath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,arp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,arvoredelivros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,ceatt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,campossalles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,carmounai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,carlosvasconcelos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,carlossantis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,carlamarianad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,cappta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,capellakids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,capacitacaoinspira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,cantinhodosaber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,camposalles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,campeia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,camp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,caminhar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,cambauba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,cam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,cadern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,caataua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,brunorezende,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,carpediem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,castelodeeducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,ceadsp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,ceads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,cdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,cdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,cci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,ccdivitoriaregia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,cbic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,cbbrasileiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,cbatistanovasiao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,cbas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,cav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,caur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,catarinense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,catamaravita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,brasilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,bragaenglish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,associacaoguararapes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,avcav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,barraazul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,baraodemaua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,bancoeduqo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,bancodequestoesgratuito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,bancodequestoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,bahema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,babyhouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,babycamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,avaliacaoapogeu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,bosquemananciais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,auxiliadorarj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,autores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,augustolaranja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,aubrick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,atmo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,athenasequipe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,ateneulondrina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,associacaomariecurie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,batistaagnusdei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,batistadaprimeira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,batistaibicui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,batistaindependente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,borapassar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,bonneidee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,bomjesus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,boaviagem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,blueschooleducacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,betesda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,bernardosayao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,benjamitacardona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,benjaminconstant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,batistavistaalegre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,batistashalon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,batistasaovicente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,batistariopretense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,batistaregular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,batistanovasiao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,batistamaranata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,colegioitamarati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,colegiojk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,colegiolamarck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,eeheitor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,eletron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,eldapereira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,ejjg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,eibedica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,egocg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,eeplbaixo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,eepensareagir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,eeejds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,educaprime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,eeagm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,eeacg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,eduqualis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,eduhub21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,educmaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,educglauberrocha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,educardpaschoal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,elev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,elitecuritiba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,elmira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,erasmobraga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,eraldogomes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,equipea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,ensinoteclondrina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,ensinando,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,ensg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,enovoalvo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,engenhomoscou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,emovi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,emilianocristo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,emiliaferreiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,emece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,embaixadores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,elvirabrandao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,elos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,elolacerdaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,educar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,educandusilha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,escolaaconchego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,duquecastilho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,ebei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,ebcj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,easi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,earcadenoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,eag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,eadcmm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,eacr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,duque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,dorothea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,domolinda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,dominius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,domhelder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,domboscoos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,domboscojgva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,domboscogru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,eblighthouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,ecaminhodosanjos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,ecml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,educandarionospassosdejesus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,educandarioetgcc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,educandariodosaber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,educandariodegrausdasabedoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,educandario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,educamob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,educadariomaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,educacionalsemear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,educacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,educacaoinfantilsemear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,educacaocarpediem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,editoralt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,edithdossantosrj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,edificandogeracoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,edhumbertodecampos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,ecportoseguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,escolaagnusdei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,colegiolebiste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,escolamundai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,escolapppp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,escolaporprincipios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,escolapequenospassos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,escolaparticularmaxime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,escolaomega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,escolaolavonunes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,escolanovadinamica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,escolamundo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,escolainewton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,escolaluterana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,escolakodomo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,escolakadima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,escolajosearaujobezerra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,escolajoaocalvino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,escolajesusbompastor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,escolajardimdasnacoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,escolainternacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,escolapresb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,escolapresbiterianadecanal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,escolapresblp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,escolaraulpilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,espacolivre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,espacoeducar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,esmg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
